,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",5,9,0.1,0.2
Estimate Place Of Birth Total Population Foreign Born,875,352,17.2,6.9
Estimate U.S. Citizenship Status Foreign-Born Population,875,352,875,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,498,316,56.9,24.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,377,251,43.1,24.8
Estimate Year Of Entry Population Born Outside The United States,880,352,880,(X)
Estimate Year Of Entry Population Born Outside The United States Native,5,9,5,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,5,9,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,875,352,875,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,354,207,40.5,20.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,521,302,59.5,20.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",875,352,875,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",86,70,9.8,8.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",24,57,2.7,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",7,13,0.8,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,4.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",758,339,86.6,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,4.5
Estimate Language Spoken At Home Population 5 Years And Over,4965,81,4965,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4198,425,84.6,8.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,767,440,15.4,8.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",303,242,6.1,4.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,11,13,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,719,440,14.5,8.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",303,242,6.1,4.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,28,57,0.6,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,9,16,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Ancestry Total Population,5084,14,5084,(X)
Estimate Ancestry Total Population American,188,143,3.7,2.8
Estimate Ancestry Total Population Arab,2,4,0.0,0.1
Estimate Ancestry Total Population Czech,23,37,0.5,0.7
Estimate Ancestry Total Population Danish,33,52,0.6,1.0
Estimate Ancestry Total Population Dutch,20,29,0.4,0.6
Estimate Ancestry Total Population English,672,337,13.2,6.6
Estimate Ancestry Total Population French (Except Basque),501,281,9.9,5.5
Estimate Ancestry Total Population French Canadian,10,21,0.2,0.4
Estimate Ancestry Total Population German,613,365,12.1,7.2
Estimate Ancestry Total Population Greek,9,15,0.2,0.3
Estimate Ancestry Total Population Hungarian,141,210,2.8,4.1
Estimate Ancestry Total Population Irish,1245,474,24.5,9.3
Estimate Ancestry Total Population Italian,276,206,5.4,4.1
Estimate Ancestry Total Population Lithuanian,10,16,0.2,0.3
Estimate Ancestry Total Population Norwegian,25,31,0.5,0.6
Estimate Ancestry Total Population Polish,127,91,2.5,1.8
Estimate Ancestry Total Population Portuguese,97,106,1.9,2.1
Estimate Ancestry Total Population Russian,79,127,1.6,2.5
Estimate Ancestry Total Population Scotch-Irish,4,10,0.1,0.2
Estimate Ancestry Total Population Scottish,270,262,5.3,5.2
Estimate Ancestry Total Population Slovak,0,19,0.0,0.8
Estimate Ancestry Total Population Subsaharan African,33,43,0.6,0.8
Estimate Ancestry Total Population Swedish,293,223,5.8,4.4
Estimate Ancestry Total Population Swiss,0,19,0.0,0.8
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.8
Estimate Ancestry Total Population Welsh,11,19,0.2,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),12,14,0.2,0.3
Estimate Computers And Internet Use Total Households,1401,228,1401,(X)
Estimate Computers And Internet Use Total Households With A Computer,1301,219,92.9,5.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1170,204,83.5,7.4
