,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population Czech,15,15,0.1,0.1
Estimate Ancestry Total Population Danish,9,16,0.0,0.1
Estimate Ancestry Total Population Dutch,57,38,0.2,0.1
Estimate Ancestry Total Population English,633,207,2.4,0.8
Estimate Ancestry Total Population French (Except Basque),649,218,2.5,0.9
Estimate Ancestry Total Population French Canadian,453,200,1.7,0.8
Estimate Ancestry Total Population German,786,265,3.0,1.0
Estimate Ancestry Total Population Greek,34,34,0.1,0.1
Estimate Ancestry Total Population Hungarian,13,19,0.0,0.1
Estimate Ancestry Total Population Irish,2899,482,11.1,1.9
Estimate Ancestry Total Population Italian,1425,274,5.5,1.1
Estimate Ancestry Total Population Lithuanian,136,76,0.5,0.3
Estimate Ancestry Total Population Norwegian,74,71,0.3,0.3
Estimate Ancestry Total Population Polish,1284,345,4.9,1.3
Estimate Ancestry Total Population Portuguese,171,86,0.7,0.3
Estimate Ancestry Total Population Russian,121,72,0.5,0.3
Estimate Ancestry Total Population Scotch-Irish,109,87,0.4,0.3
Estimate Ancestry Total Population Scottish,237,173,0.9,0.7
Estimate Ancestry Total Population Slovak,18,21,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,1645,524,6.3,2.0
Estimate Ancestry Total Population Swedish,357,201,1.4,0.8
Estimate Ancestry Total Population Swiss,18,26,0.1,0.1
Estimate Ancestry Total Population Ukrainian,24,27,0.1,0.1
Estimate Ancestry Total Population Welsh,28,31,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),472,319,1.8,1.2
Estimate Computers And Internet Use Total Households,8866,531,8866,(X)
Estimate Computers And Internet Use Total Households With A Computer,7848,561,88.5,3.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7188,551,81.1,3.9
