,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",237,122,23.1,10.3
Estimate Marital Status Males 15 Years And Over Separated,35,55,3.4,5.4
Estimate Marital Status Males 15 Years And Over Widowed,16,27,1.6,2.7
Estimate Marital Status Males 15 Years And Over Divorced,145,177,14.1,15.4
Estimate Marital Status Females 15 Years And Over,1027,302,1027,(X)
Estimate Marital Status Females 15 Years And Over Never Married,544,263,53.0,14.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",207,105,20.2,12.0
Estimate Marital Status Females 15 Years And Over Separated,63,69,6.1,6.5
Estimate Marital Status Females 15 Years And Over Widowed,190,89,18.5,8.2
Estimate Marital Status Females 15 Years And Over Divorced,23,42,2.2,4.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,52,61,52,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",23,42,44.2,55.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",46,79,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",88,109,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,263,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",211,278,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,166,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,654,390,654,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",17,27,2.6,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,5.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),144,143,22.0,18.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),147,96,22.5,12.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,346,291,52.9,25.4
Estimate Educational Attainment Population 25 Years And Over,1814,429,1814,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,331,162,18.2,8.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",39,37,2.1,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),458,183,25.2,10.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",438,203,24.1,8.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,73,58,4.0,3.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,290,161,16.0,8.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,185,157,10.2,7.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1444,392,79.6,8.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,475,213,26.2,8.6
Estimate Veteran Status Civilian Population 18 Years And Over,1873,436,1873,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,32,36,1.7,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2291,582,2291,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,519,190,22.7,8.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,418,257,418,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,9.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1412,415,1412,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,265,131,18.8,9.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,461,131,461,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,254,120,55.1,17.0
Estimate Residence 1 Year Ago Population 1 Year And Over,2235,564,2235,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1951,556,87.3,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),284,140,12.7,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,267,138,11.9,6.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,204,125,9.1,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,63,61,2.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,52,54,2.3,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,11,26,0.5,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,17,27,0.8,1.2
Estimate Place Of Birth Total Population,2291,582,2291,(X)
Estimate Place Of Birth Total Population Native,753,214,32.9,10.1
Estimate Place Of Birth Total Population Native Born In United States,705,219,30.8,10.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,480,215,21.0,9.3
Estimate Place Of Birth Total Population Native Born In United States Different State,225,100,9.8,4.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",48,55,2.1,2.4
Estimate Place Of Birth Total Population Foreign Born,1538,546,67.1,10.1
Estimate U.S. Citizenship Status Foreign-Born Population,1538,546,1538,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,694,358,45.1,17.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,844,405,54.9,17.8
Estimate Year Of Entry Population Born Outside The United States,1586,556,1586,(X)
Estimate Year Of Entry Population Born Outside The United States Native,48,55,48,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,47,55,97.9,11.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1,4,2.1,11.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1538,546,1538,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,887,417,57.7,13.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,651,266,42.3,13.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1538,546,1538,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",191,117,12.4,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",22,34,1.4,2.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",451,336,29.3,18.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,2.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",874,434,56.8,18.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over,2203,562,2203,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,569,183,25.8,10.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1634,566,74.2,10.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",870,295,39.5,9.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,916,459,41.6,15.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",598,280,27.1,9.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,493,333,22.4,12.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",194,118,8.8,5.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,225,221,10.2,9.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",78,78,3.5,3.6
Estimate Ancestry Total Population,2291,582,2291,(X)
Estimate Ancestry Total Population American,0,13,0.0,1.7
Estimate Ancestry Total Population Arab,0,13,0.0,1.7
Estimate Ancestry Total Population Czech,0,13,0.0,1.7
Estimate Ancestry Total Population Danish,0,13,0.0,1.7
Estimate Ancestry Total Population Dutch,0,13,0.0,1.7
Estimate Ancestry Total Population English,80,66,3.5,3.1
Estimate Ancestry Total Population French (Except Basque),38,44,1.7,1.9
Estimate Ancestry Total Population French Canadian,49,52,2.1,2.4
Estimate Ancestry Total Population German,15,19,0.7,0.8
Estimate Ancestry Total Population Greek,17,40,0.7,1.7
Estimate Ancestry Total Population Hungarian,0,13,0.0,1.7
Estimate Ancestry Total Population Irish,50,37,2.2,1.7
Estimate Ancestry Total Population Italian,20,27,0.9,1.3
Estimate Ancestry Total Population Lithuanian,28,48,1.2,2.1
Estimate Ancestry Total Population Norwegian,0,13,0.0,1.7
Estimate Ancestry Total Population Polish,27,44,1.2,2.0
Estimate Ancestry Total Population Portuguese,14,33,0.6,1.4
Estimate Ancestry Total Population Russian,66,69,2.9,3.0
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,1.7
Estimate Ancestry Total Population Scottish,58,63,2.5,2.9
Estimate Ancestry Total Population Slovak,0,13,0.0,1.7
Estimate Ancestry Total Population Subsaharan African,479,341,20.9,13.0
Estimate Ancestry Total Population Swedish,18,30,0.8,1.3
Estimate Ancestry Total Population Swiss,0,13,0.0,1.7
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.7
Estimate Ancestry Total Population Welsh,0,13,0.0,1.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),100,134,4.4,5.9
Estimate Computers And Internet Use Total Households,1194,254,1194,(X)
Estimate Computers And Internet Use Total Households With A Computer,1027,241,86.0,6.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,880,237,73.7,9.8
