,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Separated,22,25,0.8,0.9
Estimate Marital Status Females 15 Years And Over Widowed,161,100,5.6,3.4
Estimate Marital Status Females 15 Years And Over Divorced,399,168,13.9,5.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,161,169,161,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",139,167,86.3,32.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",180,204,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",127,131,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,152,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",338,293,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,71,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,49,63,49,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,38,60,77.6,49.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,47.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,47.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,47.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,38,60,77.6,49.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,38,60,38,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,19,30,50.0,5.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,38,60,100.0,53.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1298,246,1298,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",167,114,12.9,8.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,20,36,1.5,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),501,187,38.6,11.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),364,155,28.0,11.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,246,128,19.0,9.1
Estimate Educational Attainment Population 25 Years And Over,4776,270,4776,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,44,61,0.9,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",145,91,3.0,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1360,246,28.5,5.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1126,225,23.6,4.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,478,230,10.0,4.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1199,283,25.1,5.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,424,154,8.9,3.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4587,246,96.0,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1623,326,34.0,6.3
Estimate Veteran Status Civilian Population 18 Years And Over,5371,267,5371,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,292,107,5.4,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6678,29,6678,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,749,256,11.2,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1319,268,1319,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,11,18,0.8,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4019,332,4019,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,408,175,10.2,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1340,349,1340,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,330,181,24.6,13.0
Estimate Residence 1 Year Ago Population 1 Year And Over,6698,21,6698,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6397,170,95.5,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),301,171,4.5,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,301,171,4.5,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,249,159,3.7,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,52,60,0.8,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,7,17,0.1,0.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,45,58,0.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.6
Estimate Place Of Birth Total Population,6698,21,6698,(X)
Estimate Place Of Birth Total Population Native,6387,271,95.4,4.0
Estimate Place Of Birth Total Population Native Born In United States,6345,283,94.7,4.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5275,382,78.8,5.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1070,303,16.0,4.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",42,40,0.6,0.6
Estimate Place Of Birth Total Population Foreign Born,311,269,4.6,4.0
Estimate U.S. Citizenship Status Foreign-Born Population,311,269,311,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,267,205,85.9,13.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,44,68,14.1,13.0
Estimate Year Of Entry Population Born Outside The United States,353,281,353,(X)
Estimate Year Of Entry Population Born Outside The United States Native,42,40,42,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,50.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,42,40,100.0,50.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,311,269,311,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,19,0.0,12.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,311,269,100.0,12.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",311,269,311,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",248,265,79.7,26.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",39,47,12.5,20.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,12.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,12.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",9,15,2.9,5.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",15,25,4.8,9.8
Estimate Language Spoken At Home Population 5 Years And Over,6268,325,6268,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5864,432,93.6,5.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,404,338,6.4,5.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",77,78,1.2,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,38,35,0.6,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",17,28,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,330,333,5.3,5.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",60,73,1.0,1.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,36,57,0.6,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,6698,21,6698,(X)
Estimate Ancestry Total Population American,373,338,5.6,5.0
Estimate Ancestry Total Population Arab,0,19,0.0,0.6
Estimate Ancestry Total Population Czech,0,19,0.0,0.6
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,0,19,0.0,0.6
Estimate Ancestry Total Population English,1187,390,17.7,5.8
Estimate Ancestry Total Population French (Except Basque),1207,736,18.0,11.0
Estimate Ancestry Total Population French Canadian,256,133,3.8,2.0
Estimate Ancestry Total Population German,339,186,5.1,2.8
Estimate Ancestry Total Population Greek,122,143,1.8,2.1
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.6
Estimate Ancestry Total Population Irish,1864,653,27.8,9.7
Estimate Ancestry Total Population Italian,1125,423,16.8,6.3
Estimate Ancestry Total Population Lithuanian,21,24,0.3,0.4
Estimate Ancestry Total Population Norwegian,47,39,0.7,0.6
Estimate Ancestry Total Population Polish,228,138,3.4,2.1
Estimate Ancestry Total Population Portuguese,29,44,0.4,0.7
Estimate Ancestry Total Population Russian,58,58,0.9,0.9
Estimate Ancestry Total Population Scotch-Irish,54,53,0.8,0.8
Estimate Ancestry Total Population Scottish,224,194,3.3,2.9
Estimate Ancestry Total Population Slovak,0,19,0.0,0.6
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.6
Estimate Ancestry Total Population Swedish,195,122,2.9,1.8
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,14,22,0.2,0.3
Estimate Ancestry Total Population Welsh,25,42,0.4,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.6
Estimate Computers And Internet Use Total Households,2589,201,2589,(X)
Estimate Computers And Internet Use Total Households With A Computer,2389,214,92.3,4.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2319,223,89.6,5.1
