,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,11,22,18.0,45.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,42.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,42.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,11,22,18.0,45.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,42.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,11,22,11,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,11,22,100.0,99.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,0.0,99.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1183,364,1183,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",80,63,6.8,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,12,22,1.0,1.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),437,179,36.9,8.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),318,131,26.9,9.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,336,169,28.4,10.4
Estimate Educational Attainment Population 25 Years And Over,5874,528,5874,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,54,58,0.9,1.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",35,29,0.6,0.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),943,188,16.1,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1177,236,20.0,3.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,504,161,8.6,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1894,308,32.2,4.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1267,257,21.6,3.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5785,529,98.5,1.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3161,434,53.8,5.4
Estimate Veteran Status Civilian Population 18 Years And Over,6203,576,6203,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,643,130,10.4,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,7178,759,7178,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1140,218,15.9,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,975,272,975,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,184,123,18.9,10.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3504,458,3504,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,186,68,5.3,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2699,286,2699,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,770,162,28.5,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over,7123,756,7123,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6366,724,89.4,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),757,286,10.6,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,757,286,10.6,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,403,228,5.7,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,354,160,5.0,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,205,131,2.9,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,149,77,2.1,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.6
Estimate Place Of Birth Total Population,7178,759,7178,(X)
Estimate Place Of Birth Total Population Native,6938,734,96.7,1.7
Estimate Place Of Birth Total Population Native Born In United States,6782,720,94.5,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4443,642,61.9,5.1
Estimate Place Of Birth Total Population Native Born In United States Different State,2339,386,32.6,5.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",156,105,2.2,1.5
Estimate Place Of Birth Total Population Foreign Born,240,128,3.3,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,240,128,240,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,134,89,55.8,21.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,106,75,44.2,21.6
Estimate Year Of Entry Population Born Outside The United States,396,163,396,(X)
Estimate Year Of Entry Population Born Outside The United States Native,156,105,156,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,67,80,42.9,36.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,89,69,57.1,36.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,240,128,240,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,77,55,32.1,19.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,163,103,67.9,19.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",240,128,240,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",165,92,68.8,23.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",51,72,21.3,23.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,15.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,15.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,19,0.0,15.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,28,10.0,11.5
Estimate Language Spoken At Home Population 5 Years And Over,6971,734,6971,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6602,731,94.7,2.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,369,178,5.3,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",38,46,0.5,0.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,69,56,1.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2,4,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,300,174,4.3,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",36,46,0.5,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,19,0.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,7178,759,7178,(X)
Estimate Ancestry Total Population American,243,112,3.4,1.6
Estimate Ancestry Total Population Arab,64,80,0.9,1.1
Estimate Ancestry Total Population Czech,25,23,0.3,0.3
Estimate Ancestry Total Population Danish,26,24,0.4,0.3
Estimate Ancestry Total Population Dutch,64,64,0.9,0.9
Estimate Ancestry Total Population English,1313,321,18.3,4.3
Estimate Ancestry Total Population French (Except Basque),285,168,4.0,2.4
Estimate Ancestry Total Population French Canadian,273,104,3.8,1.5
Estimate Ancestry Total Population German,481,129,6.7,1.9
Estimate Ancestry Total Population Greek,96,149,1.3,2.1
Estimate Ancestry Total Population Hungarian,106,142,1.5,2.0
Estimate Ancestry Total Population Irish,1876,366,26.1,4.8
Estimate Ancestry Total Population Italian,859,240,12.0,3.3
Estimate Ancestry Total Population Lithuanian,53,36,0.7,0.5
Estimate Ancestry Total Population Norwegian,284,268,4.0,3.6
Estimate Ancestry Total Population Polish,238,111,3.3,1.6
Estimate Ancestry Total Population Portuguese,263,154,3.7,2.1
Estimate Ancestry Total Population Russian,77,75,1.1,1.0
Estimate Ancestry Total Population Scotch-Irish,50,42,0.7,0.6
Estimate Ancestry Total Population Scottish,489,171,6.8,2.2
Estimate Ancestry Total Population Slovak,10,14,0.1,0.2
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.6
Estimate Ancestry Total Population Swedish,329,274,4.6,3.6
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,33,24,0.5,0.3
Estimate Ancestry Total Population Welsh,36,31,0.5,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),21,28,0.3,0.4
Estimate Computers And Internet Use Total Households,3087,265,3087,(X)
Estimate Computers And Internet Use Total Households With A Computer,2942,257,95.3,2.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2852,250,92.4,2.7
