,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,16922,277,16922,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1549,261,9.2,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4467,364,4467,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,110,67,2.5,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,8988,396,8988,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,502,152,5.6,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3467,375,3467,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,937,219,27.0,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over,18210,114,18210,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,16105,433,88.4,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2105,416,11.6,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1973,398,10.8,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1102,327,6.1,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,871,278,4.8,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,433,154,2.4,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,438,197,2.4,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,132,139,0.7,0.8
Estimate Place Of Birth Total Population,18393,79,18393,(X)
Estimate Place Of Birth Total Population Native,16395,379,89.1,2.1
Estimate Place Of Birth Total Population Native Born In United States,15826,420,86.0,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9470,622,51.5,3.4
Estimate Place Of Birth Total Population Native Born In United States Different State,6356,569,34.6,3.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",569,242,3.1,1.3
Estimate Place Of Birth Total Population Foreign Born,1998,382,10.9,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,1998,382,1998,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1114,259,55.8,10.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,884,304,44.2,10.8
Estimate Year Of Entry Population Born Outside The United States,2567,428,2567,(X)
Estimate Year Of Entry Population Born Outside The United States Native,569,242,569,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,190,147,33.4,15.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,379,133,66.6,15.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1998,382,1998,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,493,234,24.7,9.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1505,309,75.3,9.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1998,382,1998,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",813,292,40.7,12.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",546,207,27.3,9.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",160,108,8.0,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",7,12,0.4,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",391,202,19.6,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",81,82,4.1,4.0
Estimate Language Spoken At Home Population 5 Years And Over,17507,215,17507,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,14862,437,84.9,2.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2645,423,15.1,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",582,197,3.3,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,767,242,4.4,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",156,75,0.9,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1448,438,8.3,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",246,114,1.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,306,179,1.7,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",111,107,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,124,152,0.7,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",69,103,0.4,0.6
Estimate Ancestry Total Population,18393,79,18393,(X)
Estimate Ancestry Total Population American,478,196,2.6,1.1
Estimate Ancestry Total Population Arab,355,272,1.9,1.5
Estimate Ancestry Total Population Czech,10,16,0.1,0.1
Estimate Ancestry Total Population Danish,64,58,0.3,0.3
Estimate Ancestry Total Population Dutch,118,87,0.6,0.5
Estimate Ancestry Total Population English,2890,600,15.7,3.3
Estimate Ancestry Total Population French (Except Basque),916,422,5.0,2.3
Estimate Ancestry Total Population French Canadian,337,145,1.8,0.8
Estimate Ancestry Total Population German,1770,520,9.6,2.8
Estimate Ancestry Total Population Greek,212,145,1.2,0.8
Estimate Ancestry Total Population Hungarian,23,26,0.1,0.1
Estimate Ancestry Total Population Irish,4112,605,22.4,3.3
Estimate Ancestry Total Population Italian,1551,335,8.4,1.8
Estimate Ancestry Total Population Lithuanian,121,83,0.7,0.5
Estimate Ancestry Total Population Norwegian,184,136,1.0,0.7
Estimate Ancestry Total Population Polish,700,301,3.8,1.6
Estimate Ancestry Total Population Portuguese,221,198,1.2,1.1
Estimate Ancestry Total Population Russian,172,118,0.9,0.6
Estimate Ancestry Total Population Scotch-Irish,82,54,0.4,0.3
Estimate Ancestry Total Population Scottish,629,232,3.4,1.3
Estimate Ancestry Total Population Slovak,101,125,0.5,0.7
Estimate Ancestry Total Population Subsaharan African,294,172,1.6,0.9
Estimate Ancestry Total Population Swedish,112,68,0.6,0.4
Estimate Ancestry Total Population Swiss,164,191,0.9,1.0
Estimate Ancestry Total Population Ukrainian,178,128,1.0,0.7
Estimate Ancestry Total Population Welsh,204,189,1.1,1.0
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),202,240,1.1,1.3
Estimate Computers And Internet Use Total Households,6357,291,6357,(X)
Estimate Computers And Internet Use Total Households With A Computer,6143,306,96.6,1.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6089,304,95.8,1.6
