,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1133,319,34.2,8.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,306,131,9.2,4.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,335,186,10.1,5.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,90,56,2.7,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3168,487,95.7,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,425,195,12.8,5.6
Estimate Veteran Status Civilian Population 18 Years And Over,3782,619,3782,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,255,169,6.7,4.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4663,826,4663,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1265,462,27.1,7.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,881,367,881,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,144,115,16.3,10.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3189,604,3189,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,832,349,26.1,9.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,593,279,593,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,289,171,48.7,15.7
Estimate Residence 1 Year Ago Population 1 Year And Over,4641,827,4641,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4444,819,95.8,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),197,119,4.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,197,119,4.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,82,76,1.8,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,115,93,2.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,115,93,2.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,0.9
Estimate Place Of Birth Total Population,4663,826,4663,(X)
Estimate Place Of Birth Total Population Native,4616,833,99.0,1.0
Estimate Place Of Birth Total Population Native Born In United States,4517,831,96.9,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4078,785,87.5,5.0
Estimate Place Of Birth Total Population Native Born In United States Different State,439,218,9.4,4.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",99,75,2.1,1.7
Estimate Place Of Birth Total Population Foreign Born,47,44,1.0,1.0
Estimate U.S. Citizenship Status Foreign-Born Population,47,44,47,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,47,44,100.0,48.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,0.0,48.0
Estimate Year Of Entry Population Born Outside The United States,146,88,146,(X)
Estimate Year Of Entry Population Born Outside The United States Native,99,75,99,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,20,29,20.2,23.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,79,58,79.8,23.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,47,44,47,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,15,26,31.9,43.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,32,35,68.1,43.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",47,44,47,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",30,35,63.8,44.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",15,26,31.9,43.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",2,6,4.3,16.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,48.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,48.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,48.0
Estimate Language Spoken At Home Population 5 Years And Over,4476,819,4476,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4301,820,96.1,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,175,128,3.9,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",35,39,0.8,0.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,112,116,2.5,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",20,29,0.4,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,48,52,1.1,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,15,26,0.3,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",15,26,0.3,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,0.9
Estimate Ancestry Total Population,4663,826,4663,(X)
Estimate Ancestry Total Population American,352,343,7.5,7.6
Estimate Ancestry Total Population Arab,14,22,0.3,0.5
Estimate Ancestry Total Population Czech,3,6,0.1,0.1
Estimate Ancestry Total Population Danish,0,13,0.0,0.9
Estimate Ancestry Total Population Dutch,0,13,0.0,0.9
Estimate Ancestry Total Population English,1241,563,26.6,11.0
Estimate Ancestry Total Population French (Except Basque),205,210,4.4,4.5
Estimate Ancestry Total Population French Canadian,175,200,3.8,4.2
Estimate Ancestry Total Population German,209,121,4.5,2.6
Estimate Ancestry Total Population Greek,29,44,0.6,0.9
Estimate Ancestry Total Population Hungarian,0,13,0.0,0.9
Estimate Ancestry Total Population Irish,1692,630,36.3,10.2
Estimate Ancestry Total Population Italian,786,494,16.9,9.5
Estimate Ancestry Total Population Lithuanian,74,120,1.6,2.6
Estimate Ancestry Total Population Norwegian,0,13,0.0,0.9
Estimate Ancestry Total Population Polish,148,139,3.2,3.1
Estimate Ancestry Total Population Portuguese,203,141,4.4,2.9
Estimate Ancestry Total Population Russian,18,28,0.4,0.6
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,0.9
Estimate Ancestry Total Population Scottish,112,116,2.4,2.6
Estimate Ancestry Total Population Slovak,0,13,0.0,0.9
Estimate Ancestry Total Population Subsaharan African,256,237,5.5,5.0
Estimate Ancestry Total Population Swedish,206,254,4.4,5.6
Estimate Ancestry Total Population Swiss,13,21,0.3,0.5
Estimate Ancestry Total Population Ukrainian,24,54,0.5,1.2
Estimate Ancestry Total Population Welsh,0,13,0.0,0.9
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,0.9
Estimate Computers And Internet Use Total Households,1748,254,1748,(X)
Estimate Computers And Internet Use Total Households With A Computer,1725,250,98.7,1.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1639,264,93.8,4.8
