,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1363,302,5.1,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,32823,1377,32823,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2860,390,8.7,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6544,894,6544,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,151,102,2.3,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,19732,973,19732,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1164,303,5.9,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,6547,638,6547,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1545,306,23.6,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over,33052,1357,33052,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,30907,1371,93.5,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2145,558,6.5,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2066,558,6.3,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1047,360,3.2,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1019,399,3.1,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,784,385,2.4,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,235,125,0.7,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,79,65,0.2,0.2
Estimate Place Of Birth Total Population,33319,1388,33319,(X)
Estimate Place Of Birth Total Population Native,26474,1411,79.5,2.6
Estimate Place Of Birth Total Population Native Born In United States,25999,1434,78.0,2.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,19072,1370,57.2,3.0
Estimate Place Of Birth Total Population Native Born In United States Different State,6927,708,20.8,2.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",475,175,1.4,0.5
Estimate Place Of Birth Total Population Foreign Born,6845,911,20.5,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,6845,911,6845,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3947,647,57.7,6.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2898,584,42.3,6.1
Estimate Year Of Entry Population Born Outside The United States,7320,931,7320,(X)
Estimate Year Of Entry Population Born Outside The United States Native,475,175,475,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,216,130,45.5,20.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,259,128,54.5,20.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6845,911,6845,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1384,433,20.2,5.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5461,769,79.8,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6845,911,6845,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1013,282,14.8,4.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2495,569,36.4,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",635,301,9.3,4.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2583,639,37.7,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",119,77,1.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over,31502,1194,31502,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,23072,1293,73.2,3.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,8430,1183,26.8,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2413,573,7.7,1.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1852,589,5.9,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",478,238,1.5,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,4237,930,13.4,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",1371,428,4.4,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1737,590,5.5,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",451,351,1.4,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,604,325,1.9,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",113,112,0.4,0.4
Estimate Ancestry Total Population,33319,1388,33319,(X)
Estimate Ancestry Total Population American,1060,308,3.2,0.9
Estimate Ancestry Total Population Arab,294,239,0.9,0.7
Estimate Ancestry Total Population Czech,67,52,0.2,0.2
Estimate Ancestry Total Population Danish,16,27,0.0,0.1
Estimate Ancestry Total Population Dutch,137,115,0.4,0.3
Estimate Ancestry Total Population English,3035,536,9.1,1.6
Estimate Ancestry Total Population French (Except Basque),531,267,1.6,0.8
Estimate Ancestry Total Population French Canadian,568,194,1.7,0.6
Estimate Ancestry Total Population German,1472,311,4.4,0.9
Estimate Ancestry Total Population Greek,353,162,1.1,0.5
Estimate Ancestry Total Population Hungarian,137,86,0.4,0.3
Estimate Ancestry Total Population Irish,5712,730,17.1,2.2
Estimate Ancestry Total Population Italian,4625,677,13.9,2.0
Estimate Ancestry Total Population Lithuanian,175,152,0.5,0.5
Estimate Ancestry Total Population Norwegian,110,88,0.3,0.3
Estimate Ancestry Total Population Polish,1136,265,3.4,0.8
Estimate Ancestry Total Population Portuguese,669,451,2.0,1.3
Estimate Ancestry Total Population Russian,1869,873,5.6,2.5
Estimate Ancestry Total Population Scotch-Irish,114,64,0.3,0.2
Estimate Ancestry Total Population Scottish,488,197,1.5,0.6
Estimate Ancestry Total Population Slovak,20,29,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,820,416,2.5,1.2
Estimate Ancestry Total Population Swedish,356,146,1.1,0.4
Estimate Ancestry Total Population Swiss,29,30,0.1,0.1
Estimate Ancestry Total Population Ukrainian,187,133,0.6,0.4
Estimate Ancestry Total Population Welsh,103,64,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),313,177,0.9,0.5
Estimate Computers And Internet Use Total Households,13189,511,13189,(X)
Estimate Computers And Internet Use Total Households With A Computer,12600,518,95.5,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12510,511,94.9,1.4
