,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,813,314,31.5,9.5
Estimate Year Of Entry Population Born Outside The United States,2828,537,2828,(X)
Estimate Year Of Entry Population Born Outside The United States Native,251,117,251,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,57,74,22.7,24.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,194,91,77.3,24.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2577,506,2577,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,497,307,19.3,10.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2080,412,80.7,10.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2577,506,2577,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1047,346,40.6,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1034,249,40.1,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",84,74,3.3,2.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",33,54,1.3,2.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",267,180,10.4,6.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",112,108,4.3,4.1
Estimate Language Spoken At Home Population 5 Years And Over,19790,804,19790,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17060,952,86.2,2.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2730,542,13.8,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",622,226,3.1,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,393,251,2.0,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",37,41,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1380,373,7.0,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",345,177,1.7,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,645,232,3.3,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",145,98,0.7,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,312,242,1.6,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",95,108,0.5,0.5
Estimate Ancestry Total Population,20927,811,20927,(X)
Estimate Ancestry Total Population American,1169,502,5.6,2.4
Estimate Ancestry Total Population Arab,161,113,0.8,0.5
Estimate Ancestry Total Population Czech,61,55,0.3,0.3
Estimate Ancestry Total Population Danish,38,48,0.2,0.2
Estimate Ancestry Total Population Dutch,55,50,0.3,0.2
Estimate Ancestry Total Population English,3110,669,14.9,3.1
Estimate Ancestry Total Population French (Except Basque),445,194,2.1,0.9
Estimate Ancestry Total Population French Canadian,276,118,1.3,0.6
Estimate Ancestry Total Population German,2001,433,9.6,2.0
Estimate Ancestry Total Population Greek,151,104,0.7,0.5
Estimate Ancestry Total Population Hungarian,115,79,0.5,0.4
Estimate Ancestry Total Population Irish,4195,654,20.0,3.1
Estimate Ancestry Total Population Italian,2454,692,11.7,3.2
Estimate Ancestry Total Population Lithuanian,76,52,0.4,0.3
Estimate Ancestry Total Population Norwegian,139,103,0.7,0.5
Estimate Ancestry Total Population Polish,954,263,4.6,1.2
Estimate Ancestry Total Population Portuguese,228,157,1.1,0.8
Estimate Ancestry Total Population Russian,1285,515,6.1,2.5
Estimate Ancestry Total Population Scotch-Irish,103,69,0.5,0.3
Estimate Ancestry Total Population Scottish,449,148,2.1,0.7
Estimate Ancestry Total Population Slovak,48,48,0.2,0.2
Estimate Ancestry Total Population Subsaharan African,240,219,1.1,1.0
Estimate Ancestry Total Population Swedish,258,112,1.2,0.5
Estimate Ancestry Total Population Swiss,29,37,0.1,0.2
Estimate Ancestry Total Population Ukrainian,279,128,1.3,0.6
Estimate Ancestry Total Population Welsh,177,102,0.8,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),119,142,0.6,0.7
Estimate Computers And Internet Use Total Households,7160,297,7160,(X)
Estimate Computers And Internet Use Total Households With A Computer,6910,289,96.5,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6844,278,95.6,2.4
