,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Widowed,246,98,6.8,2.6
Estimate Marital Status Females 15 Years And Over Divorced,619,174,17.2,4.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,115,71,115,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",31,45,27.0,37.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",26,39,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",68,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,177,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",69,68,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",84,80,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,133,131,133,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,121,127,91.0,17.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,25.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,25.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,25.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,121,127,91.0,17.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,121,127,121,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,71,71,58.7,15.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,103,122,85.1,32.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1730,402,1730,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",73,59,4.2,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,25,27,1.4,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),741,225,42.8,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),345,132,19.9,6.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,546,221,31.6,8.5
Estimate Educational Attainment Population 25 Years And Over,6634,515,6634,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,400,259,6.0,3.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",545,187,8.2,3.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2103,402,31.7,6.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1453,262,21.9,3.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,542,170,8.2,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1130,310,17.0,4.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,461,225,6.9,3.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5689,476,85.8,3.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1591,342,24.0,4.4
Estimate Veteran Status Civilian Population 18 Years And Over,7322,481,7322,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,656,246,9.0,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,8742,513,8742,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1641,314,18.8,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1515,310,1515,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,174,146,11.5,8.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5401,408,5401,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,555,178,10.3,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1826,419,1826,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,912,280,49.9,9.0
Estimate Residence 1 Year Ago Population 1 Year And Over,8785,520,8785,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,7370,583,83.9,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1415,503,16.1,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1384,510,15.8,5.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,516,331,5.9,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,868,363,9.9,4.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,669,423,7.6,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,199,188,2.3,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,31,42,0.4,0.5
Estimate Place Of Birth Total Population,8870,515,8870,(X)
Estimate Place Of Birth Total Population Native,8433,525,95.1,2.6
Estimate Place Of Birth Total Population Native Born In United States,8158,520,92.0,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,6639,488,74.8,4.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1519,395,17.1,4.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",275,204,3.1,2.3
Estimate Place Of Birth Total Population Foreign Born,437,235,4.9,2.6
Estimate U.S. Citizenship Status Foreign-Born Population,437,235,437,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,265,143,60.6,18.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,172,138,39.4,18.2
Estimate Year Of Entry Population Born Outside The United States,712,319,712,(X)
Estimate Year Of Entry Population Born Outside The United States Native,275,204,275,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,24,41,8.7,14.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,251,193,91.3,14.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,437,235,437,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,31,42,7.1,9.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,406,224,92.9,9.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",437,235,437,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",156,120,35.7,22.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",139,161,31.8,27.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",27,42,6.2,10.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,8.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",90,69,20.6,15.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",25,30,5.7,7.1
Estimate Language Spoken At Home Population 5 Years And Over,8396,557,8396,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,7560,552,90.0,4.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,836,359,10.0,4.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",313,165,3.7,1.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,266,181,3.2,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",59,61,0.7,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,390,237,4.6,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",113,106,1.3,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,121,125,1.4,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",82,84,1.0,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,59,79,0.7,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",59,79,0.7,0.9
Estimate Ancestry Total Population,8870,515,8870,(X)
Estimate Ancestry Total Population American,1253,471,14.1,5.4
Estimate Ancestry Total Population Arab,85,98,1.0,1.1
Estimate Ancestry Total Population Czech,0,19,0.0,0.4
Estimate Ancestry Total Population Danish,11,18,0.1,0.2
Estimate Ancestry Total Population Dutch,26,32,0.3,0.4
Estimate Ancestry Total Population English,715,275,8.1,3.0
Estimate Ancestry Total Population French (Except Basque),1244,480,14.0,5.4
Estimate Ancestry Total Population French Canadian,752,300,8.5,3.3
Estimate Ancestry Total Population German,343,182,3.9,2.1
Estimate Ancestry Total Population Greek,0,19,0.0,0.4
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.4
Estimate Ancestry Total Population Irish,1195,324,13.5,3.6
Estimate Ancestry Total Population Italian,681,312,7.7,3.5
Estimate Ancestry Total Population Lithuanian,0,19,0.0,0.4
Estimate Ancestry Total Population Norwegian,146,124,1.6,1.4
Estimate Ancestry Total Population Polish,1284,391,14.5,4.4
Estimate Ancestry Total Population Portuguese,332,224,3.7,2.5
Estimate Ancestry Total Population Russian,35,37,0.4,0.4
Estimate Ancestry Total Population Scotch-Irish,8,14,0.1,0.2
Estimate Ancestry Total Population Scottish,99,91,1.1,1.0
Estimate Ancestry Total Population Slovak,0,19,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,56,60,0.6,0.7
Estimate Ancestry Total Population Swedish,19,21,0.2,0.2
Estimate Ancestry Total Population Swiss,0,19,0.0,0.4
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.4
Estimate Ancestry Total Population Welsh,0,19,0.0,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),149,140,1.7,1.6
Estimate Computers And Internet Use Total Households,3732,295,3732,(X)
Estimate Computers And Internet Use Total Households With A Computer,3490,298,93.5,2.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3368,300,90.2,3.0
