,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,30.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,30.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,64,73,59.8,41.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,30.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,64,73,64,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,64,73,100.0,41.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,64,73,100.0,41.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1601,330,1601,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",250,125,15.6,8.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,18,28,1.1,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),604,151,37.7,9.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),484,292,30.2,14.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,245,93,15.3,6.2
Estimate Educational Attainment Population 25 Years And Over,5616,344,5616,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,94,71,1.7,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",315,193,5.6,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1215,297,21.6,4.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",943,250,16.8,4.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,510,184,9.1,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1560,304,27.8,5.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,979,216,17.4,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5207,433,92.7,3.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2539,386,45.2,6.6
Estimate Veteran Status Civilian Population 18 Years And Over,6255,321,6255,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,423,166,6.8,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,7879,268,7879,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,926,301,11.8,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1624,227,1624,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,116,120,7.1,7.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5160,300,5160,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,492,208,9.5,4.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1095,221,1095,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,318,174,29.0,13.0
Estimate Residence 1 Year Ago Population 1 Year And Over,7847,267,7847,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,7259,291,92.5,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),588,273,7.5,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,588,273,7.5,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,446,254,5.7,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,142,89,1.8,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,76,68,1.0,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,66,61,0.8,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.5
Estimate Place Of Birth Total Population,7912,264,7912,(X)
Estimate Place Of Birth Total Population Native,7420,377,93.8,3.5
Estimate Place Of Birth Total Population Native Born In United States,7348,377,92.9,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5457,482,69.0,5.0
Estimate Place Of Birth Total Population Native Born In United States Different State,1891,352,23.9,4.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",72,56,0.9,0.7
Estimate Place Of Birth Total Population Foreign Born,492,274,6.2,3.5
Estimate U.S. Citizenship Status Foreign-Born Population,492,274,492,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,340,242,69.1,21.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,152,110,30.9,21.2
Estimate Year Of Entry Population Born Outside The United States,564,274,564,(X)
Estimate Year Of Entry Population Born Outside The United States Native,72,56,72,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,38.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,72,56,100.0,38.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,492,274,492,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2,71,0.4,14.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,490,272,99.6,14.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",492,274,492,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",120,86,24.4,16.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",154,84,31.3,23.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",151,226,30.7,34.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",67,72,13.6,15.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,7.8
Estimate Language Spoken At Home Population 5 Years And Over,7401,303,7401,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6807,424,92.0,3.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,594,267,8.0,3.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",179,115,2.4,1.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,122,107,1.6,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",16,31,0.2,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,277,126,3.7,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",150,103,2.0,1.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,59,65,0.8,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",11,19,0.1,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,136,215,1.8,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",2,71,0.0,1.0
Estimate Ancestry Total Population,7912,264,7912,(X)
Estimate Ancestry Total Population American,440,202,5.6,2.6
Estimate Ancestry Total Population Arab,42,151,0.5,1.9
Estimate Ancestry Total Population Czech,0,19,0.0,0.5
Estimate Ancestry Total Population Danish,17,27,0.2,0.3
Estimate Ancestry Total Population Dutch,37,39,0.5,0.5
Estimate Ancestry Total Population English,944,274,11.9,3.5
Estimate Ancestry Total Population French (Except Basque),459,188,5.8,2.3
Estimate Ancestry Total Population French Canadian,361,178,4.6,2.2
Estimate Ancestry Total Population German,365,160,4.6,2.0
Estimate Ancestry Total Population Greek,69,90,0.9,1.1
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.5
Estimate Ancestry Total Population Irish,2299,507,29.1,6.5
Estimate Ancestry Total Population Italian,846,350,10.7,4.5
Estimate Ancestry Total Population Lithuanian,44,67,0.6,0.8
Estimate Ancestry Total Population Norwegian,85,130,1.1,1.6
Estimate Ancestry Total Population Polish,290,146,3.7,1.8
Estimate Ancestry Total Population Portuguese,106,126,1.3,1.6
Estimate Ancestry Total Population Russian,64,49,0.8,0.6
Estimate Ancestry Total Population Scotch-Irish,170,131,2.1,1.7
Estimate Ancestry Total Population Scottish,205,105,2.6,1.3
Estimate Ancestry Total Population Slovak,0,19,0.0,0.5
Estimate Ancestry Total Population Subsaharan African,33,40,0.4,0.5
Estimate Ancestry Total Population Swedish,45,64,0.6,0.8
Estimate Ancestry Total Population Swiss,0,19,0.0,0.5
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.5
Estimate Ancestry Total Population Welsh,41,43,0.5,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),26,39,0.3,0.5
Estimate Computers And Internet Use Total Households,3560,236,3560,(X)
Estimate Computers And Internet Use Total Households With A Computer,3263,257,91.7,4.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3168,262,89.0,5.0
