,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,15116,28,15116,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1377,180,9.1,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3431,332,3431,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,167,85,4.9,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,9631,347,9631,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,674,140,7.0,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2054,292,2054,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,536,113,26.1,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,14968,83,14968,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,13697,389,91.5,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1271,347,8.5,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1271,347,8.5,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,891,282,6.0,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,380,174,2.5,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,350,171,2.3,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,30,28,0.2,0.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.3
Estimate Place Of Birth Total Population,15116,28,15116,(X)
Estimate Place Of Birth Total Population Native,14488,196,95.8,1.3
Estimate Place Of Birth Total Population Native Born In United States,14381,201,95.1,1.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12885,364,85.2,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,1496,306,9.9,2.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",107,72,0.7,0.5
Estimate Place Of Birth Total Population Foreign Born,628,193,4.2,1.3
Estimate U.S. Citizenship Status Foreign-Born Population,628,193,628,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,337,94,53.7,12.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,291,145,46.3,12.4
Estimate Year Of Entry Population Born Outside The United States,735,198,735,(X)
Estimate Year Of Entry Population Born Outside The United States Native,107,72,107,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,26,33,24.3,30.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,81,66,75.7,30.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,628,193,628,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,147,81,23.4,9.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,481,145,76.6,9.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",628,193,628,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",154,80,24.5,12.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",188,140,29.9,17.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",93,84,14.8,12.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,6.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",146,86,23.2,13.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",47,37,7.5,5.9
Estimate Language Spoken At Home Population 5 Years And Over,14469,155,14469,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,13654,294,94.4,1.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,815,247,5.6,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",318,116,2.2,0.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,280,164,1.9,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",93,66,0.6,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,384,178,2.7,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",162,93,1.1,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,61,61,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",34,50,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,90,67,0.6,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",29,33,0.2,0.2
Estimate Ancestry Total Population,15116,28,15116,(X)
Estimate Ancestry Total Population American,758,300,5.0,2.0
Estimate Ancestry Total Population Arab,46,50,0.3,0.3
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,0,21,0.0,0.3
Estimate Ancestry Total Population Dutch,21,19,0.1,0.1
Estimate Ancestry Total Population English,1908,487,12.6,3.2
Estimate Ancestry Total Population French (Except Basque),468,157,3.1,1.0
Estimate Ancestry Total Population French Canadian,679,494,4.5,3.3
Estimate Ancestry Total Population German,601,176,4.0,1.2
Estimate Ancestry Total Population Greek,181,139,1.2,0.9
Estimate Ancestry Total Population Hungarian,83,71,0.5,0.5
Estimate Ancestry Total Population Irish,6154,657,40.7,4.3
Estimate Ancestry Total Population Italian,2974,463,19.7,3.1
Estimate Ancestry Total Population Lithuanian,120,71,0.8,0.5
Estimate Ancestry Total Population Norwegian,238,251,1.6,1.7
Estimate Ancestry Total Population Polish,378,150,2.5,1.0
Estimate Ancestry Total Population Portuguese,115,71,0.8,0.5
Estimate Ancestry Total Population Russian,18,20,0.1,0.1
Estimate Ancestry Total Population Scotch-Irish,82,65,0.5,0.4
Estimate Ancestry Total Population Scottish,505,240,3.3,1.6
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,156,132,1.0,0.9
Estimate Ancestry Total Population Swedish,246,118,1.6,0.8
Estimate Ancestry Total Population Swiss,0,21,0.0,0.3
Estimate Ancestry Total Population Ukrainian,16,25,0.1,0.2
Estimate Ancestry Total Population Welsh,76,80,0.5,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),87,62,0.6,0.4
Estimate Computers And Internet Use Total Households,5684,257,5684,(X)
Estimate Computers And Internet Use Total Households With A Computer,5382,255,94.7,2.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4767,278,83.9,3.9
