,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",47,44,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,227,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",75,81,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",28,40,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,110,78,110,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,34,44,30.9,37.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,29.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,29.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,34,44,30.9,37.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,29.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,34,44,34,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,34,44,100.0,56.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,0.0,56.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2397,363,2397,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",198,128,8.3,5.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,179,118,7.5,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1129,357,47.1,10.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),329,148,13.7,5.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,562,166,23.4,7.2
Estimate Educational Attainment Population 25 Years And Over,7116,334,7116,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,133,74,1.9,1.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",393,153,5.5,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2337,386,32.8,5.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1848,367,26.0,5.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,772,221,10.8,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1021,229,14.3,3.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,612,252,8.6,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,6590,325,92.6,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1633,331,22.9,4.5
Estimate Veteran Status Civilian Population 18 Years And Over,7961,368,7961,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,620,171,7.8,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,10292,53,10292,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1425,367,13.8,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2331,363,2331,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,121,101,5.2,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6329,390,6329,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,846,289,13.4,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1632,305,1632,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,458,152,28.1,8.9
Estimate Residence 1 Year Ago Population 1 Year And Over,10188,109,10188,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9360,340,91.9,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),828,315,8.1,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,769,321,7.5,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,523,291,5.1,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,246,150,2.4,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,119,104,1.2,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,127,90,1.2,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,59,53,0.6,0.5
Estimate Place Of Birth Total Population,10292,53,10292,(X)
Estimate Place Of Birth Total Population Native,9873,167,95.9,1.6
Estimate Place Of Birth Total Population Native Born In United States,9679,209,94.0,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,8247,419,80.1,4.1
Estimate Place Of Birth Total Population Native Born In United States Different State,1432,358,13.9,3.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",194,111,1.9,1.1
Estimate Place Of Birth Total Population Foreign Born,419,163,4.1,1.6
Estimate U.S. Citizenship Status Foreign-Born Population,419,163,419,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,325,144,77.6,15.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,94,73,22.4,15.3
Estimate Year Of Entry Population Born Outside The United States,613,208,613,(X)
Estimate Year Of Entry Population Born Outside The United States Native,194,111,194,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,9,15,4.6,8.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,185,111,95.4,8.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,419,163,419,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,37,58,8.8,13.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,382,147,91.2,13.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",419,163,419,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",51,46,12.2,10.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",211,154,50.4,23.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",18,30,4.3,7.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",9,16,2.1,3.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",36,38,8.6,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",94,58,22.4,14.6
Estimate Language Spoken At Home Population 5 Years And Over,9641,253,9641,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8838,340,91.7,3.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,803,388,8.3,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",186,105,1.9,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,248,125,2.6,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",83,77,0.9,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,161,100,1.7,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",43,44,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,383,329,4.0,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",54,60,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,11,22,0.1,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",6,11,0.1,0.1
Estimate Ancestry Total Population,10292,53,10292,(X)
Estimate Ancestry Total Population American,1809,725,17.6,7.0
Estimate Ancestry Total Population Arab,57,64,0.6,0.6
Estimate Ancestry Total Population Czech,0,21,0.0,0.4
Estimate Ancestry Total Population Danish,0,21,0.0,0.4
Estimate Ancestry Total Population Dutch,61,59,0.6,0.6
Estimate Ancestry Total Population English,836,295,8.1,2.9
Estimate Ancestry Total Population French (Except Basque),1424,414,13.8,4.0
Estimate Ancestry Total Population French Canadian,1190,355,11.6,3.4
Estimate Ancestry Total Population German,670,256,6.5,2.5
Estimate Ancestry Total Population Greek,8,12,0.1,0.1
Estimate Ancestry Total Population Hungarian,0,21,0.0,0.4
Estimate Ancestry Total Population Irish,1502,495,14.6,4.8
Estimate Ancestry Total Population Italian,850,302,8.3,2.9
Estimate Ancestry Total Population Lithuanian,172,130,1.7,1.3
Estimate Ancestry Total Population Norwegian,93,79,0.9,0.8
Estimate Ancestry Total Population Polish,256,118,2.5,1.1
Estimate Ancestry Total Population Portuguese,260,184,2.5,1.8
Estimate Ancestry Total Population Russian,61,86,0.6,0.8
Estimate Ancestry Total Population Scotch-Irish,14,22,0.1,0.2
Estimate Ancestry Total Population Scottish,176,127,1.7,1.2
Estimate Ancestry Total Population Slovak,0,21,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,192,178,1.9,1.7
Estimate Ancestry Total Population Swedish,300,157,2.9,1.5
Estimate Ancestry Total Population Swiss,0,21,0.0,0.4
Estimate Ancestry Total Population Ukrainian,41,62,0.4,0.6
Estimate Ancestry Total Population Welsh,0,21,0.0,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),77,88,0.7,0.9
Estimate Computers And Internet Use Total Households,3726,191,3726,(X)
Estimate Computers And Internet Use Total Households With A Computer,3404,184,91.4,3.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3219,197,86.4,4.3
