,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,879,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",103,119,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,591,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,1,3,1,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,110,37,110,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",2,3,1.8,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,8,8,7.3,6.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),63,29,57.3,12.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),27,12,24.5,10.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,10,10,9.1,9.1
Estimate Educational Attainment Population 25 Years And Over,331,55,331,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,3,5,0.9,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",24,13,7.3,3.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),110,28,33.2,6.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",70,21,21.1,6.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,39,16,11.8,4.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,49,18,14.8,4.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,36,16,10.9,4.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,304,51,91.8,3.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,85,24,25.7,5.8
Estimate Veteran Status Civilian Population 18 Years And Over,356,58,356,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,48,19,13.5,5.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,473,89,473,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,73,23,15.4,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,117,44,117,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,4,4,3.4,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,236,53,236,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,22,11,9.3,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,120,36,120,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,47,19,39.2,9.2
Estimate Residence 1 Year Ago Population 1 Year And Over,468,88,468,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,418,79,89.3,6.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),50,35,10.7,6.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,50,35,10.7,6.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,39,32,8.3,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,11,9,2.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,5,4,1.1,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,6,7,1.3,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,8.2
Estimate Place Of Birth Total Population,473,89,473,(X)
Estimate Place Of Birth Total Population Native,464,87,98.1,2.8
Estimate Place Of Birth Total Population Native Born In United States,447,81,94.5,5.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,328,76,69.3,8.3
Estimate Place Of Birth Total Population Native Born In United States Different State,119,30,25.2,6.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",17,23,3.6,4.7
Estimate Place Of Birth Total Population Foreign Born,9,14,1.9,2.8
Estimate U.S. Citizenship Status Foreign-Born Population,9,14,9,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3,7,33.3,50.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,6,10,66.7,50.5
Estimate Year Of Entry Population Born Outside The United States,26,29,26,(X)
Estimate Year Of Entry Population Born Outside The United States Native,17,23,17,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,17,23,100.0,79.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,0.0,79.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,9,14,9,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1,5,11.1,40.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,8,11,88.9,40.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",9,14,9,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",9,14,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,100.0
Estimate Language Spoken At Home Population 5 Years And Over,452,82,452,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,451,82,99.8,0.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1,2,0.2,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,8.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,8.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,8.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1,2,0.2,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,8.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,8.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,8.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,8.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,8.5
Estimate Ancestry Total Population,473,89,473,(X)
Estimate Ancestry Total Population American,7,6,1.5,1.4
Estimate Ancestry Total Population Arab,0,13,0.0,8.1
Estimate Ancestry Total Population Czech,6,7,1.3,1.5
Estimate Ancestry Total Population Danish,1,2,0.2,0.4
Estimate Ancestry Total Population Dutch,3,8,0.6,1.8
Estimate Ancestry Total Population English,85,28,18.0,5.3
Estimate Ancestry Total Population French (Except Basque),61,37,12.9,6.8
Estimate Ancestry Total Population French Canadian,44,18,9.3,4.1
Estimate Ancestry Total Population German,47,23,9.9,4.6
Estimate Ancestry Total Population Greek,1,2,0.2,0.5
Estimate Ancestry Total Population Hungarian,1,3,0.2,0.5
Estimate Ancestry Total Population Irish,96,39,20.3,6.4
Estimate Ancestry Total Population Italian,30,17,6.3,3.4
Estimate Ancestry Total Population Lithuanian,2,3,0.4,0.7
Estimate Ancestry Total Population Norwegian,0,13,0.0,8.1
Estimate Ancestry Total Population Polish,23,13,4.9,2.7
Estimate Ancestry Total Population Portuguese,12,10,2.5,2.1
Estimate Ancestry Total Population Russian,2,4,0.4,0.8
Estimate Ancestry Total Population Scotch-Irish,7,6,1.5,1.1
Estimate Ancestry Total Population Scottish,36,17,7.6,3.6
Estimate Ancestry Total Population Slovak,6,5,1.3,1.0
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,8.1
Estimate Ancestry Total Population Swedish,7,6,1.5,1.3
Estimate Ancestry Total Population Swiss,0,13,0.0,8.1
Estimate Ancestry Total Population Ukrainian,0,13,0.0,8.1
Estimate Ancestry Total Population Welsh,12,12,2.5,2.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,8.1
Estimate Computers And Internet Use Total Households,178,30,178,(X)
Estimate Computers And Internet Use Total Households With A Computer,160,28,89.9,6.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,143,27,80.3,7.3
