,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,98,87,77.8,35.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2947,402,2947,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",133,90,4.5,3.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,160,102,5.4,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1275,239,43.3,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),697,185,23.7,5.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,682,262,23.1,7.9
Estimate Educational Attainment Population 25 Years And Over,8161,349,8161,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,86,54,1.1,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",283,112,3.5,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2224,436,27.3,5.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1555,336,19.1,3.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,791,228,9.7,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2135,320,26.2,3.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1087,217,13.3,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7792,351,95.5,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3222,394,39.5,4.6
Estimate Veteran Status Civilian Population 18 Years And Over,9020,349,9020,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,524,122,5.8,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,11644,55,11644,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1509,290,13.0,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2625,350,2625,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,208,116,7.9,4.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,7164,364,7164,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,710,207,9.9,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1855,245,1855,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,591,147,31.9,7.5
Estimate Residence 1 Year Ago Population 1 Year And Over,11598,82,11598,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10558,471,91.0,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1040,482,9.0,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1039,481,9.0,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,524,282,4.5,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,515,300,4.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,457,299,3.9,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,58,45,0.5,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,1,2,0.0,0.1
Estimate Place Of Birth Total Population,11657,53,11657,(X)
Estimate Place Of Birth Total Population Native,11052,204,94.8,1.7
Estimate Place Of Birth Total Population Native Born In United States,10816,260,92.8,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,8683,427,74.5,3.8
Estimate Place Of Birth Total Population Native Born In United States Different State,2133,364,18.3,3.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",236,176,2.0,1.5
Estimate Place Of Birth Total Population Foreign Born,605,201,5.2,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,605,201,605,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,423,168,69.9,12.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,182,87,30.1,12.1
Estimate Year Of Entry Population Born Outside The United States,841,261,841,(X)
Estimate Year Of Entry Population Born Outside The United States Native,236,176,236,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,26,42,11.0,15.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,210,159,89.0,15.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,605,201,605,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,55,47,9.1,7.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,550,193,90.9,7.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",605,201,605,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",136,62,22.5,11.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",102,72,16.9,13.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",58,62,9.6,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",233,191,38.5,25.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",76,59,12.6,9.0
Estimate Language Spoken At Home Population 5 Years And Over,11074,175,11074,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,10117,422,91.4,3.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,957,356,8.6,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",352,181,3.2,1.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,449,275,4.1,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",95,86,0.9,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,404,254,3.6,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",165,146,1.5,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,46,46,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",34,41,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,58,68,0.5,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",58,68,0.5,0.6
Estimate Ancestry Total Population,11657,53,11657,(X)
Estimate Ancestry Total Population American,771,403,6.6,3.5
Estimate Ancestry Total Population Arab,87,125,0.7,1.1
Estimate Ancestry Total Population Czech,60,68,0.5,0.6
Estimate Ancestry Total Population Danish,47,72,0.4,0.6
Estimate Ancestry Total Population Dutch,57,63,0.5,0.5
Estimate Ancestry Total Population English,1768,341,15.2,2.9
Estimate Ancestry Total Population French (Except Basque),1206,367,10.3,3.2
Estimate Ancestry Total Population French Canadian,978,309,8.4,2.7
Estimate Ancestry Total Population German,440,153,3.8,1.3
Estimate Ancestry Total Population Greek,227,155,1.9,1.3
Estimate Ancestry Total Population Hungarian,52,37,0.4,0.3
Estimate Ancestry Total Population Irish,2902,596,24.9,5.1
Estimate Ancestry Total Population Italian,1408,359,12.1,3.1
Estimate Ancestry Total Population Lithuanian,81,64,0.7,0.6
Estimate Ancestry Total Population Norwegian,108,119,0.9,1.0
Estimate Ancestry Total Population Polish,441,210,3.8,1.8
Estimate Ancestry Total Population Portuguese,70,58,0.6,0.5
Estimate Ancestry Total Population Russian,58,49,0.5,0.4
Estimate Ancestry Total Population Scotch-Irish,28,26,0.2,0.2
Estimate Ancestry Total Population Scottish,217,117,1.9,1.0
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,73,89,0.6,0.8
Estimate Ancestry Total Population Swedish,158,102,1.4,0.9
Estimate Ancestry Total Population Swiss,25,28,0.2,0.2
Estimate Ancestry Total Population Ukrainian,12,21,0.1,0.2
Estimate Ancestry Total Population Welsh,53,39,0.5,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),25,34,0.2,0.3
Estimate Computers And Internet Use Total Households,4447,243,4447,(X)
Estimate Computers And Internet Use Total Households With A Computer,4223,263,95.0,2.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4168,255,93.7,2.7
