,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Separated,401,180,2.7,1.2
Estimate Marital Status Females 15 Years And Over Widowed,1229,288,8.2,1.9
Estimate Marital Status Females 15 Years And Over Divorced,1806,325,12.0,2.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,129,102,129,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,28,0.0,26.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",16,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,43,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",32,29,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",5,7,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,1627,334,1627,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,363,135,22.3,7.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,85,96,5.2,5.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,192,99,11.8,6.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,1,15,0.1,0.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,85,79,5.2,4.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,363,135,363,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,312,104,86.0,12.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,200,140,55.1,25.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,8663,666,8663,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",367,143,4.2,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,207,114,2.4,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3043,474,35.1,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2000,432,23.1,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3046,600,35.2,6.2
Estimate Educational Attainment Population 25 Years And Over,24756,684,24756,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1754,412,7.1,1.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1899,412,7.7,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),6517,704,26.3,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",4234,536,17.1,2.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2781,608,11.2,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4952,633,20.0,2.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2619,374,10.6,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,21103,776,85.2,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,7571,752,30.6,2.8
Estimate Veteran Status Civilian Population 18 Years And Over,28053,699,28053,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,792,227,2.8,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,34402,128,34402,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4137,606,12.0,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6577,700,6577,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,180,108,2.7,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,22119,728,22119,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2017,446,9.1,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5706,519,5706,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1940,386,34.0,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over,34468,106,34468,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,31819,678,92.3,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2649,682,7.7,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2541,694,7.4,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,579,233,1.7,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1962,651,5.7,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1519,545,4.4,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,443,271,1.3,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,108,96,0.3,0.3
Estimate Place Of Birth Total Population,34696,70,34696,(X)
Estimate Place Of Birth Total Population Native,21889,1174,63.1,3.4
Estimate Place Of Birth Total Population Native Born In United States,20824,1176,60.0,3.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,17630,1148,50.8,3.3
Estimate Place Of Birth Total Population Native Born In United States Different State,3194,571,9.2,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1065,523,3.1,1.5
Estimate Place Of Birth Total Population Foreign Born,12807,1160,36.9,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,12807,1160,12807,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,9784,902,76.4,3.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3023,627,23.6,3.9
Estimate Year Of Entry Population Born Outside The United States,13872,1164,13872,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1065,523,1065,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,531,245,49.9,13.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,534,342,50.1,13.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,12807,1160,12807,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2546,561,19.9,3.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,10261,945,80.1,3.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",12807,1160,12807,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",522,237,4.1,1.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",4144,861,32.4,5.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1067,409,8.3,3.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",6994,954,54.6,5.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",80,78,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over,33059,300,33059,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17942,1113,54.3,3.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,15117,1131,45.7,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",6241,910,18.9,2.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2472,652,7.5,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",904,271,2.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,6723,936,20.3,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2531,604,7.7,1.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,4648,955,14.1,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",2640,609,8.0,1.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1274,496,3.9,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",166,99,0.5,0.3
Estimate Ancestry Total Population,34696,70,34696,(X)
Estimate Ancestry Total Population American,646,222,1.9,0.6
Estimate Ancestry Total Population Arab,471,320,1.4,0.9
Estimate Ancestry Total Population Czech,11,17,0.0,0.1
Estimate Ancestry Total Population Danish,15,26,0.0,0.1
Estimate Ancestry Total Population Dutch,46,52,0.1,0.1
Estimate Ancestry Total Population English,1107,371,3.2,1.1
Estimate Ancestry Total Population French (Except Basque),312,170,0.9,0.5
Estimate Ancestry Total Population French Canadian,273,147,0.8,0.4
Estimate Ancestry Total Population German,788,355,2.3,1.0
Estimate Ancestry Total Population Greek,135,123,0.4,0.4
Estimate Ancestry Total Population Hungarian,57,60,0.2,0.2
Estimate Ancestry Total Population Irish,3336,818,9.6,2.4
Estimate Ancestry Total Population Italian,2089,670,6.0,1.9
Estimate Ancestry Total Population Lithuanian,71,70,0.2,0.2
Estimate Ancestry Total Population Norwegian,0,28,0.0,0.1
Estimate Ancestry Total Population Polish,503,177,1.4,0.5
Estimate Ancestry Total Population Portuguese,200,141,0.6,0.4
Estimate Ancestry Total Population Russian,387,200,1.1,0.6
Estimate Ancestry Total Population Scotch-Irish,14,22,0.0,0.1
Estimate Ancestry Total Population Scottish,434,341,1.3,1.0
Estimate Ancestry Total Population Slovak,0,28,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,1909,761,5.5,2.2
Estimate Ancestry Total Population Swedish,151,99,0.4,0.3
Estimate Ancestry Total Population Swiss,0,28,0.0,0.1
Estimate Ancestry Total Population Ukrainian,26,32,0.1,0.1
Estimate Ancestry Total Population Welsh,7,12,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),6163,1091,17.8,3.1
Estimate Computers And Internet Use Total Households,12167,481,12167,(X)
Estimate Computers And Internet Use Total Households With A Computer,11606,466,95.4,1.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,11198,501,92.0,1.7
