,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",59,78,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",55,49,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,298,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",88,94,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",31,41,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,103,65,103,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,55,51,53.4,30.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,31.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,31.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,31.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,55,51,53.4,30.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,55,51,55,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,29,25,52.7,10.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,55,51,100.0,44.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,864,205,864,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",44,48,5.1,5.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,20,22,2.3,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),305,124,35.3,10.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),267,129,30.9,13.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,228,102,26.4,10.4
Estimate Educational Attainment Population 25 Years And Over,3601,197,3601,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,66,50,1.8,1.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",176,73,4.9,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1393,429,38.7,10.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",724,160,20.1,4.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,282,99,7.8,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,582,146,16.2,4.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,378,115,10.5,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3359,226,93.3,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,960,210,26.7,6.5
Estimate Veteran Status Civilian Population 18 Years And Over,3923,197,3923,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,535,252,13.6,6.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4757,25,4757,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,724,182,15.2,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,834,193,834,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,32,28,3.8,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3042,161,3042,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,268,102,8.8,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,881,146,881,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,424,168,48.1,14.8
Estimate Residence 1 Year Ago Population 1 Year And Over,4710,54,4710,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4329,178,91.9,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),381,152,8.1,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,358,150,7.6,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,216,92,4.6,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,142,117,3.0,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,129,115,2.7,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,13,19,0.3,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,23,25,0.5,0.5
Estimate Place Of Birth Total Population,4757,25,4757,(X)
Estimate Place Of Birth Total Population Native,4696,53,98.7,1.0
Estimate Place Of Birth Total Population Native Born In United States,4690,54,98.6,1.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4139,196,87.0,4.1
Estimate Place Of Birth Total Population Native Born In United States Different State,551,179,11.6,3.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",6,9,0.1,0.2
Estimate Place Of Birth Total Population Foreign Born,61,46,1.3,1.0
Estimate U.S. Citizenship Status Foreign-Born Population,61,46,61,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,15,18,24.6,23.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,46,37,75.4,23.4
Estimate Year Of Entry Population Born Outside The United States,67,47,67,(X)
Estimate Year Of Entry Population Born Outside The United States Native,6,9,6,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,6,9,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,61,46,61,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,30,35,49.2,37.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,31,30,50.8,37.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",61,46,61,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",24,27,39.3,37.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",4,9,6.6,15.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",17,28,27.9,36.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,42.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",16,20,26.2,30.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,42.1
Estimate Language Spoken At Home Population 5 Years And Over,4498,128,4498,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4365,162,97.0,2.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,133,90,3.0,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",15,17,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,51,65,1.1,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",6,9,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,50,39,1.1,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,8,17,0.2,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,24,30,0.5,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",9,15,0.2,0.3
Estimate Ancestry Total Population,4757,25,4757,(X)
Estimate Ancestry Total Population American,735,530,15.5,11.1
Estimate Ancestry Total Population Arab,5,9,0.1,0.2
Estimate Ancestry Total Population Czech,0,13,0.0,0.8
Estimate Ancestry Total Population Danish,43,64,0.9,1.4
Estimate Ancestry Total Population Dutch,53,37,1.1,0.8
Estimate Ancestry Total Population English,596,164,12.5,3.5
Estimate Ancestry Total Population French (Except Basque),744,210,15.6,4.4
Estimate Ancestry Total Population French Canadian,384,157,8.1,3.3
Estimate Ancestry Total Population German,310,175,6.5,3.7
Estimate Ancestry Total Population Greek,3,7,0.1,0.1
Estimate Ancestry Total Population Hungarian,6,11,0.1,0.2
Estimate Ancestry Total Population Irish,746,211,15.7,4.4
Estimate Ancestry Total Population Italian,557,239,11.7,5.0
Estimate Ancestry Total Population Lithuanian,72,46,1.5,1.0
Estimate Ancestry Total Population Norwegian,42,49,0.9,1.0
Estimate Ancestry Total Population Polish,366,152,7.7,3.2
Estimate Ancestry Total Population Portuguese,53,50,1.1,1.1
Estimate Ancestry Total Population Russian,55,50,1.2,1.0
Estimate Ancestry Total Population Scotch-Irish,30,28,0.6,0.6
Estimate Ancestry Total Population Scottish,125,68,2.6,1.4
Estimate Ancestry Total Population Slovak,0,13,0.0,0.8
Estimate Ancestry Total Population Subsaharan African,26,35,0.5,0.7
Estimate Ancestry Total Population Swedish,176,88,3.7,1.8
Estimate Ancestry Total Population Swiss,0,13,0.0,0.8
Estimate Ancestry Total Population Ukrainian,0,13,0.0,0.8
Estimate Ancestry Total Population Welsh,0,13,0.0,0.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),6,11,0.1,0.2
Estimate Computers And Internet Use Total Households,1883,119,1883,(X)
Estimate Computers And Internet Use Total Households With A Computer,1745,120,92.7,3.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1603,207,85.1,9.3
