,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3272,593,18.2,3.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,981,226,5.5,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4364,528,24.3,2.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3846,556,21.4,2.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,16648,1102,92.7,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,8210,817,45.7,3.7
Estimate Veteran Status Civilian Population 18 Years And Over,21754,1252,21754,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1040,213,4.8,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,26603,1663,26603,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3403,532,12.8,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4922,743,4922,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,195,144,4.0,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,17129,1217,17129,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1726,412,10.1,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4552,464,4552,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1482,246,32.6,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over,26414,1665,26414,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,24115,1722,91.3,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2299,544,8.7,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2098,501,7.9,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,994,285,3.8,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1104,382,4.2,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,719,316,2.7,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,385,210,1.5,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,201,158,0.8,0.6
Estimate Place Of Birth Total Population,26711,1674,26711,(X)
Estimate Place Of Birth Total Population Native,21578,1745,80.8,3.3
Estimate Place Of Birth Total Population Native Born In United States,20419,1569,76.4,3.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,16364,1402,61.3,3.5
Estimate Place Of Birth Total Population Native Born In United States Different State,4055,496,15.2,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1159,525,4.3,1.9
Estimate Place Of Birth Total Population Foreign Born,5133,885,19.2,3.3
Estimate U.S. Citizenship Status Foreign-Born Population,5133,885,5133,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3192,543,62.2,8.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1941,625,37.8,8.0
Estimate Year Of Entry Population Born Outside The United States,6292,980,6292,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1159,525,1159,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,183,130,15.8,11.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,976,486,84.2,11.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,5133,885,5133,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1655,670,32.2,9.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3478,550,67.8,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",5133,885,5133,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1901,400,37.0,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1518,625,29.6,9.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",502,244,9.8,4.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,0.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1206,489,23.5,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",6,9,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over,25464,1608,25464,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,18408,1453,72.3,3.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7056,971,27.7,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2669,624,10.5,2.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2450,726,9.6,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",505,263,2.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2726,707,10.7,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",1178,335,4.6,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1057,420,4.2,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",575,316,2.3,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,823,433,3.2,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",411,303,1.6,1.2
Estimate Ancestry Total Population,26711,1674,26711,(X)
Estimate Ancestry Total Population American,1535,589,5.7,2.2
Estimate Ancestry Total Population Arab,373,328,1.4,1.2
Estimate Ancestry Total Population Czech,0,25,0.0,0.1
Estimate Ancestry Total Population Danish,12,20,0.0,0.1
Estimate Ancestry Total Population Dutch,92,60,0.3,0.2
Estimate Ancestry Total Population English,1752,327,6.6,1.2
Estimate Ancestry Total Population French (Except Basque),1195,323,4.5,1.2
Estimate Ancestry Total Population French Canadian,852,231,3.2,0.9
Estimate Ancestry Total Population German,923,297,3.5,1.1
Estimate Ancestry Total Population Greek,567,210,2.1,0.8
Estimate Ancestry Total Population Hungarian,40,40,0.1,0.2
Estimate Ancestry Total Population Irish,4759,743,17.8,2.6
Estimate Ancestry Total Population Italian,2588,518,9.7,1.9
Estimate Ancestry Total Population Lithuanian,512,187,1.9,0.7
Estimate Ancestry Total Population Norwegian,109,63,0.4,0.2
Estimate Ancestry Total Population Polish,1357,373,5.1,1.4
Estimate Ancestry Total Population Portuguese,472,274,1.8,1.0
Estimate Ancestry Total Population Russian,691,355,2.6,1.3
Estimate Ancestry Total Population Scotch-Irish,106,85,0.4,0.3
Estimate Ancestry Total Population Scottish,300,112,1.1,0.4
Estimate Ancestry Total Population Slovak,0,25,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,821,425,3.1,1.6
Estimate Ancestry Total Population Swedish,411,150,1.5,0.6
Estimate Ancestry Total Population Swiss,14,23,0.1,0.1
Estimate Ancestry Total Population Ukrainian,52,53,0.2,0.2
Estimate Ancestry Total Population Welsh,82,56,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),492,243,1.8,0.9
Estimate Computers And Internet Use Total Households,10527,645,10527,(X)
Estimate Computers And Internet Use Total Households With A Computer,9904,581,94.1,1.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,9375,587,89.1,2.6
