,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1675,241,1675,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,187,66,11.2,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,264,94,264,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,5,7,1.9,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1016,158,1016,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,67,30,6.6,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,395,104,395,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,115,52,29.1,10.5
Estimate Residence 1 Year Ago Population 1 Year And Over,1669,239,1669,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1471,212,88.1,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),198,102,11.9,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,198,102,11.9,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,130,79,7.8,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,68,50,4.1,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,23,32,1.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,45,37,2.7,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,2.4
Estimate Place Of Birth Total Population,1675,241,1675,(X)
Estimate Place Of Birth Total Population Native,1622,239,96.8,1.4
Estimate Place Of Birth Total Population Native Born In United States,1604,239,95.8,1.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,841,143,50.2,6.9
Estimate Place Of Birth Total Population Native Born In United States Different State,763,182,45.6,7.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",18,17,1.1,1.0
Estimate Place Of Birth Total Population Foreign Born,53,22,3.2,1.4
Estimate U.S. Citizenship Status Foreign-Born Population,53,22,53,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,41,20,77.4,17.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,12,10,22.6,17.4
Estimate Year Of Entry Population Born Outside The United States,71,27,71,(X)
Estimate Year Of Entry Population Born Outside The United States Native,18,17,18,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,77.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,18,17,100.0,77.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,53,22,53,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,45.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,53,22,100.0,45.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",53,22,53,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",20,12,37.7,21.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,45.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",8,12,15.1,20.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,45.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",15,14,28.3,24.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",10,9,18.9,15.8
Estimate Language Spoken At Home Population 5 Years And Over,1634,229,1634,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1552,214,95.0,3.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,82,60,5.0,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,28,24,1.7,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,54,54,3.3,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Ancestry Total Population,1675,241,1675,(X)
Estimate Ancestry Total Population American,8,9,0.5,0.6
Estimate Ancestry Total Population Arab,12,16,0.7,1.0
Estimate Ancestry Total Population Czech,28,35,1.7,2.1
Estimate Ancestry Total Population Danish,12,13,0.7,0.8
Estimate Ancestry Total Population Dutch,0,13,0.0,2.4
Estimate Ancestry Total Population English,253,97,15.1,5.0
Estimate Ancestry Total Population French (Except Basque),220,85,13.1,4.8
Estimate Ancestry Total Population French Canadian,138,77,8.2,4.5
Estimate Ancestry Total Population German,256,86,15.3,4.9
Estimate Ancestry Total Population Greek,24,36,1.4,2.1
Estimate Ancestry Total Population Hungarian,0,13,0.0,2.4
Estimate Ancestry Total Population Irish,270,93,16.1,4.6
Estimate Ancestry Total Population Italian,142,55,8.5,3.1
Estimate Ancestry Total Population Lithuanian,9,10,0.5,0.6
Estimate Ancestry Total Population Norwegian,10,11,0.6,0.7
Estimate Ancestry Total Population Polish,246,84,14.7,4.4
Estimate Ancestry Total Population Portuguese,9,13,0.5,0.8
Estimate Ancestry Total Population Russian,51,54,3.0,3.1
Estimate Ancestry Total Population Scotch-Irish,27,25,1.6,1.4
Estimate Ancestry Total Population Scottish,59,35,3.5,2.3
Estimate Ancestry Total Population Slovak,6,9,0.4,0.5
Estimate Ancestry Total Population Subsaharan African,8,12,0.5,0.7
Estimate Ancestry Total Population Swedish,8,12,0.5,0.8
Estimate Ancestry Total Population Swiss,28,40,1.7,2.4
Estimate Ancestry Total Population Ukrainian,7,11,0.4,0.6
Estimate Ancestry Total Population Welsh,41,46,2.4,2.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,2.4
Estimate Computers And Internet Use Total Households,709,97,709,(X)
Estimate Computers And Internet Use Total Households With A Computer,688,91,97.0,3.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,670,86,94.5,4.7
