,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Separated,50,74,2.2,3.2
Estimate Marital Status Females 15 Years And Over Widowed,265,108,11.5,4.7
Estimate Marital Status Females 15 Years And Over Divorced,331,142,14.4,6.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,51,72,51,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,46.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,75,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",58,80,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,254,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",33,67,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",85,133,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,85,70,85,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,52,65,61.2,45.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,35.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,8,12,9.4,17.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,35.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,44,63,51.8,50.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,52,65,52,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,34,40,65.4,16.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,44,63,84.6,37.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1399,186,1399,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",102,62,7.3,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,38,29,2.7,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),647,146,46.2,11.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),272,112,19.4,7.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,340,149,24.3,8.8
Estimate Educational Attainment Population 25 Years And Over,3852,189,3852,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,53,74,1.4,1.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",107,72,2.8,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1034,285,26.8,7.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",458,220,11.9,5.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,353,173,9.2,4.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,954,211,24.8,5.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,893,205,23.2,5.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3692,198,95.8,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1847,242,47.9,6.5
Estimate Veteran Status Civilian Population 18 Years And Over,4210,208,4210,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,201,76,4.8,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5275,163,5275,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,589,183,11.2,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1161,178,1161,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,60,66,5.2,5.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2881,252,2881,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,263,122,9.1,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1233,195,1233,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,266,90,21.6,7.5
Estimate Residence 1 Year Ago Population 1 Year And Over,5333,161,5333,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4861,293,91.1,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),472,254,8.9,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,472,254,8.9,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,97,108,1.8,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,375,247,7.0,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,277,242,5.2,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,98,86,1.8,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.7
Estimate Place Of Birth Total Population,5378,154,5378,(X)
Estimate Place Of Birth Total Population Native,5164,197,96.0,2.3
Estimate Place Of Birth Total Population Native Born In United States,5076,232,94.4,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3445,308,64.1,5.4
Estimate Place Of Birth Total Population Native Born In United States Different State,1631,274,30.3,4.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",88,101,1.6,1.9
Estimate Place Of Birth Total Population Foreign Born,214,125,4.0,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,214,125,214,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,144,112,67.3,33.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,70,80,32.7,33.4
Estimate Year Of Entry Population Born Outside The United States,302,160,302,(X)
Estimate Year Of Entry Population Born Outside The United States Native,88,101,88,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,34.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,88,101,100.0,34.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,214,125,214,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,29,66,13.6,29.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,185,114,86.4,29.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",214,125,214,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",93,50,43.5,27.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",67,92,31.3,33.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1,3,0.5,1.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,17.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",43,58,20.1,23.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",10,16,4.7,7.7
Estimate Language Spoken At Home Population 5 Years And Over,5180,182,5180,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4878,234,94.2,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,302,138,5.8,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",111,119,2.1,2.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,50,59,1.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,191,104,3.7,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",50,73,1.0,1.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,61,90,1.2,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",61,90,1.2,1.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Ancestry Total Population,5378,154,5378,(X)
Estimate Ancestry Total Population American,208,109,3.9,2.0
Estimate Ancestry Total Population Arab,13,22,0.2,0.4
Estimate Ancestry Total Population Czech,53,64,1.0,1.2
Estimate Ancestry Total Population Danish,16,20,0.3,0.4
Estimate Ancestry Total Population Dutch,6,9,0.1,0.2
Estimate Ancestry Total Population English,1489,322,27.7,5.8
Estimate Ancestry Total Population French (Except Basque),317,188,5.9,3.5
Estimate Ancestry Total Population French Canadian,176,108,3.3,2.0
Estimate Ancestry Total Population German,636,204,11.8,3.8
Estimate Ancestry Total Population Greek,25,35,0.5,0.6
Estimate Ancestry Total Population Hungarian,53,85,1.0,1.6
Estimate Ancestry Total Population Irish,1151,317,21.4,5.9
Estimate Ancestry Total Population Italian,585,243,10.9,4.6
Estimate Ancestry Total Population Lithuanian,43,52,0.8,1.0
Estimate Ancestry Total Population Norwegian,85,91,1.6,1.7
Estimate Ancestry Total Population Polish,86,93,1.6,1.7
Estimate Ancestry Total Population Portuguese,517,199,9.6,3.6
Estimate Ancestry Total Population Russian,0,19,0.0,0.7
Estimate Ancestry Total Population Scotch-Irish,82,119,1.5,2.2
Estimate Ancestry Total Population Scottish,237,115,4.4,2.1
Estimate Ancestry Total Population Slovak,0,19,0.0,0.7
Estimate Ancestry Total Population Subsaharan African,512,324,9.5,6.0
Estimate Ancestry Total Population Swedish,130,107,2.4,2.0
Estimate Ancestry Total Population Swiss,0,19,0.0,0.7
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.7
Estimate Ancestry Total Population Welsh,28,43,0.5,0.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),28,66,0.5,1.2
Estimate Computers And Internet Use Total Households,1993,168,1993,(X)
Estimate Computers And Internet Use Total Households With A Computer,1857,183,93.2,3.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1867,183,93.7,3.3
