,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,6,7,6,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,3,4,50.0,26.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,6,7,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,14,10,14,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,87.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,87.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),0,13,0.0,87.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),6,6,42.9,27.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,8,6,57.1,27.4
Estimate Educational Attainment Population 25 Years And Over,146,36,146,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,23.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,23.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),25,12,17.1,7.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",44,22,30.1,11.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,5,5,3.4,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,33,17,22.6,9.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,39,19,26.7,12.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,146,36,100.0,23.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,72,27,49.3,14.3
Estimate Veteran Status Civilian Population 18 Years And Over,157,39,157,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,12,8,7.6,5.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,161,39,161,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,17,8,10.6,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4,5,4,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,100.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,106,36,106,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,6,6,5.7,5.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,51,17,51,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,11,6,21.6,11.4
Estimate Residence 1 Year Ago Population 1 Year And Over,160,39,160,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,145,38,90.6,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),15,10,9.4,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,15,10,9.4,6.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3,4,1.9,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,12,8,7.5,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,13,0.0,21.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,12,8,7.5,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,21.9
Estimate Place Of Birth Total Population,161,39,161,(X)
Estimate Place Of Birth Total Population Native,160,39,99.4,2.3
Estimate Place Of Birth Total Population Native Born In United States,160,39,99.4,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,46,17,28.6,10.3
Estimate Place Of Birth Total Population Native Born In United States Different State,114,36,70.8,10.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,21.8
Estimate Place Of Birth Total Population Foreign Born,1,3,0.6,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,1,3,1,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1,3,100.0,100.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States,1,3,1,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1,3,1,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1,3,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1,3,1,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1,3,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,100.0
Estimate Language Spoken At Home Population 5 Years And Over,160,39,160,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,160,39,100.0,21.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,0,13,0.0,21.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,21.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,21.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,21.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,0,13,0.0,21.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,21.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,21.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,21.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,21.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,21.9
Estimate Ancestry Total Population,161,39,161,(X)
Estimate Ancestry Total Population American,0,13,0.0,21.8
Estimate Ancestry Total Population Arab,0,13,0.0,21.8
Estimate Ancestry Total Population Czech,0,13,0.0,21.8
Estimate Ancestry Total Population Danish,0,13,0.0,21.8
Estimate Ancestry Total Population Dutch,9,11,5.6,6.4
Estimate Ancestry Total Population English,50,19,31.1,12.3
Estimate Ancestry Total Population French (Except Basque),6,5,3.7,3.3
Estimate Ancestry Total Population French Canadian,4,4,2.5,2.4
Estimate Ancestry Total Population German,24,14,14.9,8.7
Estimate Ancestry Total Population Greek,2,3,1.2,2.1
Estimate Ancestry Total Population Hungarian,3,4,1.9,2.4
Estimate Ancestry Total Population Irish,25,14,15.5,7.5
Estimate Ancestry Total Population Italian,23,19,14.3,11.2
Estimate Ancestry Total Population Lithuanian,0,13,0.0,21.8
Estimate Ancestry Total Population Norwegian,0,13,0.0,21.8
Estimate Ancestry Total Population Polish,4,5,2.5,2.8
Estimate Ancestry Total Population Portuguese,0,13,0.0,21.8
Estimate Ancestry Total Population Russian,0,13,0.0,21.8
Estimate Ancestry Total Population Scotch-Irish,12,11,7.5,6.6
Estimate Ancestry Total Population Scottish,4,4,2.5,2.7
Estimate Ancestry Total Population Slovak,0,13,0.0,21.8
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,21.8
Estimate Ancestry Total Population Swedish,1,4,0.6,2.3
Estimate Ancestry Total Population Swiss,2,3,1.2,2.0
Estimate Ancestry Total Population Ukrainian,0,13,0.0,21.8
Estimate Ancestry Total Population Welsh,0,13,0.0,21.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,21.8
Estimate Computers And Internet Use Total Households,77,19,77,(X)
Estimate Computers And Internet Use Total Households With A Computer,69,17,89.6,7.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,67,18,87.0,7.1
