,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1294,276,1294,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,71,41,5.5,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3686,461,3686,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,356,132,9.7,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1048,217,1048,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,422,161,40.3,11.9
Estimate Residence 1 Year Ago Population 1 Year And Over,6085,681,6085,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,5456,653,89.7,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),629,287,10.3,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,592,297,9.7,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,393,240,6.5,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,199,149,3.3,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,56,53,0.9,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,143,150,2.4,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,37,55,0.6,0.9
Estimate Place Of Birth Total Population,6169,682,6169,(X)
Estimate Place Of Birth Total Population Native,5865,644,95.1,2.4
Estimate Place Of Birth Total Population Native Born In United States,5793,652,93.9,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4498,612,72.9,5.0
Estimate Place Of Birth Total Population Native Born In United States Different State,1295,283,21.0,4.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",72,73,1.2,1.2
Estimate Place Of Birth Total Population Foreign Born,304,158,4.9,2.4
Estimate U.S. Citizenship Status Foreign-Born Population,304,158,304,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,218,126,71.7,21.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,86,81,28.3,21.2
Estimate Year Of Entry Population Born Outside The United States,376,161,376,(X)
Estimate Year Of Entry Population Born Outside The United States Native,72,73,72,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,38.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,72,73,100.0,38.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,304,158,304,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,13,21,4.3,7.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,291,158,95.7,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",304,158,304,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",117,95,38.5,25.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,19,0.0,12.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",19,23,6.3,7.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,12.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",147,116,48.4,25.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",21,30,6.9,10.5
Estimate Language Spoken At Home Population 5 Years And Over,5879,651,5879,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5161,614,87.8,4.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,718,281,12.2,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",147,88,2.5,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,327,160,5.6,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",65,60,1.1,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,270,157,4.6,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",42,46,0.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,19,0.0,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,121,146,2.1,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",40,48,0.7,0.8
Estimate Ancestry Total Population,6169,682,6169,(X)
Estimate Ancestry Total Population American,183,127,3.0,2.0
Estimate Ancestry Total Population Arab,31,52,0.5,0.8
Estimate Ancestry Total Population Czech,10,18,0.2,0.3
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,48,43,0.8,0.7
Estimate Ancestry Total Population English,948,285,15.4,4.4
Estimate Ancestry Total Population French (Except Basque),918,303,14.9,4.8
Estimate Ancestry Total Population French Canadian,349,183,5.7,2.9
Estimate Ancestry Total Population German,452,199,7.3,3.1
Estimate Ancestry Total Population Greek,0,19,0.0,0.6
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.6
Estimate Ancestry Total Population Irish,1558,410,25.3,6.0
Estimate Ancestry Total Population Italian,1183,382,19.2,5.6
Estimate Ancestry Total Population Lithuanian,12,19,0.2,0.3
Estimate Ancestry Total Population Norwegian,55,67,0.9,1.1
Estimate Ancestry Total Population Polish,326,125,5.3,2.0
Estimate Ancestry Total Population Portuguese,213,192,3.5,3.0
Estimate Ancestry Total Population Russian,125,112,2.0,1.8
Estimate Ancestry Total Population Scotch-Irish,32,54,0.5,0.9
Estimate Ancestry Total Population Scottish,231,175,3.7,2.8
Estimate Ancestry Total Population Slovak,14,24,0.2,0.4
Estimate Ancestry Total Population Subsaharan African,65,76,1.1,1.2
Estimate Ancestry Total Population Swedish,51,48,0.8,0.8
Estimate Ancestry Total Population Swiss,13,16,0.2,0.3
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.6
Estimate Ancestry Total Population Welsh,10,22,0.2,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),10,19,0.2,0.3
Estimate Computers And Internet Use Total Households,2367,246,2367,(X)
Estimate Computers And Internet Use Total Households With A Computer,2201,245,93.0,3.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2088,241,88.2,4.7
