,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Widowed,26,22,5.8,4.9
Estimate Marital Status Males 15 Years And Over Divorced,61,22,13.6,4.9
Estimate Marital Status Females 15 Years And Over,501,71,501,(X)
Estimate Marital Status Females 15 Years And Over Never Married,117,48,23.4,7.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",291,52,58.1,8.4
Estimate Marital Status Females 15 Years And Over Separated,4,5,0.8,1.0
Estimate Marital Status Females 15 Years And Over Widowed,47,17,9.4,3.3
Estimate Marital Status Females 15 Years And Over Divorced,42,19,8.4,4.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,13,8,13,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",5,6,38.5,38.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",65,80,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",101,61,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",357,370,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,428,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",143,98,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,16,12,16,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,8,10,50.0,50.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,8,10,50.0,50.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,8,10,8,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,4,5,50.0,22.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,8,10,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,103,36,103,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",8,7,7.8,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,14,9,13.6,8.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),37,16,35.9,11.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),26,20,25.2,13.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,18,10,17.5,9.8
Estimate Educational Attainment Population 25 Years And Over,887,106,887,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,15,12,1.7,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",23,17,2.6,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),271,72,30.6,6.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",116,32,13.1,3.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,87,29,9.8,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,194,70,21.9,6.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,181,29,20.4,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,849,102,95.7,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,375,80,42.3,6.5
Estimate Veteran Status Civilian Population 18 Years And Over,944,115,944,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,69,25,7.3,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1042,126,1042,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,108,31,10.4,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,98,30,98,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,2,3,2.0,3.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,582,85,582,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,35,13,6.0,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,362,75,362,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,71,27,19.6,7.6
Estimate Residence 1 Year Ago Population 1 Year And Over,1032,125,1032,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,971,124,94.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),61,26,5.9,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,61,26,5.9,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,14,12,1.4,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,47,22,4.6,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,28,19,2.7,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,19,11,1.8,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,3.8
Estimate Place Of Birth Total Population,1042,126,1042,(X)
Estimate Place Of Birth Total Population Native,1017,125,97.6,1.4
Estimate Place Of Birth Total Population Native Born In United States,994,114,95.4,3.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,696,106,66.8,6.5
Estimate Place Of Birth Total Population Native Born In United States Different State,298,58,28.6,5.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",23,32,2.2,3.0
Estimate Place Of Birth Total Population Foreign Born,25,15,2.4,1.4
Estimate U.S. Citizenship Status Foreign-Born Population,25,15,25,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,20,14,80.0,25.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,5,5,20.0,25.9
Estimate Year Of Entry Population Born Outside The United States,48,36,48,(X)
Estimate Year Of Entry Population Born Outside The United States Native,23,32,23,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,68.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,23,32,100.0,68.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,25,15,25,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,65.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,25,15,100.0,65.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",25,15,25,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",19,12,76.0,18.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,65.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",4,5,16.0,16.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,65.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,65.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",2,3,8.0,15.3
Estimate Language Spoken At Home Population 5 Years And Over,1002,121,1002,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,980,118,97.8,1.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,22,13,2.2,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2,3,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,19,12,1.9,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2,3,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,3,5,0.3,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,3.9
Estimate Ancestry Total Population,1042,126,1042,(X)
Estimate Ancestry Total Population American,91,50,8.7,4.4
Estimate Ancestry Total Population Arab,7,7,0.7,0.6
Estimate Ancestry Total Population Czech,2,5,0.2,0.5
Estimate Ancestry Total Population Danish,0,13,0.0,3.8
Estimate Ancestry Total Population Dutch,22,13,2.1,1.2
Estimate Ancestry Total Population English,240,73,23.0,6.0
Estimate Ancestry Total Population French (Except Basque),102,39,9.8,3.7
Estimate Ancestry Total Population French Canadian,47,21,4.5,1.9
Estimate Ancestry Total Population German,191,52,18.3,4.6
Estimate Ancestry Total Population Greek,0,13,0.0,3.8
Estimate Ancestry Total Population Hungarian,0,13,0.0,3.8
Estimate Ancestry Total Population Irish,139,41,13.3,3.7
Estimate Ancestry Total Population Italian,75,28,7.2,2.7
Estimate Ancestry Total Population Lithuanian,0,13,0.0,3.8
Estimate Ancestry Total Population Norwegian,6,6,0.6,0.6
Estimate Ancestry Total Population Polish,106,41,10.2,3.8
Estimate Ancestry Total Population Portuguese,10,10,1.0,0.9
Estimate Ancestry Total Population Russian,5,5,0.5,0.4
Estimate Ancestry Total Population Scotch-Irish,28,33,2.7,3.0
Estimate Ancestry Total Population Scottish,57,30,5.5,2.9
Estimate Ancestry Total Population Slovak,3,4,0.3,0.4
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.8
Estimate Ancestry Total Population Swedish,31,29,3.0,2.8
Estimate Ancestry Total Population Swiss,12,12,1.2,1.1
Estimate Ancestry Total Population Ukrainian,3,4,0.3,0.4
Estimate Ancestry Total Population Welsh,24,18,2.3,1.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.8
Estimate Computers And Internet Use Total Households,510,62,510,(X)
Estimate Computers And Internet Use Total Households With A Computer,478,60,93.7,4.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,432,59,84.7,5.8
