,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,154,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,70,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,475,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,282,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,98,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,46,55,46,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,48.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,48.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,48.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,48.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,48.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,705,521,705,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",18,28,2.6,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),410,309,58.2,8.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),106,71,15.0,15.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,171,220,24.3,18.9
Estimate Educational Attainment Population 25 Years And Over,1908,525,1908,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,8,14,0.4,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),276,150,14.5,8.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",607,442,31.8,16.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,135,69,7.1,4.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,503,180,26.4,9.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,379,142,19.9,8.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1900,523,99.6,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,882,238,46.2,13.2
Estimate Veteran Status Civilian Population 18 Years And Over,1922,534,1922,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,34,31,1.8,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2604,939,2604,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,248,120,9.5,5.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,682,461,682,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,19,31,2.8,5.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1354,516,1354,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,126,118,9.3,8.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,568,178,568,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,103,65,18.1,11.2
Estimate Residence 1 Year Ago Population 1 Year And Over,2604,939,2604,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2552,930,98.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),52,84,2.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,52,84,2.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,0,13,0.0,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,52,84,2.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,52,84,2.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,1.5
Estimate Place Of Birth Total Population,2604,939,2604,(X)
Estimate Place Of Birth Total Population Native,2528,925,97.1,2.3
Estimate Place Of Birth Total Population Native Born In United States,2512,925,96.5,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1776,897,68.2,12.6
Estimate Place Of Birth Total Population Native Born In United States Different State,736,219,28.3,11.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",16,24,0.6,1.0
Estimate Place Of Birth Total Population Foreign Born,76,60,2.9,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,76,60,76,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,33,37,43.4,43.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,43,50,56.6,43.5
Estimate Year Of Entry Population Born Outside The United States,92,66,92,(X)
Estimate Year Of Entry Population Born Outside The United States Native,16,24,16,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,82.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,16,24,100.0,82.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,76,60,76,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,35,49,46.1,48.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,41,42,53.9,48.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",76,60,76,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",41,42,53.9,48.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,37.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,37.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,37.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",35,49,46.1,48.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,37.7
Estimate Language Spoken At Home Population 5 Years And Over,2446,806,2446,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2369,794,96.9,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,77,71,3.1,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",35,49,1.4,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,15,24,0.6,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,62,64,2.5,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",35,49,1.4,2.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.6
Estimate Ancestry Total Population,2604,939,2604,(X)
Estimate Ancestry Total Population American,59,58,2.3,2.3
Estimate Ancestry Total Population Arab,52,65,2.0,2.7
Estimate Ancestry Total Population Czech,18,27,0.7,1.1
Estimate Ancestry Total Population Danish,0,13,0.0,1.5
Estimate Ancestry Total Population Dutch,0,13,0.0,1.5
Estimate Ancestry Total Population English,346,163,13.3,7.4
Estimate Ancestry Total Population French (Except Basque),204,143,7.8,6.0
Estimate Ancestry Total Population French Canadian,80,64,3.1,2.5
Estimate Ancestry Total Population German,167,94,6.4,4.2
Estimate Ancestry Total Population Greek,21,32,0.8,1.3
Estimate Ancestry Total Population Hungarian,13,20,0.5,0.8
Estimate Ancestry Total Population Irish,676,353,26.0,8.7
Estimate Ancestry Total Population Italian,385,299,14.8,7.6
Estimate Ancestry Total Population Lithuanian,0,13,0.0,1.5
Estimate Ancestry Total Population Norwegian,9,16,0.3,0.6
Estimate Ancestry Total Population Polish,102,152,3.9,5.5
Estimate Ancestry Total Population Portuguese,125,103,4.8,4.2
Estimate Ancestry Total Population Russian,7,11,0.3,0.4
Estimate Ancestry Total Population Scotch-Irish,13,21,0.5,0.8
Estimate Ancestry Total Population Scottish,102,93,3.9,3.7
Estimate Ancestry Total Population Slovak,0,13,0.0,1.5
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.5
Estimate Ancestry Total Population Swedish,46,40,1.8,1.8
Estimate Ancestry Total Population Swiss,0,13,0.0,1.5
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.5
Estimate Ancestry Total Population Welsh,0,13,0.0,1.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.5
Estimate Computers And Internet Use Total Households,1004,250,1004,(X)
Estimate Computers And Internet Use Total Households With A Computer,968,246,96.4,3.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,955,246,95.1,4.0
