,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Separated,45,48,0.9,0.9
Estimate Marital Status Males 15 Years And Over Widowed,130,73,2.6,1.4
Estimate Marital Status Males 15 Years And Over Divorced,318,130,6.4,2.6
Estimate Marital Status Females 15 Years And Over,4978,411,4978,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1046,236,21.0,3.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2630,281,52.8,5.0
Estimate Marital Status Females 15 Years And Over Separated,46,37,0.9,0.8
Estimate Marital Status Females 15 Years And Over Widowed,673,188,13.5,3.5
Estimate Marital Status Females 15 Years And Over Divorced,583,176,11.7,3.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,84,65,84,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",51,54,60.7,51.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",51,54,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",44,33,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,215,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",114,81,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,38,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,223,140,223,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,55,57,24.7,16.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,16.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,16.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,55,57,24.7,16.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,16.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,55,57,55,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,21,33,38.2,45.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,41,50,74.5,42.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1896,350,1896,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",234,116,12.3,6.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,187,183,9.9,8.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),645,184,34.0,7.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),474,152,25.0,8.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,356,154,18.8,7.5
Estimate Educational Attainment Population 25 Years And Over,8959,676,8959,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,861,251,9.6,2.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",239,104,2.7,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2349,408,26.2,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",855,209,9.5,2.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,849,255,9.5,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2010,335,22.4,3.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1796,327,20.0,3.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7859,662,87.7,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3806,405,42.5,4.0
Estimate Veteran Status Civilian Population 18 Years And Over,9609,675,9609,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,601,151,6.3,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,11403,859,11403,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1456,315,12.8,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1887,326,1887,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,52,53,2.8,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6314,577,6314,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,555,221,8.8,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3202,413,3202,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,849,244,26.5,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over,11444,852,11444,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10076,734,88.0,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1368,574,12.0,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1368,574,12.0,4.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,988,577,8.6,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,380,237,3.3,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,239,168,2.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,141,159,1.2,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.3
Estimate Place Of Birth Total Population,11496,850,11496,(X)
Estimate Place Of Birth Total Population Native,10179,779,88.5,2.7
Estimate Place Of Birth Total Population Native Born In United States,9989,795,86.9,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7578,758,65.9,4.1
Estimate Place Of Birth Total Population Native Born In United States Different State,2411,429,21.0,3.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",190,134,1.7,1.2
Estimate Place Of Birth Total Population Foreign Born,1317,332,11.5,2.7
Estimate U.S. Citizenship Status Foreign-Born Population,1317,332,1317,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1190,319,90.4,5.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,127,76,9.6,5.6
Estimate Year Of Entry Population Born Outside The United States,1507,363,1507,(X)
Estimate Year Of Entry Population Born Outside The United States Native,190,134,190,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,37,57,19.5,19.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,153,88,80.5,19.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1317,332,1317,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,28,40,2.1,3.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1289,328,97.9,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1317,332,1317,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",951,283,72.2,12.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",192,158,14.6,11.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",67,88,5.1,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",103,80,7.8,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",4,9,0.3,0.7
Estimate Language Spoken At Home Population 5 Years And Over,10907,846,10907,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8648,749,79.3,4.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2259,521,20.7,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",403,182,3.7,1.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,235,175,2.2,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",10,15,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1879,466,17.2,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",370,180,3.4,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,145,152,1.3,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",23,28,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,21,0.0,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Ancestry Total Population,11496,850,11496,(X)
Estimate Ancestry Total Population American,267,174,2.3,1.5
Estimate Ancestry Total Population Arab,64,62,0.6,0.5
Estimate Ancestry Total Population Czech,26,29,0.2,0.3
Estimate Ancestry Total Population Danish,0,21,0.0,0.3
Estimate Ancestry Total Population Dutch,41,60,0.4,0.5
Estimate Ancestry Total Population English,1791,418,15.6,3.9
Estimate Ancestry Total Population French (Except Basque),875,291,7.6,2.4
Estimate Ancestry Total Population French Canadian,460,264,4.0,2.3
Estimate Ancestry Total Population German,478,171,4.2,1.5
Estimate Ancestry Total Population Greek,4,12,0.0,0.1
Estimate Ancestry Total Population Hungarian,57,71,0.5,0.6
Estimate Ancestry Total Population Irish,1283,334,11.2,2.9
Estimate Ancestry Total Population Italian,622,220,5.4,1.9
Estimate Ancestry Total Population Lithuanian,43,37,0.4,0.3
Estimate Ancestry Total Population Norwegian,19,28,0.2,0.2
Estimate Ancestry Total Population Polish,558,251,4.9,2.2
Estimate Ancestry Total Population Portuguese,4505,814,39.2,5.7
Estimate Ancestry Total Population Russian,234,181,2.0,1.6
Estimate Ancestry Total Population Scotch-Irish,16,18,0.1,0.2
Estimate Ancestry Total Population Scottish,97,61,0.8,0.5
Estimate Ancestry Total Population Slovak,9,16,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,330,324,2.9,2.8
Estimate Ancestry Total Population Swedish,90,71,0.8,0.6
Estimate Ancestry Total Population Swiss,9,14,0.1,0.1
Estimate Ancestry Total Population Ukrainian,7,11,0.1,0.1
Estimate Ancestry Total Population Welsh,66,53,0.6,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),28,34,0.2,0.3
Estimate Computers And Internet Use Total Households,4779,355,4779,(X)
Estimate Computers And Internet Use Total Households With A Computer,4334,346,90.7,3.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4262,354,89.2,3.8
