,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population Italian,1501,325,14.8,3.2
Estimate Ancestry Total Population Lithuanian,99,70,1.0,0.7
Estimate Ancestry Total Population Norwegian,32,30,0.3,0.3
Estimate Ancestry Total Population Polish,354,111,3.5,1.1
Estimate Ancestry Total Population Portuguese,143,107,1.4,1.1
Estimate Ancestry Total Population Russian,138,74,1.4,0.7
Estimate Ancestry Total Population Scotch-Irish,77,40,0.8,0.4
Estimate Ancestry Total Population Scottish,347,189,3.4,1.9
Estimate Ancestry Total Population Slovak,19,18,0.2,0.2
Estimate Ancestry Total Population Subsaharan African,14,22,0.1,0.2
Estimate Ancestry Total Population Swedish,212,89,2.1,0.9
Estimate Ancestry Total Population Swiss,41,50,0.4,0.5
Estimate Ancestry Total Population Ukrainian,13,20,0.1,0.2
Estimate Ancestry Total Population Welsh,49,44,0.5,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),12,18,0.1,0.2
Estimate Computers And Internet Use Total Households,4380,239,4380,(X)
Estimate Computers And Internet Use Total Households With A Computer,4183,247,95.5,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4096,246,93.5,2.1
