,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1428,300,8.5,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1062,255,6.3,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6107,579,36.5,3.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,6081,523,36.4,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,16436,373,98.3,0.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,12188,426,72.9,2.4
Estimate Veteran Status Civilian Population 18 Years And Over,18020,336,18020,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,947,209,5.3,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,23821,117,23821,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2233,515,9.4,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6026,337,6026,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,116,56,1.9,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,12476,465,12476,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,560,221,4.5,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5319,530,5319,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1557,478,29.3,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over,23861,77,23861,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,21222,608,88.9,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2639,607,11.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2447,606,10.3,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,650,287,2.7,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1797,581,7.5,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1453,553,6.1,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,344,191,1.4,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,192,112,0.8,0.5
Estimate Place Of Birth Total Population,24061,22,24061,(X)
Estimate Place Of Birth Total Population Native,22728,360,94.5,1.5
Estimate Place Of Birth Total Population Native Born In United States,22482,399,93.4,1.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,15765,642,65.5,2.7
Estimate Place Of Birth Total Population Native Born In United States Different State,6717,644,27.9,2.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",246,144,1.0,0.6
Estimate Place Of Birth Total Population Foreign Born,1333,360,5.5,1.5
Estimate U.S. Citizenship Status Foreign-Born Population,1333,360,1333,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,816,263,61.2,12.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,517,223,38.8,12.3
Estimate Year Of Entry Population Born Outside The United States,1579,398,1579,(X)
Estimate Year Of Entry Population Born Outside The United States Native,246,144,246,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,25,0.0,15.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,246,144,100.0,15.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1333,360,1333,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,436,260,32.7,14.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,897,257,67.3,14.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1333,360,1333,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",618,230,46.4,14.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",378,229,28.4,13.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",8,14,0.6,1.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",105,61,7.9,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",224,145,16.8,10.1
Estimate Language Spoken At Home Population 5 Years And Over,22569,231,22569,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,21323,417,94.5,1.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1246,349,5.5,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",481,227,2.1,1.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,233,110,1.0,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",47,48,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,716,267,3.2,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",228,96,1.0,0.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,254,224,1.1,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",184,215,0.8,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,43,70,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",22,35,0.1,0.2
Estimate Ancestry Total Population,24061,22,24061,(X)
Estimate Ancestry Total Population American,1084,411,4.5,1.7
Estimate Ancestry Total Population Arab,97,104,0.4,0.4
Estimate Ancestry Total Population Czech,116,123,0.5,0.5
Estimate Ancestry Total Population Danish,85,63,0.4,0.3
Estimate Ancestry Total Population Dutch,295,166,1.2,0.7
Estimate Ancestry Total Population English,4190,704,17.4,2.9
Estimate Ancestry Total Population French (Except Basque),976,299,4.1,1.2
Estimate Ancestry Total Population French Canadian,620,261,2.6,1.1
Estimate Ancestry Total Population German,2164,538,9.0,2.2
Estimate Ancestry Total Population Greek,127,85,0.5,0.4
Estimate Ancestry Total Population Hungarian,68,66,0.3,0.3
Estimate Ancestry Total Population Irish,8100,867,33.7,3.6
Estimate Ancestry Total Population Italian,3510,513,14.6,2.1
Estimate Ancestry Total Population Lithuanian,349,251,1.5,1.0
Estimate Ancestry Total Population Norwegian,182,79,0.8,0.3
Estimate Ancestry Total Population Polish,591,222,2.5,0.9
Estimate Ancestry Total Population Portuguese,205,114,0.9,0.5
Estimate Ancestry Total Population Russian,192,99,0.8,0.4
Estimate Ancestry Total Population Scotch-Irish,198,102,0.8,0.4
Estimate Ancestry Total Population Scottish,798,262,3.3,1.1
Estimate Ancestry Total Population Slovak,0,25,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,0,25,0.0,0.2
Estimate Ancestry Total Population Swedish,331,162,1.4,0.7
Estimate Ancestry Total Population Swiss,134,95,0.6,0.4
Estimate Ancestry Total Population Ukrainian,52,55,0.2,0.2
Estimate Ancestry Total Population Welsh,88,68,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),90,148,0.4,0.6
Estimate Computers And Internet Use Total Households,9252,393,9252,(X)
Estimate Computers And Internet Use Total Households With A Computer,8597,270,92.9,4.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8410,250,90.9,3.8
