,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population,11806,21,11806,(X)
Estimate Ancestry Total Population American,438,203,3.7,1.7
Estimate Ancestry Total Population Arab,86,65,0.7,0.5
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,10,16,0.1,0.1
Estimate Ancestry Total Population Dutch,644,469,5.5,4.0
Estimate Ancestry Total Population English,1121,259,9.5,2.2
Estimate Ancestry Total Population French (Except Basque),257,191,2.2,1.6
Estimate Ancestry Total Population French Canadian,281,129,2.4,1.1
Estimate Ancestry Total Population German,750,242,6.4,2.1
Estimate Ancestry Total Population Greek,388,230,3.3,1.9
Estimate Ancestry Total Population Hungarian,50,41,0.4,0.3
Estimate Ancestry Total Population Irish,1173,316,9.9,2.7
Estimate Ancestry Total Population Italian,1067,357,9.0,3.0
Estimate Ancestry Total Population Lithuanian,26,26,0.2,0.2
Estimate Ancestry Total Population Norwegian,45,43,0.4,0.4
Estimate Ancestry Total Population Polish,599,391,5.1,3.3
Estimate Ancestry Total Population Portuguese,164,148,1.4,1.3
Estimate Ancestry Total Population Russian,340,128,2.9,1.1
Estimate Ancestry Total Population Scotch-Irish,42,35,0.4,0.3
Estimate Ancestry Total Population Scottish,124,70,1.1,0.6
Estimate Ancestry Total Population Slovak,94,137,0.8,1.2
Estimate Ancestry Total Population Subsaharan African,38,39,0.3,0.3
Estimate Ancestry Total Population Swedish,66,63,0.6,0.5
Estimate Ancestry Total Population Swiss,0,21,0.0,0.3
Estimate Ancestry Total Population Ukrainian,17,27,0.1,0.2
Estimate Ancestry Total Population Welsh,109,63,0.9,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),156,135,1.3,1.1
Estimate Computers And Internet Use Total Households,3731,216,3731,(X)
Estimate Computers And Internet Use Total Households With A Computer,3605,228,96.6,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3590,226,96.2,2.4
