,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",7,10,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",48,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",70,49,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",62,32,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,150,114,150,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,15,24,10.0,17.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,23.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,23.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,23.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,15,24,10.0,17.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,15,24,15,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,7,12,46.7,14.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,15,24,100.0,84.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6076,660,6076,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",382,122,6.3,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,176,102,2.9,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2054,335,33.8,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1056,236,17.4,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2408,503,39.6,5.5
Estimate Educational Attainment Population 25 Years And Over,12576,773,12576,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,75,47,0.6,0.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",23,23,0.2,0.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),468,158,3.7,1.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",663,248,5.3,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,419,200,3.3,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3543,448,28.2,3.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,7385,528,58.7,3.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,12478,769,99.2,0.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,10928,624,86.9,2.5
Estimate Veteran Status Civilian Population 18 Years And Over,14933,910,14933,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,547,179,3.7,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,19081,1029,19081,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1313,242,6.9,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4148,440,4148,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,98,82,2.4,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,10741,741,10741,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,409,124,3.8,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4192,545,4192,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,806,195,19.2,4.4
Estimate Residence 1 Year Ago Population 1 Year And Over,18907,1011,18907,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,16691,1004,88.3,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2216,548,11.7,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2112,519,11.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1042,424,5.5,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1070,364,5.7,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,542,229,2.9,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,528,255,2.8,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,104,75,0.6,0.4
Estimate Place Of Birth Total Population,19081,1029,19081,(X)
Estimate Place Of Birth Total Population Native,15036,1147,78.8,2.9
Estimate Place Of Birth Total Population Native Born In United States,14557,1143,76.3,3.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,8148,765,42.7,2.5
Estimate Place Of Birth Total Population Native Born In United States Different State,6409,657,33.6,2.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",479,222,2.5,1.2
Estimate Place Of Birth Total Population Foreign Born,4045,504,21.2,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,4045,504,4045,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3018,353,74.6,6.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1027,320,25.4,6.0
Estimate Year Of Entry Population Born Outside The United States,4524,562,4524,(X)
Estimate Year Of Entry Population Born Outside The United States Native,479,222,479,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,286,199,59.7,20.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,193,95,40.3,20.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4045,504,4045,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,847,326,20.9,6.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3198,396,79.1,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4045,504,4045,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1232,263,30.5,6.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2047,393,50.6,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",327,191,8.1,4.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,1.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",324,130,8.0,3.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",115,73,2.8,1.8
Estimate Language Spoken At Home Population 5 Years And Over,18249,997,18249,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,13672,1106,74.9,3.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,4577,681,25.1,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",875,197,4.8,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,659,287,3.6,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",35,38,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1747,358,9.6,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",302,132,1.7,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1534,369,8.4,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",425,131,2.3,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,637,313,3.5,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",113,104,0.6,0.6
Estimate Ancestry Total Population,19081,1029,19081,(X)
Estimate Ancestry Total Population American,670,207,3.5,1.1
Estimate Ancestry Total Population Arab,230,158,1.2,0.8
Estimate Ancestry Total Population Czech,24,27,0.1,0.1
Estimate Ancestry Total Population Danish,35,39,0.2,0.2
Estimate Ancestry Total Population Dutch,207,86,1.1,0.5
Estimate Ancestry Total Population English,1487,403,7.8,2.0
Estimate Ancestry Total Population French (Except Basque),347,162,1.8,0.8
Estimate Ancestry Total Population French Canadian,171,111,0.9,0.6
Estimate Ancestry Total Population German,1443,362,7.6,1.9
Estimate Ancestry Total Population Greek,154,94,0.8,0.5
Estimate Ancestry Total Population Hungarian,125,100,0.7,0.5
Estimate Ancestry Total Population Irish,1706,372,8.9,1.8
Estimate Ancestry Total Population Italian,786,224,4.1,1.2
Estimate Ancestry Total Population Lithuanian,276,261,1.4,1.4
Estimate Ancestry Total Population Norwegian,124,79,0.6,0.4
Estimate Ancestry Total Population Polish,1153,311,6.0,1.6
Estimate Ancestry Total Population Portuguese,31,26,0.2,0.1
Estimate Ancestry Total Population Russian,1536,564,8.0,2.8
Estimate Ancestry Total Population Scotch-Irish,95,59,0.5,0.3
Estimate Ancestry Total Population Scottish,315,193,1.7,1.0
Estimate Ancestry Total Population Slovak,17,18,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,147,100,0.8,0.5
Estimate Ancestry Total Population Swedish,146,109,0.8,0.6
Estimate Ancestry Total Population Swiss,58,55,0.3,0.3
Estimate Ancestry Total Population Ukrainian,281,165,1.5,0.9
Estimate Ancestry Total Population Welsh,33,38,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),101,80,0.5,0.4
Estimate Computers And Internet Use Total Households,6268,290,6268,(X)
Estimate Computers And Internet Use Total Households With A Computer,6206,290,99.0,0.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6162,295,98.3,0.8
