,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Relationship Population In Households Other Nonrelatives,417,208,1.6,0.8
Estimate Marital Status Males 15 Years And Over,9769,378,9769,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2465,358,25.2,3.2
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",6531,317,66.9,3.5
Estimate Marital Status Males 15 Years And Over Separated,53,64,0.5,0.7
Estimate Marital Status Males 15 Years And Over Widowed,177,91,1.8,0.9
Estimate Marital Status Males 15 Years And Over Divorced,543,174,5.6,1.7
Estimate Marital Status Females 15 Years And Over,10730,389,10730,(X)
Estimate Marital Status Females 15 Years And Over Never Married,2653,381,24.7,3.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",6274,256,58.5,3.4
Estimate Marital Status Females 15 Years And Over Separated,131,86,1.2,0.8
Estimate Marital Status Females 15 Years And Over Widowed,880,207,8.2,1.8
Estimate Marital Status Females 15 Years And Over Divorced,792,173,7.4,1.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,402,137,402,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",39,41,9.7,9.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",17,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",74,26,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,49,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",83,40,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",90,45,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,476,340,476,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,27,33,5.7,8.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,25,0.0,8.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,8.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,11,20,2.3,5.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,16,26,3.4,6.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,27,33,27,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,27,33,100.0,63.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,25,0.0,63.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6300,471,6300,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",522,172,8.3,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,183,85,2.9,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3047,455,48.4,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1729,303,27.4,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,819,205,13.0,3.1
Estimate Educational Attainment Population 25 Years And Over,17990,368,17990,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,338,157,1.9,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",241,110,1.3,0.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2589,392,14.4,2.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2057,328,11.4,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1018,251,5.7,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6346,500,35.3,2.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,5401,533,30.0,3.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,17411,402,96.8,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,11747,538,65.3,2.9
Estimate Veteran Status Civilian Population 18 Years And Over,19335,349,19335,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,987,262,5.1,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,25376,85,25376,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2188,468,8.6,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6176,347,6176,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,289,145,4.7,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,14509,485,14509,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,594,220,4.1,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4691,565,4691,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1305,361,27.8,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over,25151,133,25151,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,23578,497,93.7,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1573,469,6.3,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1550,469,6.2,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,739,311,2.9,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,811,334,3.2,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,490,295,1.9,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,321,235,1.3,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,23,31,0.1,0.1
Estimate Place Of Birth Total Population,25511,47,25511,(X)
Estimate Place Of Birth Total Population Native,23200,635,90.9,2.5
Estimate Place Of Birth Total Population Native Born In United States,23090,617,90.5,2.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,18628,619,73.0,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,4462,457,17.5,1.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",110,65,0.4,0.3
Estimate Place Of Birth Total Population Foreign Born,2311,634,9.1,2.5
Estimate U.S. Citizenship Status Foreign-Born Population,2311,634,2311,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1566,390,67.8,7.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,745,311,32.2,7.3
Estimate Year Of Entry Population Born Outside The United States,2421,617,2421,(X)
Estimate Year Of Entry Population Born Outside The United States Native,110,65,110,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,25,0.0,29.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,110,65,100.0,29.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2311,634,2311,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,580,294,25.1,7.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1731,408,74.9,7.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2311,634,2311,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",538,176,23.3,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1209,667,52.3,18.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",146,144,6.3,6.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",18,30,0.8,1.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",272,154,11.8,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",128,83,5.5,3.9
Estimate Language Spoken At Home Population 5 Years And Over,24160,242,24160,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,21343,918,88.3,4.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2817,966,11.7,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",633,338,2.6,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,347,208,1.4,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",68,92,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1329,384,5.5,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",195,98,0.8,0.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1092,962,4.5,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",370,337,1.5,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,49,76,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,25,0.0,0.2
Estimate Ancestry Total Population,25511,47,25511,(X)
Estimate Ancestry Total Population American,1074,392,4.2,1.5
Estimate Ancestry Total Population Arab,16,27,0.1,0.1
Estimate Ancestry Total Population Czech,33,40,0.1,0.2
Estimate Ancestry Total Population Danish,82,66,0.3,0.3
Estimate Ancestry Total Population Dutch,221,113,0.9,0.4
Estimate Ancestry Total Population English,3603,566,14.1,2.2
Estimate Ancestry Total Population French (Except Basque),580,197,2.3,0.8
Estimate Ancestry Total Population French Canadian,1271,385,5.0,1.5
Estimate Ancestry Total Population German,1954,617,7.7,2.4
Estimate Ancestry Total Population Greek,699,335,2.7,1.3
Estimate Ancestry Total Population Hungarian,52,84,0.2,0.3
Estimate Ancestry Total Population Irish,8407,962,33.0,3.8
Estimate Ancestry Total Population Italian,5676,809,22.2,3.2
Estimate Ancestry Total Population Lithuanian,129,94,0.5,0.4
Estimate Ancestry Total Population Norwegian,190,144,0.7,0.6
Estimate Ancestry Total Population Polish,568,408,2.2,1.6
Estimate Ancestry Total Population Portuguese,476,154,1.9,0.6
Estimate Ancestry Total Population Russian,206,157,0.8,0.6
Estimate Ancestry Total Population Scotch-Irish,209,108,0.8,0.4
Estimate Ancestry Total Population Scottish,574,193,2.3,0.8
Estimate Ancestry Total Population Slovak,0,25,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,79,94,0.3,0.4
Estimate Ancestry Total Population Swedish,421,168,1.7,0.7
Estimate Ancestry Total Population Swiss,67,70,0.3,0.3
Estimate Ancestry Total Population Ukrainian,0,25,0.0,0.2
Estimate Ancestry Total Population Welsh,95,73,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),108,152,0.4,0.6
Estimate Computers And Internet Use Total Households,9297,376,9297,(X)
Estimate Computers And Internet Use Total Households With A Computer,8936,338,96.1,1.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8813,356,94.8,1.7
