,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Relationship Population In Households Other Nonrelatives,71,50,4.0,2.9
Estimate Marital Status Males 15 Years And Over,813,206,813,(X)
Estimate Marital Status Males 15 Years And Over Never Married,114,91,14.0,9.9
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",445,131,54.7,11.6
Estimate Marital Status Males 15 Years And Over Separated,34,53,4.2,6.5
Estimate Marital Status Males 15 Years And Over Widowed,67,64,8.2,7.3
Estimate Marital Status Males 15 Years And Over Divorced,153,68,18.8,7.6
Estimate Marital Status Females 15 Years And Over,825,153,825,(X)
Estimate Marital Status Females 15 Years And Over Never Married,139,59,16.8,6.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",388,104,47.0,9.7
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,4.7
Estimate Marital Status Females 15 Years And Over Widowed,158,56,19.2,6.8
Estimate Marital Status Females 15 Years And Over Divorced,140,70,17.0,7.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,11,18,11,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,99.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,272,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",59,95,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,718,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",128,208,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,364,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,25,28,25,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,65.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,275,153,275,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",11,16,4.0,5.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,13.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),110,86,40.0,18.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),62,40,22.5,14.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,92,68,33.5,15.2
Estimate Educational Attainment Population 25 Years And Over,1524,282,1524,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,11,17,0.7,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",17,21,1.1,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),211,87,13.8,5.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",168,79,11.0,4.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,201,91,13.2,5.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,473,146,31.0,6.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,443,145,29.1,8.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1496,288,98.2,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,916,208,60.1,7.1
Estimate Veteran Status Civilian Population 18 Years And Over,1606,300,1606,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,183,90,11.4,4.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1801,348,1801,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,357,98,19.8,4.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,195,101,195,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,39,40,20.0,17.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,715,197,715,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,58,47,8.1,6.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,891,198,891,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,260,85,29.2,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over,1781,348,1781,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1570,311,88.2,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),211,96,11.8,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,211,96,11.8,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,87,67,4.9,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,124,81,7.0,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,27,32,1.5,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,97,72,5.4,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,2.2
Estimate Place Of Birth Total Population,1801,348,1801,(X)
Estimate Place Of Birth Total Population Native,1751,341,97.2,2.3
Estimate Place Of Birth Total Population Native Born In United States,1743,338,96.8,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,987,204,54.8,8.6
Estimate Place Of Birth Total Population Native Born In United States Different State,756,248,42.0,9.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",8,12,0.4,0.7
Estimate Place Of Birth Total Population Foreign Born,50,41,2.8,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,50,41,50,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,37,26,74.0,31.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,13,23,26.0,31.0
Estimate Year Of Entry Population Born Outside The United States,58,42,58,(X)
Estimate Year Of Entry Population Born Outside The United States Native,8,12,8,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,8,12,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,50,41,50,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,24,40,48.0,52.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,26,24,52.0,52.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",50,41,50,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",18,20,36.0,49.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",16,21,32.0,27.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",16,24,32.0,31.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,46.5
Estimate Language Spoken At Home Population 5 Years And Over,1757,340,1757,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1707,336,97.2,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,50,51,2.8,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",16,24,0.9,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,4,11,0.2,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,2.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,24,28,1.4,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",16,24,0.9,1.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,11,24,0.6,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,11,18,0.6,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.2
Estimate Ancestry Total Population,1801,348,1801,(X)
Estimate Ancestry Total Population American,194,157,10.8,7.9
Estimate Ancestry Total Population Arab,11,18,0.6,1.0
Estimate Ancestry Total Population Czech,7,12,0.4,0.7
Estimate Ancestry Total Population Danish,0,13,0.0,2.2
Estimate Ancestry Total Population Dutch,8,14,0.4,0.8
Estimate Ancestry Total Population English,252,99,14.0,5.5
Estimate Ancestry Total Population French (Except Basque),44,34,2.4,1.9
Estimate Ancestry Total Population French Canadian,28,29,1.6,1.6
Estimate Ancestry Total Population German,208,108,11.5,6.2
Estimate Ancestry Total Population Greek,0,13,0.0,2.2
Estimate Ancestry Total Population Hungarian,0,13,0.0,2.2
Estimate Ancestry Total Population Irish,411,127,22.8,7.0
Estimate Ancestry Total Population Italian,130,79,7.2,4.3
Estimate Ancestry Total Population Lithuanian,70,92,3.9,5.0
Estimate Ancestry Total Population Norwegian,18,19,1.0,1.1
Estimate Ancestry Total Population Polish,42,39,2.3,2.1
Estimate Ancestry Total Population Portuguese,44,60,2.4,3.3
Estimate Ancestry Total Population Russian,18,20,1.0,1.1
Estimate Ancestry Total Population Scotch-Irish,41,42,2.3,2.3
Estimate Ancestry Total Population Scottish,99,67,5.5,3.6
Estimate Ancestry Total Population Slovak,0,13,0.0,2.2
Estimate Ancestry Total Population Subsaharan African,17,27,0.9,1.5
Estimate Ancestry Total Population Swedish,48,32,2.7,1.7
Estimate Ancestry Total Population Swiss,0,13,0.0,2.2
Estimate Ancestry Total Population Ukrainian,0,13,0.0,2.2
Estimate Ancestry Total Population Welsh,38,29,2.1,1.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,2.2
Estimate Computers And Internet Use Total Households,896,156,896,(X)
Estimate Computers And Internet Use Total Households With A Computer,867,159,96.8,2.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,850,155,94.9,3.2
