,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,120,107,120,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,21,0.0,27.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,27.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,27.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,27.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,27.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,21,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,4303,648,4303,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",398,148,9.2,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,197,117,4.6,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2336,663,54.3,9.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),747,206,17.4,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,625,186,14.5,4.7
Estimate Educational Attainment Population 25 Years And Over,13272,562,13272,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,83,83,0.6,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",253,108,1.9,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1674,324,12.6,2.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1917,455,14.4,3.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,794,210,6.0,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4677,445,35.2,3.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3874,373,29.2,2.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,12936,552,97.5,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,8551,529,64.4,4.0
Estimate Veteran Status Civilian Population 18 Years And Over,14294,605,14294,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,823,234,5.8,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,18048,88,18048,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1658,324,9.2,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3972,602,3972,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,35,30,0.9,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,10493,519,10493,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,742,244,7.1,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3583,360,3583,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,881,195,24.6,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over,18163,83,18163,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,16401,465,90.3,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1762,434,9.7,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1728,430,9.5,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,886,354,4.9,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,842,372,4.6,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,445,320,2.5,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,397,173,2.2,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,34,53,0.2,0.3
Estimate Place Of Birth Total Population,18282,23,18282,(X)
Estimate Place Of Birth Total Population Native,16932,511,92.6,2.8
Estimate Place Of Birth Total Population Native Born In United States,16721,527,91.5,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,11356,774,62.1,4.2
Estimate Place Of Birth Total Population Native Born In United States Different State,5365,659,29.3,3.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",211,143,1.2,0.8
Estimate Place Of Birth Total Population Foreign Born,1350,510,7.4,2.8
Estimate U.S. Citizenship Status Foreign-Born Population,1350,510,1350,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,606,175,44.9,15.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,744,439,55.1,15.4
Estimate Year Of Entry Population Born Outside The United States,1561,526,1561,(X)
Estimate Year Of Entry Population Born Outside The United States Native,211,143,211,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,7,9,3.3,5.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,204,144,96.7,5.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1350,510,1350,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,425,356,31.5,18.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,925,300,68.5,18.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1350,510,1350,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",548,261,40.6,15.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",228,258,16.9,16.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",28,35,2.1,2.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",18,27,1.3,2.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",417,269,30.9,14.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",111,82,8.2,6.5
Estimate Language Spoken At Home Population 5 Years And Over,17526,219,17526,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,16553,473,94.4,2.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,973,423,5.6,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",406,240,2.3,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,198,138,1.1,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",32,35,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,742,406,4.2,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",367,243,2.1,1.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,33,33,0.2,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",7,15,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,21,0.0,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.2
Estimate Ancestry Total Population,18282,23,18282,(X)
Estimate Ancestry Total Population American,507,215,2.8,1.2
Estimate Ancestry Total Population Arab,82,58,0.4,0.3
Estimate Ancestry Total Population Czech,14,22,0.1,0.1
Estimate Ancestry Total Population Danish,56,46,0.3,0.3
Estimate Ancestry Total Population Dutch,83,60,0.5,0.3
Estimate Ancestry Total Population English,3131,608,17.1,3.3
Estimate Ancestry Total Population French (Except Basque),1358,482,7.4,2.6
Estimate Ancestry Total Population French Canadian,801,271,4.4,1.5
Estimate Ancestry Total Population German,1464,379,8.0,2.1
Estimate Ancestry Total Population Greek,262,166,1.4,0.9
Estimate Ancestry Total Population Hungarian,15,24,0.1,0.1
Estimate Ancestry Total Population Irish,5697,1008,31.2,5.5
Estimate Ancestry Total Population Italian,3087,694,16.9,3.8
Estimate Ancestry Total Population Lithuanian,202,135,1.1,0.7
Estimate Ancestry Total Population Norwegian,242,146,1.3,0.8
Estimate Ancestry Total Population Polish,640,202,3.5,1.1
Estimate Ancestry Total Population Portuguese,718,332,3.9,1.8
Estimate Ancestry Total Population Russian,224,97,1.2,0.5
Estimate Ancestry Total Population Scotch-Irish,122,65,0.7,0.4
Estimate Ancestry Total Population Scottish,656,263,3.6,1.4
Estimate Ancestry Total Population Slovak,15,17,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,133,161,0.7,0.9
Estimate Ancestry Total Population Swedish,324,178,1.8,1.0
Estimate Ancestry Total Population Swiss,214,123,1.2,0.7
Estimate Ancestry Total Population Ukrainian,10,17,0.1,0.1
Estimate Ancestry Total Population Welsh,132,93,0.7,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),19,23,0.1,0.1
Estimate Computers And Internet Use Total Households,7537,466,7537,(X)
Estimate Computers And Internet Use Total Households With A Computer,7208,457,95.6,1.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7021,417,93.2,2.2
