,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,40,24,17.3,9.1
Estimate Residence 1 Year Ago Population 1 Year And Over,866,157,866,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,780,149,90.1,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),86,49,9.9,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,86,49,9.9,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,13,13,1.5,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,73,47,8.4,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,13,0.0,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,73,47,8.4,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,4.5
Estimate Place Of Birth Total Population,879,157,879,(X)
Estimate Place Of Birth Total Population Native,865,154,98.4,1.6
Estimate Place Of Birth Total Population Native Born In United States,865,154,98.4,1.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,452,91,51.4,7.3
Estimate Place Of Birth Total Population Native Born In United States Different State,413,107,47.0,7.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,4.4
Estimate Place Of Birth Total Population Foreign Born,14,14,1.6,1.6
Estimate U.S. Citizenship Status Foreign-Born Population,14,14,14,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,6,6,42.9,50.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,8,13,57.1,50.9
Estimate Year Of Entry Population Born Outside The United States,14,14,14,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,14,14,14,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,87.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,14,14,100.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",14,14,14,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",3,4,21.4,36.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,87.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",11,14,78.6,36.6
Estimate Language Spoken At Home Population 5 Years And Over,851,156,851,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,841,156,98.8,1.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10,9,1.2,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,4.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,4.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,10,9,1.2,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,4.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,4.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,4.6
Estimate Ancestry Total Population,879,157,879,(X)
Estimate Ancestry Total Population American,57,30,6.5,3.4
Estimate Ancestry Total Population Arab,8,8,0.9,0.9
Estimate Ancestry Total Population Czech,0,13,0.0,4.4
Estimate Ancestry Total Population Danish,0,13,0.0,4.4
Estimate Ancestry Total Population Dutch,7,6,0.8,0.7
Estimate Ancestry Total Population English,145,49,16.5,5.2
Estimate Ancestry Total Population French (Except Basque),71,35,8.1,4.1
Estimate Ancestry Total Population French Canadian,65,57,7.4,6.2
Estimate Ancestry Total Population German,104,42,11.8,4.7
Estimate Ancestry Total Population Greek,0,13,0.0,4.4
Estimate Ancestry Total Population Hungarian,4,5,0.5,0.5
Estimate Ancestry Total Population Irish,125,44,14.2,5.2
Estimate Ancestry Total Population Italian,51,21,5.8,2.4
Estimate Ancestry Total Population Lithuanian,0,13,0.0,4.4
Estimate Ancestry Total Population Norwegian,0,13,0.0,4.4
Estimate Ancestry Total Population Polish,14,11,1.6,1.3
Estimate Ancestry Total Population Portuguese,0,13,0.0,4.4
Estimate Ancestry Total Population Russian,23,19,2.6,2.2
Estimate Ancestry Total Population Scotch-Irish,4,5,0.5,0.6
Estimate Ancestry Total Population Scottish,10,8,1.1,0.9
Estimate Ancestry Total Population Slovak,0,13,0.0,4.4
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,4.4
Estimate Ancestry Total Population Swedish,10,13,1.1,1.4
Estimate Ancestry Total Population Swiss,3,5,0.3,0.6
Estimate Ancestry Total Population Ukrainian,0,13,0.0,4.4
Estimate Ancestry Total Population Welsh,3,4,0.3,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,4.4
Estimate Computers And Internet Use Total Households,434,75,434,(X)
Estimate Computers And Internet Use Total Households With A Computer,391,72,90.1,6.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,366,71,84.3,6.6
