,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Language Spoken At Home Population 5 Years And Over,8436,606,8436,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,7212,858,85.5,6.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1224,566,14.5,6.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",685,528,8.1,6.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,300,192,3.6,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",147,60,1.7,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,918,572,10.9,6.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",538,534,6.4,6.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,6,12,0.1,0.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Ancestry Total Population,8810,652,8810,(X)
Estimate Ancestry Total Population American,310,241,3.5,2.7
Estimate Ancestry Total Population Arab,12,21,0.1,0.2
Estimate Ancestry Total Population Czech,0,19,0.0,0.5
Estimate Ancestry Total Population Danish,0,19,0.0,0.5
Estimate Ancestry Total Population Dutch,227,217,2.6,2.4
Estimate Ancestry Total Population English,1394,421,15.8,4.8
Estimate Ancestry Total Population French (Except Basque),398,245,4.5,2.7
Estimate Ancestry Total Population French Canadian,88,86,1.0,1.0
Estimate Ancestry Total Population German,669,301,7.6,3.4
Estimate Ancestry Total Population Greek,39,48,0.4,0.5
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.5
Estimate Ancestry Total Population Irish,1069,386,12.1,4.4
Estimate Ancestry Total Population Italian,865,350,9.8,3.9
Estimate Ancestry Total Population Lithuanian,113,152,1.3,1.7
Estimate Ancestry Total Population Norwegian,14,22,0.2,0.3
Estimate Ancestry Total Population Polish,70,61,0.8,0.7
Estimate Ancestry Total Population Portuguese,701,375,8.0,4.3
Estimate Ancestry Total Population Russian,35,44,0.4,0.5
Estimate Ancestry Total Population Scotch-Irish,66,110,0.7,1.3
Estimate Ancestry Total Population Scottish,676,346,7.7,3.9
Estimate Ancestry Total Population Slovak,0,19,0.0,0.5
Estimate Ancestry Total Population Subsaharan African,70,91,0.8,1.1
Estimate Ancestry Total Population Swedish,82,56,0.9,0.6
Estimate Ancestry Total Population Swiss,155,208,1.8,2.4
Estimate Ancestry Total Population Ukrainian,12,18,0.1,0.2
Estimate Ancestry Total Population Welsh,52,52,0.6,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),233,172,2.6,2.0
Estimate Computers And Internet Use Total Households,3044,349,3044,(X)
Estimate Computers And Internet Use Total Households With A Computer,2849,358,93.6,4.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2599,324,85.4,5.9
