,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Separated,46,45,0.5,0.5
Estimate Marital Status Males 15 Years And Over Widowed,188,129,2.1,1.4
Estimate Marital Status Males 15 Years And Over Divorced,501,220,5.6,2.4
Estimate Marital Status Females 15 Years And Over,8765,645,8765,(X)
Estimate Marital Status Females 15 Years And Over Never Married,3499,466,39.9,4.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3872,439,44.2,3.9
Estimate Marital Status Females 15 Years And Over Separated,127,105,1.4,1.2
Estimate Marital Status Females 15 Years And Over Widowed,673,212,7.7,2.4
Estimate Marital Status Females 15 Years And Over Divorced,594,211,6.8,2.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,142,69,142,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",13,20,9.2,14.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",4,6,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",26,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,88,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",13,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",46,26,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,819,243,819,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,252,191,30.8,18.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,25,0.0,4.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,53,66,6.5,7.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,124,141,15.1,16.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,75,104,9.2,11.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,252,191,252,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,112,86,44.4,22.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,252,191,100.0,14.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3833,511,3833,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",207,108,5.4,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,133,84,3.5,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1248,359,32.6,6.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),596,137,15.5,3.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1649,292,43.0,6.3
Estimate Educational Attainment Population 25 Years And Over,15565,1035,15565,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1298,331,8.3,2.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1114,287,7.2,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2876,606,18.5,3.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2492,509,16.0,2.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1253,314,8.1,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3923,621,25.2,3.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2609,390,16.8,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,13153,1037,84.5,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,6532,706,42.0,3.9
Estimate Veteran Status Civilian Population 18 Years And Over,17268,1068,17268,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,693,255,4.0,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,20130,1241,20130,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1834,307,9.1,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2862,384,2862,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,90,78,3.1,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,13931,1017,13931,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1035,261,7.4,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3337,433,3337,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,709,157,21.2,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over,19989,1220,19989,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,17528,1287,87.7,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2461,651,12.3,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2328,637,11.6,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1154,497,5.8,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1174,329,5.9,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,790,272,4.0,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,384,164,1.9,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,133,85,0.7,0.4
Estimate Place Of Birth Total Population,20130,1241,20130,(X)
Estimate Place Of Birth Total Population Native,12946,1101,64.3,3.5
Estimate Place Of Birth Total Population Native Born In United States,12760,1114,63.4,3.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,10133,1005,50.3,3.6
Estimate Place Of Birth Total Population Native Born In United States Different State,2627,369,13.1,1.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",186,153,0.9,0.8
Estimate Place Of Birth Total Population Foreign Born,7184,818,35.7,3.5
Estimate U.S. Citizenship Status Foreign-Born Population,7184,818,7184,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4319,600,60.1,6.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2865,637,39.9,6.6
Estimate Year Of Entry Population Born Outside The United States,7370,860,7370,(X)
Estimate Year Of Entry Population Born Outside The United States Native,186,153,186,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,118,134,63.4,36.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,68,71,36.6,36.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7184,818,7184,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2268,570,31.6,5.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,4916,572,68.4,5.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7184,818,7184,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",674,239,9.4,3.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",5700,772,79.3,5.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",482,299,6.7,4.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",272,126,3.8,1.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",56,56,0.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over,19316,1178,19316,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,11520,1089,59.6,3.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7796,853,40.4,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",4990,671,25.8,3.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,224,140,1.2,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",32,51,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1008,336,5.2,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",151,82,0.8,0.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,6309,766,32.7,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",4630,655,24.0,3.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,255,194,1.3,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",177,164,0.9,0.8
Estimate Ancestry Total Population,20130,1241,20130,(X)
Estimate Ancestry Total Population American,466,232,2.3,1.2
Estimate Ancestry Total Population Arab,127,121,0.6,0.6
Estimate Ancestry Total Population Czech,10,15,0.0,0.1
Estimate Ancestry Total Population Danish,0,25,0.0,0.2
Estimate Ancestry Total Population Dutch,13,23,0.1,0.1
Estimate Ancestry Total Population English,939,233,4.7,1.2
Estimate Ancestry Total Population French (Except Basque),525,245,2.6,1.2
Estimate Ancestry Total Population French Canadian,216,121,1.1,0.6
Estimate Ancestry Total Population German,898,382,4.5,1.8
Estimate Ancestry Total Population Greek,178,115,0.9,0.6
Estimate Ancestry Total Population Hungarian,52,48,0.3,0.2
Estimate Ancestry Total Population Irish,3584,590,17.8,2.8
Estimate Ancestry Total Population Italian,1364,291,6.8,1.4
Estimate Ancestry Total Population Lithuanian,114,71,0.6,0.4
Estimate Ancestry Total Population Norwegian,49,44,0.2,0.2
Estimate Ancestry Total Population Polish,459,199,2.3,1.0
Estimate Ancestry Total Population Portuguese,295,173,1.5,0.9
Estimate Ancestry Total Population Russian,179,136,0.9,0.7
Estimate Ancestry Total Population Scotch-Irish,79,75,0.4,0.4
Estimate Ancestry Total Population Scottish,272,103,1.4,0.5
Estimate Ancestry Total Population Slovak,0,25,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,131,115,0.7,0.6
Estimate Ancestry Total Population Swedish,160,90,0.8,0.5
Estimate Ancestry Total Population Swiss,22,38,0.1,0.2
Estimate Ancestry Total Population Ukrainian,56,77,0.3,0.4
Estimate Ancestry Total Population Welsh,40,39,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),134,112,0.7,0.6
Estimate Computers And Internet Use Total Households,8001,441,8001,(X)
Estimate Computers And Internet Use Total Households With A Computer,7346,475,91.8,2.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7216,503,90.2,3.0
