,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population French (Except Basque),271,129,0.7,0.3
Estimate Ancestry Total Population French Canadian,413,283,1.0,0.7
Estimate Ancestry Total Population German,690,284,1.7,0.7
Estimate Ancestry Total Population Greek,102,69,0.3,0.2
Estimate Ancestry Total Population Hungarian,0,28,0.0,0.1
Estimate Ancestry Total Population Irish,1607,291,4.0,0.7
Estimate Ancestry Total Population Italian,1662,316,4.2,0.8
Estimate Ancestry Total Population Lithuanian,51,41,0.1,0.1
Estimate Ancestry Total Population Norwegian,48,50,0.1,0.1
Estimate Ancestry Total Population Polish,519,130,1.3,0.3
Estimate Ancestry Total Population Portuguese,221,130,0.6,0.3
Estimate Ancestry Total Population Russian,145,95,0.4,0.2
Estimate Ancestry Total Population Scotch-Irish,26,24,0.1,0.1
Estimate Ancestry Total Population Scottish,126,71,0.3,0.2
Estimate Ancestry Total Population Slovak,54,58,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,1346,494,3.4,1.2
Estimate Ancestry Total Population Swedish,71,48,0.2,0.1
Estimate Ancestry Total Population Swiss,12,14,0.0,0.1
Estimate Ancestry Total Population Ukrainian,46,43,0.1,0.1
Estimate Ancestry Total Population Welsh,9,14,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),397,209,1.0,0.5
Estimate Computers And Internet Use Total Households,13337,673,13337,(X)
Estimate Computers And Internet Use Total Households With A Computer,11987,568,89.9,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,10987,583,82.4,2.6
