,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Place Of Birth Total Population Native,251,83,99.6,1.3
Estimate Place Of Birth Total Population Native Born In United States,235,57,93.3,12.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,128,48,50.8,7.8
Estimate Place Of Birth Total Population Native Born In United States Different State,107,23,42.5,13.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",16,36,6.3,13.0
Estimate Place Of Birth Total Population Foreign Born,1,3,0.4,1.3
Estimate U.S. Citizenship Status Foreign-Born Population,1,3,1,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1,3,100.0,100.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States,17,37,17,(X)
Estimate Year Of Entry Population Born Outside The United States Native,16,36,16,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,82.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,16,36,100.0,82.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1,3,1,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1,3,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1,3,1,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1,3,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,100.0
Estimate Language Spoken At Home Population 5 Years And Over,245,82,245,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,197,45,80.4,25.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,48,73,19.6,25.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",16,36,6.5,13.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,32,72,13.1,26.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",16,36,6.5,13.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,16,11,6.5,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,15.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,15.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,15.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,15.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,15.0
Estimate Ancestry Total Population,252,83,252,(X)
Estimate Ancestry Total Population American,10,11,4.0,4.5
Estimate Ancestry Total Population Arab,0,13,0.0,14.6
Estimate Ancestry Total Population Czech,3,4,1.2,1.6
Estimate Ancestry Total Population Danish,0,13,0.0,14.6
Estimate Ancestry Total Population Dutch,1,2,0.4,0.7
Estimate Ancestry Total Population English,52,21,20.6,9.1
Estimate Ancestry Total Population French (Except Basque),12,7,4.8,3.2
Estimate Ancestry Total Population French Canadian,0,13,0.0,14.6
Estimate Ancestry Total Population German,18,12,7.1,4.7
Estimate Ancestry Total Population Greek,2,3,0.8,1.1
Estimate Ancestry Total Population Hungarian,0,13,0.0,14.6
Estimate Ancestry Total Population Irish,20,9,7.9,4.5
Estimate Ancestry Total Population Italian,37,15,14.7,6.6
Estimate Ancestry Total Population Lithuanian,0,13,0.0,14.6
Estimate Ancestry Total Population Norwegian,2,2,0.8,1.0
Estimate Ancestry Total Population Polish,7,5,2.8,2.1
Estimate Ancestry Total Population Portuguese,0,13,0.0,14.6
Estimate Ancestry Total Population Russian,14,10,5.6,4.3
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,14.6
Estimate Ancestry Total Population Scottish,7,8,2.8,3.3
Estimate Ancestry Total Population Slovak,0,13,0.0,14.6
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,14.6
Estimate Ancestry Total Population Swedish,8,6,3.2,2.5
Estimate Ancestry Total Population Swiss,2,4,0.8,1.7
Estimate Ancestry Total Population Ukrainian,0,13,0.0,14.6
Estimate Ancestry Total Population Welsh,2,4,0.8,1.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,14.6
Estimate Computers And Internet Use Total Households,100,27,100,(X)
Estimate Computers And Internet Use Total Households With A Computer,90,26,90.0,8.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,68,21,68.0,11.9
