,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),7,7,10.8,11.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,15,10,23.1,19.5
Estimate Educational Attainment Population 25 Years And Over,341,70,341,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,11.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",3,4,0.9,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),58,25,17.0,6.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",85,27,24.9,6.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,31,22,9.1,5.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,103,29,30.2,6.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,61,27,17.9,6.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,338,69,99.1,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,164,47,48.1,9.6
Estimate Veteran Status Civilian Population 18 Years And Over,368,70,368,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,16,10,4.3,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,430,100,430,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,40,19,9.3,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,62,51,62,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,41.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,258,60,258,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,23,16,8.9,5.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,110,36,110,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,17,11,15.5,9.8
Estimate Residence 1 Year Ago Population 1 Year And Over,430,100,430,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,388,99,90.2,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),42,25,9.8,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,42,25,9.8,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,12,17,2.8,4.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,30,19,7.0,4.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,30,19,7.0,4.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,8.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,8.9
Estimate Place Of Birth Total Population,430,100,430,(X)
Estimate Place Of Birth Total Population Native,430,100,100.0,8.9
Estimate Place Of Birth Total Population Native Born In United States,430,100,100.0,8.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,323,92,75.1,7.7
Estimate Place Of Birth Total Population Native Born In United States Different State,107,33,24.9,7.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,8.9
Estimate Place Of Birth Total Population Foreign Born,0,13,0.0,8.9
Estimate U.S. Citizenship Status Foreign-Born Population,0,13,0,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,0,13,-666666666.0,-222222222.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,0,13,-666666666.0,-222222222.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",0,13,0,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,13,-666666666.0,-222222222.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,-666666666.0,-222222222.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,-666666666.0,-222222222.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,-666666666.0,-222222222.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,-666666666.0,-222222222.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,-666666666.0,-222222222.0
Estimate Language Spoken At Home Population 5 Years And Over,414,88,414,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,399,85,96.4,3.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,15,17,3.6,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,9.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,4,8,1.0,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,9.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,11,15,2.7,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,9.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,9.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,9.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,9.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,9.2
Estimate Ancestry Total Population,430,100,430,(X)
Estimate Ancestry Total Population American,0,13,0.0,8.9
Estimate Ancestry Total Population Arab,0,13,0.0,8.9
Estimate Ancestry Total Population Czech,0,13,0.0,8.9
Estimate Ancestry Total Population Danish,0,13,0.0,8.9
Estimate Ancestry Total Population Dutch,11,16,2.6,3.7
Estimate Ancestry Total Population English,115,41,26.7,7.3
Estimate Ancestry Total Population French (Except Basque),21,20,4.9,4.9
Estimate Ancestry Total Population French Canadian,71,52,16.5,10.0
Estimate Ancestry Total Population German,30,19,7.0,4.6
Estimate Ancestry Total Population Greek,0,13,0.0,8.9
Estimate Ancestry Total Population Hungarian,4,6,0.9,1.3
Estimate Ancestry Total Population Irish,86,60,20.0,11.4
Estimate Ancestry Total Population Italian,27,16,6.3,3.8
Estimate Ancestry Total Population Lithuanian,2,3,0.5,0.8
Estimate Ancestry Total Population Norwegian,16,16,3.7,3.3
Estimate Ancestry Total Population Polish,69,24,16.0,5.6
Estimate Ancestry Total Population Portuguese,4,5,0.9,1.2
Estimate Ancestry Total Population Russian,8,8,1.9,1.8
Estimate Ancestry Total Population Scotch-Irish,2,3,0.5,0.8
Estimate Ancestry Total Population Scottish,14,15,3.3,3.6
Estimate Ancestry Total Population Slovak,0,13,0.0,8.9
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,8.9
Estimate Ancestry Total Population Swedish,0,13,0.0,8.9
Estimate Ancestry Total Population Swiss,0,13,0.0,8.9
Estimate Ancestry Total Population Ukrainian,0,13,0.0,8.9
Estimate Ancestry Total Population Welsh,0,13,0.0,8.9
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,8.9
Estimate Computers And Internet Use Total Households,198,39,198,(X)
Estimate Computers And Internet Use Total Households With A Computer,194,39,98.0,2.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,167,37,84.3,10.0
