,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,278,211,2.2,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",111,122,0.9,1.0
Estimate Ancestry Total Population,13610,267,13610,(X)
Estimate Ancestry Total Population American,422,209,3.1,1.5
Estimate Ancestry Total Population Arab,274,248,2.0,1.8
Estimate Ancestry Total Population Czech,87,92,0.6,0.7
Estimate Ancestry Total Population Danish,0,21,0.0,0.3
Estimate Ancestry Total Population Dutch,60,52,0.4,0.4
Estimate Ancestry Total Population English,1884,442,13.8,3.3
Estimate Ancestry Total Population French (Except Basque),564,236,4.1,1.7
Estimate Ancestry Total Population French Canadian,410,180,3.0,1.3
Estimate Ancestry Total Population German,866,289,6.4,2.1
Estimate Ancestry Total Population Greek,64,70,0.5,0.5
Estimate Ancestry Total Population Hungarian,42,38,0.3,0.3
Estimate Ancestry Total Population Irish,3855,561,28.3,4.1
Estimate Ancestry Total Population Italian,2146,406,15.8,3.0
Estimate Ancestry Total Population Lithuanian,209,196,1.5,1.4
Estimate Ancestry Total Population Norwegian,205,165,1.5,1.2
Estimate Ancestry Total Population Polish,541,219,4.0,1.6
Estimate Ancestry Total Population Portuguese,227,159,1.7,1.2
Estimate Ancestry Total Population Russian,197,98,1.4,0.7
Estimate Ancestry Total Population Scotch-Irish,160,101,1.2,0.7
Estimate Ancestry Total Population Scottish,473,214,3.5,1.6
Estimate Ancestry Total Population Slovak,13,20,0.1,0.2
Estimate Ancestry Total Population Subsaharan African,50,76,0.4,0.6
Estimate Ancestry Total Population Swedish,277,108,2.0,0.8
Estimate Ancestry Total Population Swiss,28,45,0.2,0.3
Estimate Ancestry Total Population Ukrainian,49,40,0.4,0.3
Estimate Ancestry Total Population Welsh,76,57,0.6,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),28,32,0.2,0.2
Estimate Computers And Internet Use Total Households,4812,213,4812,(X)
Estimate Computers And Internet Use Total Households With A Computer,4605,219,95.7,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4479,214,93.1,2.8
