,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,6578,261,86.3,3.4
Estimate Place Of Birth Total Population Native Born In United States Different State,655,170,8.6,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",43,61,0.6,0.8
Estimate Place Of Birth Total Population Foreign Born,346,179,4.5,2.3
Estimate U.S. Citizenship Status Foreign-Born Population,346,179,346,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,185,82,53.5,30.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,161,166,46.5,30.3
Estimate Year Of Entry Population Born Outside The United States,389,192,389,(X)
Estimate Year Of Entry Population Born Outside The United States Native,43,61,43,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,50.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,43,61,100.0,50.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,346,179,346,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,11,20,3.2,6.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,335,179,96.8,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",346,179,346,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",103,63,29.8,21.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",16,19,4.6,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,10.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",37,52,10.7,15.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",190,169,54.9,28.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,10.9
Estimate Language Spoken At Home Population 5 Years And Over,7223,151,7223,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6825,258,94.5,3.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,398,217,5.5,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",117,164,1.6,2.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,97,84,1.3,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,294,204,4.1,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",110,163,1.5,2.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,7,12,0.1,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",7,12,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,7622,35,7622,(X)
Estimate Ancestry Total Population American,461,200,6.0,2.6
Estimate Ancestry Total Population Arab,140,138,1.8,1.8
Estimate Ancestry Total Population Czech,0,19,0.0,0.5
Estimate Ancestry Total Population Danish,9,13,0.1,0.2
Estimate Ancestry Total Population Dutch,62,55,0.8,0.7
Estimate Ancestry Total Population English,1202,291,15.8,3.8
Estimate Ancestry Total Population French (Except Basque),513,216,6.7,2.8
Estimate Ancestry Total Population French Canadian,237,109,3.1,1.4
Estimate Ancestry Total Population German,413,164,5.4,2.1
Estimate Ancestry Total Population Greek,82,71,1.1,0.9
Estimate Ancestry Total Population Hungarian,12,14,0.2,0.2
Estimate Ancestry Total Population Irish,2717,511,35.6,6.7
Estimate Ancestry Total Population Italian,1311,327,17.2,4.3
Estimate Ancestry Total Population Lithuanian,59,50,0.8,0.6
Estimate Ancestry Total Population Norwegian,40,51,0.5,0.7
Estimate Ancestry Total Population Polish,230,107,3.0,1.4
Estimate Ancestry Total Population Portuguese,487,160,6.4,2.1
Estimate Ancestry Total Population Russian,0,19,0.0,0.5
Estimate Ancestry Total Population Scotch-Irish,3,7,0.0,0.1
Estimate Ancestry Total Population Scottish,200,125,2.6,1.6
Estimate Ancestry Total Population Slovak,6,11,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,10,18,0.1,0.2
Estimate Ancestry Total Population Swedish,452,151,5.9,2.0
Estimate Ancestry Total Population Swiss,64,89,0.8,1.2
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.5
Estimate Ancestry Total Population Welsh,30,29,0.4,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),24,27,0.3,0.4
Estimate Computers And Internet Use Total Households,2726,124,2726,(X)
Estimate Computers And Internet Use Total Households With A Computer,2644,125,97.0,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2482,148,91.0,3.7
