,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over,12978,757,12978,(X)
Estimate Marital Status Females 15 Years And Over Never Married,4082,646,31.5,3.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",5347,415,41.2,3.4
Estimate Marital Status Females 15 Years And Over Separated,133,76,1.0,0.6
Estimate Marital Status Females 15 Years And Over Widowed,1486,304,11.5,2.3
Estimate Marital Status Females 15 Years And Over Divorced,1930,350,14.9,2.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,237,121,237,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",118,91,49.8,28.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",28,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",37,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,47,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",66,41,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",21,25,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,413,197,413,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,115,96,27.8,21.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,10,19,2.4,5.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,28,0.0,9.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,11,15,2.7,4.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,94,93,22.8,19.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,115,96,115,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,55,48,47.8,15.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,86,93,74.8,29.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6110,638,6110,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",237,140,3.9,2.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,302,175,4.9,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2517,366,41.2,5.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1768,496,28.9,6.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1286,265,21.0,4.2
Estimate Educational Attainment Population 25 Years And Over,22436,1080,22436,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,774,270,3.4,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2272,537,10.1,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),8471,728,37.8,2.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3870,525,17.2,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2406,464,10.7,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3193,536,14.2,2.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1450,278,6.5,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,19390,1042,86.4,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4643,597,20.7,2.4
Estimate Veteran Status Civilian Population 18 Years And Over,25005,1203,25005,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,2387,469,9.5,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,30649,1340,30649,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5932,761,19.4,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,5699,640,5699,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,468,232,8.2,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,18660,1185,18660,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,3061,629,16.4,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,6290,584,6290,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2403,327,38.2,4.7
Estimate Residence 1 Year Ago Population 1 Year And Over,30472,1357,30472,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,27719,1485,91.0,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2753,648,9.0,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2585,645,8.5,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1844,574,6.1,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,741,303,2.4,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,434,241,1.4,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,307,159,1.0,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,168,152,0.6,0.5
Estimate Place Of Birth Total Population,30704,1342,30704,(X)
Estimate Place Of Birth Total Population Native,28570,1419,93.0,1.8
Estimate Place Of Birth Total Population Native Born In United States,27098,1406,88.3,2.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,22369,1086,72.9,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,4729,718,15.4,2.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1472,580,4.8,1.9
Estimate Place Of Birth Total Population Foreign Born,2134,551,7.0,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,2134,551,2134,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1387,364,65.0,14.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,747,428,35.0,14.8
Estimate Year Of Entry Population Born Outside The United States,3606,768,3606,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1472,580,1472,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,577,496,39.2,21.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,895,298,60.8,21.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2134,551,2134,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,175,163,8.2,7.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1959,562,91.8,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2134,551,2134,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",973,421,45.6,12.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",622,281,29.1,11.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",156,143,7.3,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,1.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",187,142,8.8,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",196,143,9.2,6.8
Estimate Language Spoken At Home Population 5 Years And Over,29469,1374,29469,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,24583,1500,83.4,3.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,4886,1060,16.6,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1539,409,5.2,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2476,781,8.4,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",756,307,2.6,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1612,631,5.5,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",534,254,1.8,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,352,165,1.2,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",143,93,0.5,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,446,382,1.5,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",106,116,0.4,0.4
Estimate Ancestry Total Population,30704,1342,30704,(X)
Estimate Ancestry Total Population American,807,305,2.6,1.0
Estimate Ancestry Total Population Arab,184,161,0.6,0.5
Estimate Ancestry Total Population Czech,0,28,0.0,0.1
Estimate Ancestry Total Population Danish,58,66,0.2,0.2
Estimate Ancestry Total Population Dutch,266,310,0.9,1.0
Estimate Ancestry Total Population English,2057,548,6.7,1.7
Estimate Ancestry Total Population French (Except Basque),5259,921,17.1,2.8
Estimate Ancestry Total Population French Canadian,2970,566,9.7,1.9
Estimate Ancestry Total Population German,1428,377,4.7,1.2
Estimate Ancestry Total Population Greek,308,222,1.0,0.7
Estimate Ancestry Total Population Hungarian,179,180,0.6,0.6
Estimate Ancestry Total Population Irish,4124,678,13.4,2.0
Estimate Ancestry Total Population Italian,2201,690,7.2,2.2
Estimate Ancestry Total Population Lithuanian,78,65,0.3,0.2
Estimate Ancestry Total Population Norwegian,35,46,0.1,0.1
Estimate Ancestry Total Population Polish,4551,906,14.8,2.8
Estimate Ancestry Total Population Portuguese,571,291,1.9,1.0
Estimate Ancestry Total Population Russian,577,479,1.9,1.6
Estimate Ancestry Total Population Scotch-Irish,162,130,0.5,0.4
Estimate Ancestry Total Population Scottish,528,301,1.7,1.0
Estimate Ancestry Total Population Slovak,14,22,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,347,262,1.1,0.9
Estimate Ancestry Total Population Swedish,172,127,0.6,0.4
Estimate Ancestry Total Population Swiss,12,21,0.0,0.1
Estimate Ancestry Total Population Ukrainian,121,102,0.4,0.3
Estimate Ancestry Total Population Welsh,83,80,0.3,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),322,345,1.0,1.1
Estimate Computers And Internet Use Total Households,13400,636,13400,(X)
Estimate Computers And Internet Use Total Households With A Computer,12076,575,90.1,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,11706,586,87.4,2.1
