,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2487,386,5.3,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1593,310,3.4,0.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),11160,1083,23.8,2.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",6733,827,14.3,1.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,3579,480,7.6,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,12344,971,26.3,2.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,9033,914,19.2,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,42849,1312,91.3,1.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,21377,1186,45.6,2.3
Estimate Veteran Status Civilian Population 18 Years And Over,51072,1354,51072,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,2398,414,4.7,0.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,60158,1487,60158,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,7139,987,11.9,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,9335,601,9335,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,426,175,4.6,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,41201,1308,41201,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,3392,616,8.2,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,9622,682,9622,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,3321,542,34.5,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over,59739,1458,59739,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,48840,1910,81.8,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),10899,1412,18.2,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,10234,1361,17.1,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3879,799,6.5,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,6355,1027,10.6,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,4253,978,7.1,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,2102,606,3.5,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,665,252,1.1,0.4
Estimate Place Of Birth Total Population,60459,1479,60459,(X)
Estimate Place Of Birth Total Population Native,41741,1521,69.0,2.1
Estimate Place Of Birth Total Population Native Born In United States,40548,1495,67.1,2.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,32100,1502,53.1,2.1
Estimate Place Of Birth Total Population Native Born In United States Different State,8448,826,14.0,1.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1193,340,2.0,0.6
Estimate Place Of Birth Total Population Foreign Born,18718,1438,31.0,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,18718,1438,18718,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,10225,915,54.6,3.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,8493,1095,45.4,3.9
Estimate Year Of Entry Population Born Outside The United States,19911,1435,19911,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1193,340,1193,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,376,240,31.5,15.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,817,256,68.5,15.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,18718,1438,18718,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,7003,950,37.4,3.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,11715,1035,62.6,3.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",18718,1438,18718,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",3257,567,17.4,2.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",11524,1261,61.6,4.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1725,643,9.2,3.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",26,40,0.1,0.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1990,428,10.6,2.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",196,126,1.0,0.7
Estimate Language Spoken At Home Population 5 Years And Over,56559,1463,56559,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,36258,1472,64.1,2.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,20301,1633,35.9,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",9870,1158,17.5,1.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1875,490,3.3,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",576,230,1.0,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,6392,1072,11.3,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2247,531,4.0,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,10927,1298,19.3,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",6580,963,11.6,1.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1107,414,2.0,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",467,290,0.8,0.5
Estimate Ancestry Total Population,60459,1479,60459,(X)
Estimate Ancestry Total Population American,1323,420,2.2,0.7
Estimate Ancestry Total Population Arab,876,233,1.4,0.4
Estimate Ancestry Total Population Czech,233,219,0.4,0.4
Estimate Ancestry Total Population Danish,188,120,0.3,0.2
Estimate Ancestry Total Population Dutch,170,109,0.3,0.2
Estimate Ancestry Total Population English,3913,708,6.5,1.1
Estimate Ancestry Total Population French (Except Basque),1347,395,2.2,0.7
Estimate Ancestry Total Population French Canadian,745,264,1.2,0.4
Estimate Ancestry Total Population German,2188,361,3.6,0.6
Estimate Ancestry Total Population Greek,397,262,0.7,0.4
Estimate Ancestry Total Population Hungarian,79,103,0.1,0.2
Estimate Ancestry Total Population Irish,14907,1435,24.7,2.4
Estimate Ancestry Total Population Italian,7135,811,11.8,1.3
Estimate Ancestry Total Population Lithuanian,268,110,0.4,0.2
Estimate Ancestry Total Population Norwegian,441,249,0.7,0.4
Estimate Ancestry Total Population Polish,1318,326,2.2,0.5
Estimate Ancestry Total Population Portuguese,699,379,1.2,0.6
Estimate Ancestry Total Population Russian,464,215,0.8,0.4
Estimate Ancestry Total Population Scotch-Irish,221,106,0.4,0.2
Estimate Ancestry Total Population Scottish,921,289,1.5,0.5
Estimate Ancestry Total Population Slovak,47,60,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,2208,901,3.7,1.5
Estimate Ancestry Total Population Swedish,485,198,0.8,0.3
Estimate Ancestry Total Population Swiss,88,133,0.1,0.2
Estimate Ancestry Total Population Ukrainian,49,44,0.1,0.1
Estimate Ancestry Total Population Welsh,117,122,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),912,475,1.5,0.8
Estimate Computers And Internet Use Total Households,27629,723,27629,(X)
Estimate Computers And Internet Use Total Households With A Computer,26036,824,94.2,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,25253,799,91.4,1.2
