,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",573,198,3.8,1.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,126,100,0.8,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",43,42,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,993,371,6.6,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",182,115,1.2,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1311,445,8.6,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",332,184,2.2,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,148,97,1.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",16,17,0.1,0.1
Estimate Ancestry Total Population,16066,39,16066,(X)
Estimate Ancestry Total Population American,863,318,5.4,2.0
Estimate Ancestry Total Population Arab,346,177,2.2,1.1
Estimate Ancestry Total Population Czech,35,34,0.2,0.2
Estimate Ancestry Total Population Danish,35,54,0.2,0.3
Estimate Ancestry Total Population Dutch,21,26,0.1,0.2
Estimate Ancestry Total Population English,1581,327,9.8,2.0
Estimate Ancestry Total Population French (Except Basque),204,143,1.3,0.9
Estimate Ancestry Total Population French Canadian,314,162,2.0,1.0
Estimate Ancestry Total Population German,1138,298,7.1,1.9
Estimate Ancestry Total Population Greek,676,729,4.2,4.5
Estimate Ancestry Total Population Hungarian,50,46,0.3,0.3
Estimate Ancestry Total Population Irish,4430,660,27.6,4.1
Estimate Ancestry Total Population Italian,2141,649,13.3,4.0
Estimate Ancestry Total Population Lithuanian,121,122,0.8,0.8
Estimate Ancestry Total Population Norwegian,45,49,0.3,0.3
Estimate Ancestry Total Population Polish,743,305,4.6,1.9
Estimate Ancestry Total Population Portuguese,23,27,0.1,0.2
Estimate Ancestry Total Population Russian,311,184,1.9,1.1
Estimate Ancestry Total Population Scotch-Irish,58,37,0.4,0.2
Estimate Ancestry Total Population Scottish,475,161,3.0,1.0
Estimate Ancestry Total Population Slovak,13,21,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,46,60,0.3,0.4
Estimate Ancestry Total Population Swedish,89,56,0.6,0.3
Estimate Ancestry Total Population Swiss,19,32,0.1,0.2
Estimate Ancestry Total Population Ukrainian,42,51,0.3,0.3
Estimate Ancestry Total Population Welsh,41,50,0.3,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,21,0.0,0.2
Estimate Computers And Internet Use Total Households,5424,228,5424,(X)
Estimate Computers And Internet Use Total Households With A Computer,5278,221,97.3,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5118,228,94.4,2.2
