,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",56,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,97,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",47,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",76,61,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,133,71,133,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,8,12,6.0,9.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,25.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,8,12,6.0,9.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,25.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,25.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,8,12,8,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,0.0,100.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,8,12,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3412,299,3412,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",444,129,13.0,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,114,56,3.3,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1398,197,41.0,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),915,191,26.8,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,541,151,15.9,3.9
Estimate Educational Attainment Population 25 Years And Over,7254,205,7254,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,47,42,0.6,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",76,42,1.0,0.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1075,188,14.8,2.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",745,161,10.3,2.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,529,161,7.3,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2913,323,40.2,4.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1869,262,25.8,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7131,200,98.3,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4782,336,65.9,4.1
Estimate Veteran Status Civilian Population 18 Years And Over,7953,241,7953,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,465,119,5.8,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,11088,109,11088,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,922,162,8.3,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3305,243,3305,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,156,72,4.7,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6256,237,6256,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,331,149,5.3,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1527,153,1527,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,435,107,28.5,6.2
Estimate Residence 1 Year Ago Population 1 Year And Over,11113,106,11113,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10200,321,91.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),913,304,8.2,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,903,304,8.1,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,262,120,2.4,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,641,300,5.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,525,281,4.7,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,116,94,1.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,10,15,0.1,0.1
Estimate Place Of Birth Total Population,11258,19,11258,(X)
Estimate Place Of Birth Total Population Native,10698,183,95.0,1.6
Estimate Place Of Birth Total Population Native Born In United States,10628,184,94.4,1.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,8542,347,75.9,3.1
Estimate Place Of Birth Total Population Native Born In United States Different State,2086,326,18.5,2.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",70,40,0.6,0.4
Estimate Place Of Birth Total Population Foreign Born,560,181,5.0,1.6
Estimate U.S. Citizenship Status Foreign-Born Population,560,181,560,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,392,132,70.0,13.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,168,101,30.0,13.2
Estimate Year Of Entry Population Born Outside The United States,630,181,630,(X)
Estimate Year Of Entry Population Born Outside The United States Native,70,40,70,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,29,34,41.4,38.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,41,28,58.6,38.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,560,181,560,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,122,91,21.8,14.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,438,167,78.2,14.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",560,181,560,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",200,111,35.7,15.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",243,124,43.4,17.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,21,0.0,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",10,16,1.8,2.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",82,76,14.6,12.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",25,31,4.5,5.6
Estimate Language Spoken At Home Population 5 Years And Over,10337,243,10337,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9723,329,94.1,2.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,614,218,5.9,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",167,112,1.6,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,238,133,2.3,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",105,95,1.0,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,209,119,2.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",19,21,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,167,106,1.6,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",43,42,0.4,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,21,0.0,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Ancestry Total Population,11258,19,11258,(X)
Estimate Ancestry Total Population American,569,255,5.1,2.3
Estimate Ancestry Total Population Arab,67,68,0.6,0.6
Estimate Ancestry Total Population Czech,27,41,0.2,0.4
Estimate Ancestry Total Population Danish,53,48,0.5,0.4
Estimate Ancestry Total Population Dutch,56,55,0.5,0.5
Estimate Ancestry Total Population English,1182,237,10.5,2.1
Estimate Ancestry Total Population French (Except Basque),275,138,2.4,1.2
Estimate Ancestry Total Population French Canadian,267,125,2.4,1.1
Estimate Ancestry Total Population German,923,212,8.2,1.9
Estimate Ancestry Total Population Greek,185,147,1.6,1.3
Estimate Ancestry Total Population Hungarian,2,4,0.0,0.1
Estimate Ancestry Total Population Irish,4320,594,38.4,5.3
Estimate Ancestry Total Population Italian,2011,504,17.9,4.5
Estimate Ancestry Total Population Lithuanian,57,38,0.5,0.3
Estimate Ancestry Total Population Norwegian,47,39,0.4,0.3
Estimate Ancestry Total Population Polish,413,205,3.7,1.8
Estimate Ancestry Total Population Portuguese,162,121,1.4,1.1
Estimate Ancestry Total Population Russian,49,39,0.4,0.3
Estimate Ancestry Total Population Scotch-Irish,67,52,0.6,0.5
Estimate Ancestry Total Population Scottish,274,102,2.4,0.9
Estimate Ancestry Total Population Slovak,0,21,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,13,18,0.1,0.2
Estimate Ancestry Total Population Swedish,139,91,1.2,0.8
Estimate Ancestry Total Population Swiss,9,14,0.1,0.1
Estimate Ancestry Total Population Ukrainian,8,12,0.1,0.1
Estimate Ancestry Total Population Welsh,49,38,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,21,0.0,0.4
Estimate Computers And Internet Use Total Households,3567,136,3567,(X)
Estimate Computers And Internet Use Total Households With A Computer,3477,139,97.5,1.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3424,137,96.0,1.7
