,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1637,180,73.5,5.0
Estimate Marital Status Females 15 Years And Over Separated,0,19,0.0,1.8
Estimate Marital Status Females 15 Years And Over Widowed,81,48,3.6,2.1
Estimate Marital Status Females 15 Years And Over Divorced,117,55,5.3,2.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,30,25,30,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,60.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,98,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",29,25,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,166,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",38,58,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",37,38,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,63,78,63,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,41.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,41.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,41.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,41.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,41.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1536,328,1536,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",107,57,7.0,3.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,69,63,4.5,3.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),813,216,52.9,8.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),374,128,24.3,8.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,173,105,11.3,5.9
Estimate Educational Attainment Population 25 Years And Over,3666,342,3666,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,89,73,2.4,2.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",20,24,0.5,0.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),59,50,1.6,1.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",132,69,3.6,1.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,86,56,2.3,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,957,217,26.1,6.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2323,394,63.4,8.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3557,337,97.0,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3280,315,89.5,4.3
Estimate Veteran Status Civilian Population 18 Years And Over,3854,351,3854,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,112,57,2.9,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5228,535,5228,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,268,106,5.1,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1451,280,1451,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,19,0.0,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2674,305,2674,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,122,63,4.6,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1103,191,1103,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,146,75,13.2,6.4
Estimate Residence 1 Year Ago Population 1 Year And Over,5276,535,5276,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4828,544,91.5,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),448,216,8.5,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,361,197,6.8,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,259,161,4.9,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,102,89,1.9,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,83,85,1.6,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,19,19,0.4,0.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,87,92,1.6,1.7
Estimate Place Of Birth Total Population,5305,537,5305,(X)
Estimate Place Of Birth Total Population Native,4269,499,80.5,5.3
Estimate Place Of Birth Total Population Native Born In United States,4121,450,77.7,5.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2187,340,41.2,5.1
Estimate Place Of Birth Total Population Native Born In United States Different State,1934,287,36.5,4.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",148,128,2.8,2.3
Estimate Place Of Birth Total Population Foreign Born,1036,308,19.5,5.3
Estimate U.S. Citizenship Status Foreign-Born Population,1036,308,1036,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,633,169,61.1,16.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,403,247,38.9,16.2
Estimate Year Of Entry Population Born Outside The United States,1184,339,1184,(X)
Estimate Year Of Entry Population Born Outside The United States Native,148,128,148,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,23.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,148,128,100.0,23.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1036,308,1036,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,248,227,23.9,17.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,788,195,76.1,17.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1036,308,1036,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",304,134,29.3,11.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",475,254,45.8,15.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",5,8,0.5,0.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,3.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",160,89,15.4,8.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",92,63,8.9,6.3
Estimate Language Spoken At Home Population 5 Years And Over,5073,527,5073,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4160,514,82.0,6.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,913,339,18.0,6.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",203,156,4.0,2.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,174,119,3.4,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",25,36,0.5,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,351,180,6.9,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",41,32,0.8,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,356,245,7.0,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",137,137,2.7,2.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,32,31,0.6,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.8
Estimate Ancestry Total Population,5305,537,5305,(X)
Estimate Ancestry Total Population American,174,94,3.3,1.9
Estimate Ancestry Total Population Arab,57,51,1.1,1.0
Estimate Ancestry Total Population Czech,35,26,0.7,0.5
Estimate Ancestry Total Population Danish,10,15,0.2,0.3
Estimate Ancestry Total Population Dutch,76,64,1.4,1.2
Estimate Ancestry Total Population English,422,181,8.0,3.2
Estimate Ancestry Total Population French (Except Basque),40,53,0.8,1.0
Estimate Ancestry Total Population French Canadian,80,45,1.5,0.9
Estimate Ancestry Total Population German,596,178,11.2,3.2
Estimate Ancestry Total Population Greek,60,58,1.1,1.1
Estimate Ancestry Total Population Hungarian,28,35,0.5,0.7
Estimate Ancestry Total Population Irish,882,328,16.6,5.6
Estimate Ancestry Total Population Italian,548,295,10.3,5.2
Estimate Ancestry Total Population Lithuanian,23,25,0.4,0.5
Estimate Ancestry Total Population Norwegian,0,19,0.0,0.7
Estimate Ancestry Total Population Polish,226,106,4.3,2.1
Estimate Ancestry Total Population Portuguese,7,13,0.1,0.2
Estimate Ancestry Total Population Russian,366,110,6.9,2.1
Estimate Ancestry Total Population Scotch-Irish,52,66,1.0,1.3
Estimate Ancestry Total Population Scottish,64,50,1.2,0.9
Estimate Ancestry Total Population Slovak,12,20,0.2,0.4
Estimate Ancestry Total Population Subsaharan African,12,17,0.2,0.3
Estimate Ancestry Total Population Swedish,43,32,0.8,0.6
Estimate Ancestry Total Population Swiss,8,14,0.2,0.3
Estimate Ancestry Total Population Ukrainian,12,12,0.2,0.2
Estimate Ancestry Total Population Welsh,5,8,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),129,113,2.4,2.1
Estimate Computers And Internet Use Total Households,1873,175,1873,(X)
Estimate Computers And Internet Use Total Households With A Computer,1859,176,99.3,0.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1846,179,98.6,1.4
