,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1346,336,79.5,13.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1693,435,1693,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1058,365,62.5,11.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",272,140,16.1,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",10,18,0.6,1.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",9,13,0.5,0.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",274,131,16.2,7.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",70,59,4.1,3.6
Estimate Language Spoken At Home Population 5 Years And Over,19695,176,19695,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17405,592,88.4,3.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2290,590,11.6,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",512,231,2.6,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,614,320,3.1,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",112,101,0.6,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1318,447,6.7,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",263,135,1.3,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,358,223,1.8,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",137,126,0.7,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,25,0.0,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,25,0.0,0.2
Estimate Ancestry Total Population,20397,33,20397,(X)
Estimate Ancestry Total Population American,919,323,4.5,1.6
Estimate Ancestry Total Population Arab,176,200,0.9,1.0
Estimate Ancestry Total Population Czech,79,50,0.4,0.2
Estimate Ancestry Total Population Danish,104,80,0.5,0.4
Estimate Ancestry Total Population Dutch,352,265,1.7,1.3
Estimate Ancestry Total Population English,3423,465,16.8,2.3
Estimate Ancestry Total Population French (Except Basque),492,170,2.4,0.8
Estimate Ancestry Total Population French Canadian,319,111,1.6,0.5
Estimate Ancestry Total Population German,1932,483,9.5,2.4
Estimate Ancestry Total Population Greek,461,208,2.3,1.0
Estimate Ancestry Total Population Hungarian,55,31,0.3,0.2
Estimate Ancestry Total Population Irish,5208,808,25.5,4.0
Estimate Ancestry Total Population Italian,2314,485,11.3,2.4
Estimate Ancestry Total Population Lithuanian,207,111,1.0,0.5
Estimate Ancestry Total Population Norwegian,107,65,0.5,0.3
Estimate Ancestry Total Population Polish,1362,573,6.7,2.8
Estimate Ancestry Total Population Portuguese,197,120,1.0,0.6
Estimate Ancestry Total Population Russian,901,255,4.4,1.3
Estimate Ancestry Total Population Scotch-Irish,147,83,0.7,0.4
Estimate Ancestry Total Population Scottish,852,304,4.2,1.5
Estimate Ancestry Total Population Slovak,16,18,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,0,25,0.0,0.2
Estimate Ancestry Total Population Swedish,430,179,2.1,0.9
Estimate Ancestry Total Population Swiss,81,67,0.4,0.3
Estimate Ancestry Total Population Ukrainian,114,89,0.6,0.4
Estimate Ancestry Total Population Welsh,80,49,0.4,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,25,0.0,0.2
Estimate Computers And Internet Use Total Households,8075,257,8075,(X)
Estimate Computers And Internet Use Total Households With A Computer,7869,256,97.4,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7823,263,96.9,1.4
