,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",42,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",80,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",27,21,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,812,292,812,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,39,43,4.8,5.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,2,5,0.2,0.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,28,0.0,4.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,4.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,37,42,4.6,5.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,39,43,39,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,25,33,64.1,46.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,18,28,46.2,53.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,7817,563,7817,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",358,146,4.6,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,121,72,1.5,0.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3695,483,47.3,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1943,350,24.9,4.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1700,374,21.7,4.2
Estimate Educational Attainment Population 25 Years And Over,22775,605,22775,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,592,218,2.6,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1125,280,4.9,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),7887,819,34.6,3.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3825,437,16.8,1.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1878,372,8.2,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5476,655,24.0,2.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1992,407,8.7,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,21058,651,92.5,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,7468,719,32.8,3.0
Estimate Veteran Status Civilian Population 18 Years And Over,25414,464,25414,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1733,389,6.8,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,32272,117,32272,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4134,526,12.8,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6862,463,6862,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,148,114,2.2,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,20160,613,20160,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2104,376,10.4,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5250,618,5250,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1882,408,35.8,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,32111,150,32111,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,29848,595,93.0,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2263,618,7.0,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2257,620,7.0,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1392,526,4.3,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,865,267,2.7,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,590,232,1.8,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,275,173,0.9,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,6,9,0.0,0.1
Estimate Place Of Birth Total Population,32313,111,32313,(X)
Estimate Place Of Birth Total Population Native,29342,679,90.8,2.1
Estimate Place Of Birth Total Population Native Born In United States,29015,747,89.8,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,25722,808,79.6,2.5
Estimate Place Of Birth Total Population Native Born In United States Different State,3293,507,10.2,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",327,161,1.0,0.5
Estimate Place Of Birth Total Population Foreign Born,2971,693,9.2,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,2971,693,2971,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2018,512,67.9,11.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,953,431,32.1,11.2
Estimate Year Of Entry Population Born Outside The United States,3298,759,3298,(X)
Estimate Year Of Entry Population Born Outside The United States Native,327,161,327,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,35,46,10.7,13.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,292,151,89.3,13.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2971,693,2971,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,675,378,22.7,10.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2296,548,77.3,10.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2971,693,2971,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",519,294,17.5,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",741,211,24.9,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",912,483,30.7,11.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",5,8,0.2,0.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",762,308,25.6,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",32,32,1.1,1.1
Estimate Language Spoken At Home Population 5 Years And Over,30990,369,30990,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,26723,795,86.2,2.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,4267,771,13.8,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",965,387,3.1,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,792,269,2.6,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",123,68,0.4,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2355,565,7.6,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",319,177,1.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,515,196,1.7,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",211,133,0.7,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,605,386,2.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",312,267,1.0,0.9
Estimate Ancestry Total Population,32313,111,32313,(X)
Estimate Ancestry Total Population American,1102,355,3.4,1.1
Estimate Ancestry Total Population Arab,718,405,2.2,1.3
Estimate Ancestry Total Population Czech,76,76,0.2,0.2
Estimate Ancestry Total Population Danish,26,32,0.1,0.1
Estimate Ancestry Total Population Dutch,95,88,0.3,0.3
Estimate Ancestry Total Population English,2282,506,7.1,1.6
Estimate Ancestry Total Population French (Except Basque),3424,764,10.6,2.4
Estimate Ancestry Total Population French Canadian,2276,479,7.0,1.5
Estimate Ancestry Total Population German,789,213,2.4,0.7
Estimate Ancestry Total Population Greek,1270,473,3.9,1.5
Estimate Ancestry Total Population Hungarian,17,27,0.1,0.1
Estimate Ancestry Total Population Irish,9177,1290,28.4,4.0
Estimate Ancestry Total Population Italian,3621,627,11.2,1.9
Estimate Ancestry Total Population Lithuanian,103,107,0.3,0.3
Estimate Ancestry Total Population Norwegian,87,64,0.3,0.2
Estimate Ancestry Total Population Polish,1219,333,3.8,1.0
Estimate Ancestry Total Population Portuguese,1821,654,5.6,2.0
Estimate Ancestry Total Population Russian,78,88,0.2,0.3
Estimate Ancestry Total Population Scotch-Irish,132,98,0.4,0.3
Estimate Ancestry Total Population Scottish,455,185,1.4,0.6
Estimate Ancestry Total Population Slovak,16,26,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,297,238,0.9,0.7
Estimate Ancestry Total Population Swedish,207,166,0.6,0.5
Estimate Ancestry Total Population Swiss,0,28,0.0,0.1
Estimate Ancestry Total Population Ukrainian,39,38,0.1,0.1
Estimate Ancestry Total Population Welsh,126,136,0.4,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),21,33,0.1,0.1
Estimate Computers And Internet Use Total Households,12350,428,12350,(X)
Estimate Computers And Internet Use Total Households With A Computer,11448,443,92.7,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,10983,405,88.9,2.5
