,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,695,351,19.8,7.1
Estimate Educational Attainment Population 25 Years And Over,9092,377,9092,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,76,60,0.8,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",348,176,3.8,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2809,468,30.9,4.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1519,276,16.7,3.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,886,258,9.7,2.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2138,360,23.5,3.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1316,305,14.5,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,8668,410,95.3,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3454,456,38.0,4.5
Estimate Veteran Status Civilian Population 18 Years And Over,9912,408,9912,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,795,211,8.0,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,13111,187,13111,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1686,368,12.9,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3308,305,3308,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,202,191,6.1,5.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,7875,383,7875,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,872,231,11.1,3.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1928,340,1928,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,612,195,31.7,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over,13187,74,13187,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,12267,392,93.0,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),920,406,7.0,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,920,406,7.0,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,651,364,4.9,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,269,151,2.0,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,112,89,0.8,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,157,124,1.2,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.3
Estimate Place Of Birth Total Population,13312,23,13312,(X)
Estimate Place Of Birth Total Population Native,12881,181,96.8,1.3
Estimate Place Of Birth Total Population Native Born In United States,12785,211,96.0,1.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,11309,427,85.0,3.2
Estimate Place Of Birth Total Population Native Born In United States Different State,1476,321,11.1,2.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",96,81,0.7,0.6
Estimate Place Of Birth Total Population Foreign Born,431,179,3.2,1.3
Estimate U.S. Citizenship Status Foreign-Born Population,431,179,431,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,289,133,67.1,16.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,142,98,32.9,16.9
Estimate Year Of Entry Population Born Outside The United States,527,210,527,(X)
Estimate Year Of Entry Population Born Outside The United States Native,96,81,96,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,40,66,41.7,46.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,56,45,58.3,46.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,431,179,431,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,48,63,11.1,13.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,383,158,88.9,13.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",431,179,431,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",223,126,51.7,21.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",33,52,7.7,12.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",62,79,14.4,17.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,8.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",89,82,20.6,15.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,19,5.6,5.1
Estimate Language Spoken At Home Population 5 Years And Over,12625,203,12625,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,11727,465,92.9,3.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,898,398,7.1,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",154,78,1.2,0.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,295,191,2.3,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",81,58,0.6,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,537,311,4.3,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",73,57,0.6,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,33,52,0.3,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,21,0.0,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,33,56,0.3,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.3
Estimate Ancestry Total Population,13312,23,13312,(X)
Estimate Ancestry Total Population American,571,371,4.3,2.8
Estimate Ancestry Total Population Arab,20,31,0.2,0.2
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,11,16,0.1,0.1
Estimate Ancestry Total Population Dutch,33,52,0.2,0.4
Estimate Ancestry Total Population English,1415,325,10.6,2.4
Estimate Ancestry Total Population French (Except Basque),2185,431,16.4,3.2
Estimate Ancestry Total Population French Canadian,898,287,6.7,2.2
Estimate Ancestry Total Population German,837,350,6.3,2.6
Estimate Ancestry Total Population Greek,38,34,0.3,0.3
Estimate Ancestry Total Population Hungarian,0,21,0.0,0.3
Estimate Ancestry Total Population Irish,3402,665,25.6,5.0
Estimate Ancestry Total Population Italian,1750,430,13.1,3.2
Estimate Ancestry Total Population Lithuanian,148,128,1.1,1.0
Estimate Ancestry Total Population Norwegian,121,148,0.9,1.1
Estimate Ancestry Total Population Polish,1730,523,13.0,3.9
Estimate Ancestry Total Population Portuguese,238,170,1.8,1.3
Estimate Ancestry Total Population Russian,18,20,0.1,0.1
Estimate Ancestry Total Population Scotch-Irish,165,141,1.2,1.1
Estimate Ancestry Total Population Scottish,315,202,2.4,1.5
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,138,178,1.0,1.3
Estimate Ancestry Total Population Swedish,879,401,6.6,3.0
Estimate Ancestry Total Population Swiss,49,65,0.4,0.5
Estimate Ancestry Total Population Ukrainian,8,12,0.1,0.1
Estimate Ancestry Total Population Welsh,36,31,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),10,15,0.1,0.1
Estimate Computers And Internet Use Total Households,4776,245,4776,(X)
Estimate Computers And Internet Use Total Households With A Computer,4601,252,96.3,1.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4431,240,92.8,2.6
