,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",767,106,55.3,10.0
Estimate Marital Status Females 15 Years And Over Separated,14,21,1.0,1.5
Estimate Marital Status Females 15 Years And Over Widowed,174,144,12.5,9.4
Estimate Marital Status Females 15 Years And Over Divorced,183,80,13.2,5.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,16,20,16,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",10,17,62.5,61.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",40,70,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",32,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,257,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,219,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",74,96,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,16,26,16,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,6,17,37.5,61.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,6,17,37.5,61.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,82.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,6,17,6,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,3,9,50.0,50.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,6,17,100.0,100.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,591,185,591,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",27,28,4.6,4.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,49,47,8.3,8.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),205,94,34.7,13.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),171,99,28.9,13.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,139,68,23.5,8.8
Estimate Educational Attainment Population 25 Years And Over,2489,183,2489,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,54,42,2.2,1.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",101,55,4.1,2.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),559,147,22.5,5.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",671,197,27.0,7.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,275,92,11.0,3.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,596,149,23.9,5.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,233,103,9.4,4.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2334,184,93.8,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,829,172,33.3,6.6
Estimate Veteran Status Civilian Population 18 Years And Over,2682,165,2682,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,213,74,7.9,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3226,31,3226,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,533,140,16.5,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,544,164,544,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,22,23,4.0,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1864,162,1864,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,259,111,13.9,5.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,818,168,818,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,252,88,30.8,9.5
Estimate Residence 1 Year Ago Population 1 Year And Over,3223,31,3223,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3094,114,96.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),129,103,4.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,129,103,4.0,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,70,66,2.2,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,59,66,1.8,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,25,38,0.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,34,52,1.1,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,1.2
Estimate Place Of Birth Total Population,3243,16,3243,(X)
Estimate Place Of Birth Total Population Native,3171,59,97.8,1.8
Estimate Place Of Birth Total Population Native Born In United States,3152,63,97.2,1.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2633,191,81.2,6.0
Estimate Place Of Birth Total Population Native Born In United States Different State,519,180,16.0,5.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",19,21,0.6,0.7
Estimate Place Of Birth Total Population Foreign Born,72,59,2.2,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,72,59,72,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,72,59,100.0,38.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,0.0,38.8
Estimate Year Of Entry Population Born Outside The United States,91,62,91,(X)
Estimate Year Of Entry Population Born Outside The United States Native,19,21,19,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,75.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,19,21,100.0,75.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,72,59,72,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,38.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,72,59,100.0,38.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",72,59,72,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,13,0.0,38.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",49,50,68.1,33.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,38.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,38.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",23,25,31.9,33.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,38.8
Estimate Language Spoken At Home Population 5 Years And Over,3077,93,3077,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3015,98,98.0,1.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,62,52,2.0,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3,5,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,52,50,1.7,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",3,5,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,10,15,0.3,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.3
Estimate Ancestry Total Population,3243,16,3243,(X)
Estimate Ancestry Total Population American,102,73,3.1,2.2
Estimate Ancestry Total Population Arab,18,21,0.6,0.7
Estimate Ancestry Total Population Czech,0,13,0.0,1.2
Estimate Ancestry Total Population Danish,0,13,0.0,1.2
Estimate Ancestry Total Population Dutch,12,21,0.4,0.6
Estimate Ancestry Total Population English,166,92,5.1,2.9
Estimate Ancestry Total Population French (Except Basque),467,210,14.4,6.5
Estimate Ancestry Total Population French Canadian,243,119,7.5,3.7
Estimate Ancestry Total Population German,421,174,13.0,5.4
Estimate Ancestry Total Population Greek,0,13,0.0,1.2
Estimate Ancestry Total Population Hungarian,28,43,0.9,1.3
Estimate Ancestry Total Population Irish,725,250,22.4,7.7
Estimate Ancestry Total Population Italian,448,149,13.8,4.6
Estimate Ancestry Total Population Lithuanian,0,13,0.0,1.2
Estimate Ancestry Total Population Norwegian,18,21,0.6,0.7
Estimate Ancestry Total Population Polish,486,152,15.0,4.7
Estimate Ancestry Total Population Portuguese,0,13,0.0,1.2
Estimate Ancestry Total Population Russian,20,21,0.6,0.7
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,1.2
Estimate Ancestry Total Population Scottish,66,39,2.0,1.2
Estimate Ancestry Total Population Slovak,0,13,0.0,1.2
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.2
Estimate Ancestry Total Population Swedish,0,13,0.0,1.2
Estimate Ancestry Total Population Swiss,3,9,0.1,0.3
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.2
Estimate Ancestry Total Population Welsh,29,42,0.9,1.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.2
Estimate Computers And Internet Use Total Households,1509,147,1509,(X)
Estimate Computers And Internet Use Total Households With A Computer,1371,140,90.9,9.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1292,136,85.6,8.7
