,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Separated,341,209,3.0,1.7
Estimate Marital Status Males 15 Years And Over Widowed,367,142,3.2,1.2
Estimate Marital Status Males 15 Years And Over Divorced,1261,333,10.9,2.7
Estimate Marital Status Females 15 Years And Over,12745,751,12745,(X)
Estimate Marital Status Females 15 Years And Over Never Married,6199,748,48.6,4.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3371,352,26.4,3.1
Estimate Marital Status Females 15 Years And Over Separated,441,155,3.5,1.2
Estimate Marital Status Females 15 Years And Over Widowed,1179,268,9.3,1.9
Estimate Marital Status Females 15 Years And Over Divorced,1555,334,12.2,2.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,367,174,367,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",135,73,36.8,18.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",24,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",47,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,48,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",64,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",37,25,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,636,227,636,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,96,103,15.1,13.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,19,30,3.0,4.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,7,19,1.1,3.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,6.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,70,91,11.0,12.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,96,103,96,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,96,103,100.0,32.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,70,91,72.9,32.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,8543,993,8543,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",201,111,2.4,1.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,438,126,5.1,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3649,637,42.7,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1693,391,19.8,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2562,530,30.0,5.3
Estimate Educational Attainment Population 25 Years And Over,19662,1100,19662,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1439,353,7.3,1.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1644,349,8.4,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),6285,746,32.0,3.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3277,527,16.7,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1649,362,8.4,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3332,533,16.9,2.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2036,349,10.4,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,16579,1059,84.3,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5368,616,27.3,2.9
Estimate Veteran Status Civilian Population 18 Years And Over,22958,1290,22958,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1091,321,4.8,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,29564,1799,29564,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5237,809,17.7,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,7356,939,7356,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,579,247,7.9,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,18404,1232,18404,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2915,610,15.8,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3804,556,3804,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1743,436,45.8,8.4
Estimate Residence 1 Year Ago Population 1 Year And Over,30120,1810,30120,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,25304,1728,84.0,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),4816,862,16.0,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,4401,843,14.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3310,812,11.0,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1091,306,3.6,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,609,232,2.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,482,211,1.6,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,415,175,1.4,0.6
Estimate Place Of Birth Total Population,30353,1828,30353,(X)
Estimate Place Of Birth Total Population Native,23597,1761,77.7,3.4
Estimate Place Of Birth Total Population Native Born In United States,19499,1337,64.2,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,15651,1192,51.6,3.4
Estimate Place Of Birth Total Population Native Born In United States Different State,3848,507,12.7,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",4098,930,13.5,2.6
Estimate Place Of Birth Total Population Foreign Born,6756,1113,22.3,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,6756,1113,6756,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3737,852,55.3,7.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3019,625,44.7,7.2
Estimate Year Of Entry Population Born Outside The United States,10854,1411,10854,(X)
Estimate Year Of Entry Population Born Outside The United States Native,4098,930,4098,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,1844,805,45.0,11.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,2254,473,55.0,11.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6756,1113,6756,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,3474,837,51.4,6.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3282,569,48.6,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6756,1113,6756,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",674,218,10.0,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1760,478,26.1,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",2003,758,29.6,8.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2290,632,33.9,7.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",29,28,0.4,0.4
Estimate Language Spoken At Home Population 5 Years And Over,28807,1776,28807,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,15674,1365,54.4,4.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,13133,1605,45.6,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",6403,1013,22.2,2.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,7627,1335,26.5,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",3602,772,12.5,2.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2444,664,8.5,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",1123,496,3.9,1.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,822,241,2.9,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",547,172,1.9,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,2240,591,7.8,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",1131,437,3.9,1.5
Estimate Ancestry Total Population,30353,1828,30353,(X)
Estimate Ancestry Total Population American,748,236,2.5,0.7
Estimate Ancestry Total Population Arab,997,462,3.3,1.5
Estimate Ancestry Total Population Czech,11,17,0.0,0.1
Estimate Ancestry Total Population Danish,0,28,0.0,0.1
Estimate Ancestry Total Population Dutch,137,110,0.5,0.4
Estimate Ancestry Total Population English,960,299,3.2,1.0
Estimate Ancestry Total Population French (Except Basque),1428,316,4.7,1.0
Estimate Ancestry Total Population French Canadian,570,322,1.9,1.0
Estimate Ancestry Total Population German,767,410,2.5,1.4
Estimate Ancestry Total Population Greek,103,64,0.3,0.2
Estimate Ancestry Total Population Hungarian,10,15,0.0,0.1
Estimate Ancestry Total Population Irish,3299,685,10.9,2.3
Estimate Ancestry Total Population Italian,2213,416,7.3,1.4
Estimate Ancestry Total Population Lithuanian,196,127,0.6,0.4
Estimate Ancestry Total Population Norwegian,30,32,0.1,0.1
Estimate Ancestry Total Population Polish,726,247,2.4,0.8
Estimate Ancestry Total Population Portuguese,428,394,1.4,1.3
Estimate Ancestry Total Population Russian,129,107,0.4,0.3
Estimate Ancestry Total Population Scotch-Irish,103,103,0.3,0.3
Estimate Ancestry Total Population Scottish,316,180,1.0,0.6
Estimate Ancestry Total Population Slovak,0,28,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,2336,780,7.7,2.5
Estimate Ancestry Total Population Swedish,475,316,1.6,1.0
Estimate Ancestry Total Population Swiss,0,28,0.0,0.1
Estimate Ancestry Total Population Ukrainian,20,28,0.1,0.1
Estimate Ancestry Total Population Welsh,20,32,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),815,497,2.7,1.6
Estimate Computers And Internet Use Total Households,11626,644,11626,(X)
Estimate Computers And Internet Use Total Households With A Computer,10167,585,87.5,3.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,9555,616,82.2,3.8
