,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",35,40,59.3,42.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",52,62,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",55,50,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,187,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",54,73,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",81,92,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,143,94,143,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,39,47,27.3,26.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,24.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,14,22,9.8,15.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,24.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,25,41,17.5,24.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,39,47,39,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,32,43,82.1,30.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,14,22,35.9,59.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1155,344,1155,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",72,67,6.2,5.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,78,62,6.8,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),394,147,34.1,8.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),331,133,28.7,7.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,280,143,24.2,10.6
Estimate Educational Attainment Population 25 Years And Over,7540,655,7540,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,66,51,0.9,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",244,122,3.2,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2526,533,33.5,5.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1507,305,20.0,3.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,671,218,8.9,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1412,281,18.7,3.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1114,238,14.8,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7230,640,95.9,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2526,365,33.5,4.8
Estimate Veteran Status Civilian Population 18 Years And Over,8070,687,8070,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,823,185,10.2,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,8870,803,8870,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1580,375,17.8,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,930,305,930,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,72,46,7.7,5.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,4705,587,4705,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,507,201,10.8,4.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3235,507,3235,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1001,293,30.9,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over,8981,805,8981,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,8013,793,89.2,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),968,330,10.8,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,953,332,10.6,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,551,271,6.1,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,402,182,4.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,346,170,3.9,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,56,56,0.6,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,15,24,0.2,0.3
Estimate Place Of Birth Total Population,9010,809,9010,(X)
Estimate Place Of Birth Total Population Native,7863,736,87.3,4.8
Estimate Place Of Birth Total Population Native Born In United States,7824,751,86.8,4.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5618,707,62.4,6.1
Estimate Place Of Birth Total Population Native Born In United States Different State,2206,420,24.5,4.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",39,44,0.4,0.5
Estimate Place Of Birth Total Population Foreign Born,1147,464,12.7,4.8
Estimate U.S. Citizenship Status Foreign-Born Population,1147,464,1147,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,912,431,79.5,11.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,235,133,20.5,11.8
Estimate Year Of Entry Population Born Outside The United States,1186,468,1186,(X)
Estimate Year Of Entry Population Born Outside The United States Native,39,44,39,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,23,35,59.0,58.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,16,25,41.0,58.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1147,464,1147,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,228,121,19.9,10.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,919,424,80.1,10.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1147,464,1147,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",546,378,47.6,23.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",329,292,28.7,22.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",249,166,21.7,17.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",23,29,2.0,3.0
Estimate Language Spoken At Home Population 5 Years And Over,8824,772,8824,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,7696,769,87.2,5.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1128,510,12.8,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",501,242,5.7,2.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,233,258,2.6,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",111,117,1.3,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,800,404,9.1,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",340,212,3.9,2.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,95,119,1.1,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",50,58,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Ancestry Total Population,9010,809,9010,(X)
Estimate Ancestry Total Population American,376,243,4.2,2.6
Estimate Ancestry Total Population Arab,132,130,1.5,1.4
Estimate Ancestry Total Population Czech,10,15,0.1,0.2
Estimate Ancestry Total Population Danish,49,57,0.5,0.6
Estimate Ancestry Total Population Dutch,37,35,0.4,0.4
Estimate Ancestry Total Population English,1831,551,20.3,5.7
Estimate Ancestry Total Population French (Except Basque),479,209,5.3,2.3
Estimate Ancestry Total Population French Canadian,426,155,4.7,1.7
Estimate Ancestry Total Population German,539,248,6.0,2.6
Estimate Ancestry Total Population Greek,189,148,2.1,1.7
Estimate Ancestry Total Population Hungarian,40,38,0.4,0.4
Estimate Ancestry Total Population Irish,2535,486,28.1,5.3
Estimate Ancestry Total Population Italian,1253,363,13.9,4.0
Estimate Ancestry Total Population Lithuanian,43,40,0.5,0.4
Estimate Ancestry Total Population Norwegian,163,127,1.8,1.4
Estimate Ancestry Total Population Polish,143,82,1.6,0.9
Estimate Ancestry Total Population Portuguese,382,197,4.2,2.0
Estimate Ancestry Total Population Russian,32,35,0.4,0.4
Estimate Ancestry Total Population Scotch-Irish,69,68,0.8,0.8
Estimate Ancestry Total Population Scottish,458,282,5.1,3.1
Estimate Ancestry Total Population Slovak,55,58,0.6,0.6
Estimate Ancestry Total Population Subsaharan African,82,92,0.9,1.0
Estimate Ancestry Total Population Swedish,53,65,0.6,0.7
Estimate Ancestry Total Population Swiss,36,42,0.4,0.5
Estimate Ancestry Total Population Ukrainian,28,46,0.3,0.5
Estimate Ancestry Total Population Welsh,0,19,0.0,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),1,3,0.0,0.1
Estimate Computers And Internet Use Total Households,3989,350,3989,(X)
Estimate Computers And Internet Use Total Households With A Computer,3774,328,94.6,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3500,317,87.7,3.3
