,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,114,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",128,94,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",35,26,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,83,50,83,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,17,27,20.5,27.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,1,4,1.2,5.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,16,26,19.3,27.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,35.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,35.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,17,27,17,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,9,13,52.9,16.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,16,26,94.1,34.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2863,278,2863,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",281,103,9.8,3.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,72,50,2.5,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1305,347,45.6,9.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),762,153,26.6,6.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,443,130,15.5,4.7
Estimate Educational Attainment Population 25 Years And Over,8055,300,8055,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,107,56,1.3,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",502,145,6.2,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1731,203,21.5,2.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1067,201,13.2,2.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,588,136,7.3,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2555,215,31.7,2.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1505,204,18.7,2.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,7446,281,92.4,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4060,259,50.4,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,8748,322,8748,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,427,108,4.9,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,9301,259,9301,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,571,138,6.1,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2783,319,2783,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,66,47,2.4,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5304,274,5304,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,265,86,5.0,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1214,177,1214,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,240,76,19.8,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over,11418,76,11418,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9538,336,83.5,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1880,323,16.5,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1880,323,16.5,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,825,294,7.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1055,210,9.2,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,920,196,8.1,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,135,82,1.2,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.3
Estimate Place Of Birth Total Population,11531,46,11531,(X)
Estimate Place Of Birth Total Population Native,10650,218,92.4,1.9
Estimate Place Of Birth Total Population Native Born In United States,10532,226,91.3,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7543,417,65.4,3.6
Estimate Place Of Birth Total Population Native Born In United States Different State,2989,392,25.9,3.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",118,53,1.0,0.5
Estimate Place Of Birth Total Population Foreign Born,881,220,7.6,1.9
Estimate U.S. Citizenship Status Foreign-Born Population,881,220,881,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,610,172,69.2,9.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,271,111,30.8,9.7
Estimate Year Of Entry Population Born Outside The United States,999,229,999,(X)
Estimate Year Of Entry Population Born Outside The United States Native,118,53,118,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,21,0.0,28.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,118,53,100.0,28.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,881,220,881,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,161,101,18.3,9.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,720,186,81.7,9.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",881,220,881,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",268,113,30.4,11.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",182,129,20.7,12.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",155,85,17.6,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,4.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",252,106,28.6,11.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,18,2.7,2.1
Estimate Language Spoken At Home Population 5 Years And Over,10828,197,10828,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9678,364,89.4,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1150,287,10.6,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",101,51,0.9,0.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,463,142,4.3,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",61,42,0.6,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,576,238,5.3,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",27,25,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,60,48,0.6,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",13,17,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,51,45,0.5,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Ancestry Total Population,11531,46,11531,(X)
Estimate Ancestry Total Population American,539,228,4.7,2.0
Estimate Ancestry Total Population Arab,82,70,0.7,0.6
Estimate Ancestry Total Population Czech,13,14,0.1,0.1
Estimate Ancestry Total Population Danish,7,11,0.1,0.1
Estimate Ancestry Total Population Dutch,64,47,0.6,0.4
Estimate Ancestry Total Population English,1551,332,13.5,2.9
Estimate Ancestry Total Population French (Except Basque),320,102,2.8,0.9
Estimate Ancestry Total Population French Canadian,379,142,3.3,1.2
Estimate Ancestry Total Population German,799,257,6.9,2.2
Estimate Ancestry Total Population Greek,165,106,1.4,0.9
Estimate Ancestry Total Population Hungarian,64,95,0.6,0.8
Estimate Ancestry Total Population Irish,3205,531,27.8,4.6
Estimate Ancestry Total Population Italian,1778,347,15.4,3.0
Estimate Ancestry Total Population Lithuanian,51,56,0.4,0.5
Estimate Ancestry Total Population Norwegian,46,44,0.4,0.4
Estimate Ancestry Total Population Polish,379,115,3.3,1.0
Estimate Ancestry Total Population Portuguese,206,79,1.8,0.7
Estimate Ancestry Total Population Russian,111,65,1.0,0.6
Estimate Ancestry Total Population Scotch-Irish,34,29,0.3,0.3
Estimate Ancestry Total Population Scottish,271,111,2.4,1.0
Estimate Ancestry Total Population Slovak,65,86,0.6,0.7
Estimate Ancestry Total Population Subsaharan African,317,130,2.7,1.1
Estimate Ancestry Total Population Swedish,311,152,2.7,1.3
Estimate Ancestry Total Population Swiss,8,12,0.1,0.1
Estimate Ancestry Total Population Ukrainian,17,18,0.1,0.2
Estimate Ancestry Total Population Welsh,45,37,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),65,29,0.6,0.3
Estimate Computers And Internet Use Total Households,2967,154,2967,(X)
Estimate Computers And Internet Use Total Households With A Computer,2931,149,98.8,0.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2900,148,97.7,1.2
