,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,861,312,8.1,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),4353,561,40.9,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2138,294,20.1,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2870,409,27.0,3.0
Estimate Educational Attainment Population 25 Years And Over,30971,1055,30971,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,3613,515,11.7,1.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",3306,445,10.7,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),10310,855,33.3,2.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",5249,507,16.9,1.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2516,415,8.1,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3926,464,12.7,1.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2051,352,6.6,1.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,24052,1008,77.7,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5977,576,19.3,1.7
Estimate Veteran Status Civilian Population 18 Years And Over,35605,1240,35605,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1723,329,4.8,0.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,45134,1500,45134,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,7187,694,15.9,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,10351,837,10351,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,458,165,4.4,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,27952,1056,27952,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,3942,475,14.1,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,6831,544,6831,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2787,461,40.8,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over,45474,1512,45474,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,39081,1588,85.9,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),6393,944,14.1,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,6144,929,13.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,4603,808,10.1,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1541,477,3.4,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,930,370,2.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,611,338,1.3,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,249,143,0.5,0.3
Estimate Place Of Birth Total Population,45990,1530,45990,(X)
Estimate Place Of Birth Total Population Native,38393,1485,83.5,1.6
Estimate Place Of Birth Total Population Native Born In United States,35982,1497,78.2,1.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,30752,1462,66.9,2.1
Estimate Place Of Birth Total Population Native Born In United States Different State,5230,603,11.4,1.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",2411,465,5.2,1.0
Estimate Place Of Birth Total Population Foreign Born,7597,778,16.5,1.6
Estimate U.S. Citizenship Status Foreign-Born Population,7597,778,7597,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4294,572,56.5,6.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,3303,651,43.5,6.3
Estimate Year Of Entry Population Born Outside The United States,10008,901,10008,(X)
Estimate Year Of Entry Population Born Outside The United States Native,2411,465,2411,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,734,284,30.4,9.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1677,364,69.6,9.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7597,778,7597,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2211,504,29.1,5.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5386,659,70.9,5.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7597,778,7597,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",2744,387,36.1,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",889,272,11.7,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1672,395,22.0,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2240,584,29.5,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",52,45,0.7,0.6
Estimate Language Spoken At Home Population 5 Years And Over,43244,1519,43244,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,28769,1372,66.5,2.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,14475,1155,33.5,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",5273,693,12.2,1.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,5937,816,13.7,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2485,521,5.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,7768,931,18.0,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",2495,450,5.8,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,512,204,1.2,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",264,130,0.6,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,258,131,0.6,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",29,42,0.1,0.1
Estimate Ancestry Total Population,45990,1530,45990,(X)
Estimate Ancestry Total Population American,694,227,1.5,0.5
Estimate Ancestry Total Population Arab,221,142,0.5,0.3
Estimate Ancestry Total Population Czech,0,28,0.0,0.1
Estimate Ancestry Total Population Danish,3,6,0.0,0.1
Estimate Ancestry Total Population Dutch,37,36,0.1,0.1
Estimate Ancestry Total Population English,3397,535,7.4,1.2
Estimate Ancestry Total Population French (Except Basque),3161,584,6.9,1.3
Estimate Ancestry Total Population French Canadian,875,276,1.9,0.6
Estimate Ancestry Total Population German,879,273,1.9,0.6
Estimate Ancestry Total Population Greek,49,50,0.1,0.1
Estimate Ancestry Total Population Hungarian,9,14,0.0,0.1
Estimate Ancestry Total Population Irish,4078,593,8.9,1.3
Estimate Ancestry Total Population Italian,1438,304,3.1,0.7
Estimate Ancestry Total Population Lithuanian,42,61,0.1,0.1
Estimate Ancestry Total Population Norwegian,118,79,0.3,0.2
Estimate Ancestry Total Population Polish,862,290,1.9,0.6
Estimate Ancestry Total Population Portuguese,12479,1369,27.1,2.6
Estimate Ancestry Total Population Russian,72,81,0.2,0.2
Estimate Ancestry Total Population Scotch-Irish,105,67,0.2,0.1
Estimate Ancestry Total Population Scottish,270,123,0.6,0.3
Estimate Ancestry Total Population Slovak,9,14,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,6985,870,15.2,1.9
Estimate Ancestry Total Population Swedish,40,31,0.1,0.1
Estimate Ancestry Total Population Swiss,26,24,0.1,0.1
Estimate Ancestry Total Population Ukrainian,9,13,0.0,0.1
Estimate Ancestry Total Population Welsh,52,43,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),568,274,1.2,0.6
Estimate Computers And Internet Use Total Households,19301,690,19301,(X)
Estimate Computers And Internet Use Total Households With A Computer,16772,733,86.9,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,15529,739,80.5,2.2
