,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Never Married,5035,646,50.0,4.7
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",3160,447,31.4,3.6
Estimate Marital Status Females 15 Years And Over Separated,252,111,2.5,1.1
Estimate Marital Status Females 15 Years And Over Widowed,889,251,8.8,2.5
Estimate Marital Status Females 15 Years And Over Divorced,738,263,7.3,2.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,128,99,128,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",27,34,21.1,28.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",6,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",20,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",35,28,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",14,28,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,164,126,164,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,34,40,20.7,28.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,34,40,20.7,28.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,21.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,0.0,21.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,25,0.0,21.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,34,40,34,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,9,15,26.5,30.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,34,40,100.0,56.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,9779,1052,9779,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",127,101,1.3,1.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,118,85,1.2,0.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1470,519,15.0,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),660,210,6.7,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,7404,890,75.7,5.5
Estimate Educational Attainment Population 25 Years And Over,13563,1109,13563,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,601,184,4.4,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1089,307,8.0,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2824,545,20.8,3.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2098,402,15.5,2.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,863,231,6.4,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2928,418,21.6,3.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3160,554,23.3,3.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,11873,1034,87.5,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,6088,686,44.9,3.6
Estimate Veteran Status Civilian Population 18 Years And Over,20737,1438,20737,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,787,186,3.8,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,23119,1755,23119,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3282,497,14.2,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2763,753,2763,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,95,86,3.4,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,17181,1320,17181,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1983,377,11.5,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3175,479,3175,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1204,285,37.9,7.3
Estimate Residence 1 Year Ago Population 1 Year And Over,23389,1757,23389,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,17705,1363,75.7,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5684,1096,24.3,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5397,1091,23.1,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2493,829,10.7,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2904,488,12.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1383,396,5.9,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1521,317,6.5,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,287,157,1.2,0.7
Estimate Place Of Birth Total Population,23509,1756,23509,(X)
Estimate Place Of Birth Total Population Native,19126,1480,81.4,2.9
Estimate Place Of Birth Total Population Native Born In United States,17995,1451,76.5,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12145,1229,51.7,3.6
Estimate Place Of Birth Total Population Native Born In United States Different State,5850,792,24.9,2.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1131,340,4.8,1.5
Estimate Place Of Birth Total Population Foreign Born,4383,802,18.6,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,4383,802,4383,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1928,458,44.0,7.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2455,592,56.0,7.8
Estimate Year Of Entry Population Born Outside The United States,5514,834,5514,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1131,340,1131,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,162,122,14.3,10.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,969,328,85.7,10.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4383,802,4383,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1514,449,34.5,7.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2869,600,65.5,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4383,802,4383,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1063,388,24.3,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1521,430,34.7,8.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",445,313,10.2,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",58,90,1.3,2.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1247,414,28.5,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",49,34,1.1,0.8
Estimate Language Spoken At Home Population 5 Years And Over,22940,1623,22940,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,16426,1349,71.6,4.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,6514,1100,28.4,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2520,642,11.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2986,710,13.0,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1269,482,5.5,2.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1571,464,6.8,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",627,281,2.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1196,412,5.2,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",363,170,1.6,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,761,347,3.3,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",261,172,1.1,0.8
Estimate Ancestry Total Population,23509,1756,23509,(X)
Estimate Ancestry Total Population American,832,330,3.5,1.4
Estimate Ancestry Total Population Arab,565,333,2.4,1.4
Estimate Ancestry Total Population Czech,40,36,0.2,0.2
Estimate Ancestry Total Population Danish,89,101,0.4,0.4
Estimate Ancestry Total Population Dutch,98,76,0.4,0.3
Estimate Ancestry Total Population English,1186,289,5.0,1.3
Estimate Ancestry Total Population French (Except Basque),2041,946,8.7,3.7
Estimate Ancestry Total Population French Canadian,797,267,3.4,1.1
Estimate Ancestry Total Population German,1210,282,5.1,1.2
Estimate Ancestry Total Population Greek,248,111,1.1,0.5
Estimate Ancestry Total Population Hungarian,105,49,0.4,0.2
Estimate Ancestry Total Population Irish,3771,753,16.0,2.8
Estimate Ancestry Total Population Italian,3302,598,14.0,2.5
Estimate Ancestry Total Population Lithuanian,164,77,0.7,0.3
Estimate Ancestry Total Population Norwegian,244,214,1.0,0.9
Estimate Ancestry Total Population Polish,841,290,3.6,1.2
Estimate Ancestry Total Population Portuguese,204,110,0.9,0.5
Estimate Ancestry Total Population Russian,200,107,0.9,0.5
Estimate Ancestry Total Population Scotch-Irish,39,42,0.2,0.2
Estimate Ancestry Total Population Scottish,198,95,0.8,0.4
Estimate Ancestry Total Population Slovak,0,25,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,424,394,1.8,1.7
Estimate Ancestry Total Population Swedish,371,160,1.6,0.7
Estimate Ancestry Total Population Swiss,52,41,0.2,0.2
Estimate Ancestry Total Population Ukrainian,36,37,0.2,0.2
Estimate Ancestry Total Population Welsh,41,36,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),631,334,2.7,1.4
Estimate Computers And Internet Use Total Households,8439,645,8439,(X)
Estimate Computers And Internet Use Total Households With A Computer,7454,594,88.3,3.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,6975,571,82.7,3.9
