,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population Danish,15,12,1.1,1.0
Estimate Ancestry Total Population Dutch,3,4,0.2,0.3
Estimate Ancestry Total Population English,138,46,10.4,3.7
Estimate Ancestry Total Population French (Except Basque),174,65,13.1,5.3
Estimate Ancestry Total Population French Canadian,77,41,5.8,3.1
Estimate Ancestry Total Population German,94,34,7.1,3.1
Estimate Ancestry Total Population Greek,3,4,0.2,0.3
Estimate Ancestry Total Population Hungarian,0,13,0.0,3.0
Estimate Ancestry Total Population Irish,222,76,16.7,5.9
Estimate Ancestry Total Population Italian,116,38,8.7,3.1
Estimate Ancestry Total Population Lithuanian,0,13,0.0,3.0
Estimate Ancestry Total Population Norwegian,4,5,0.3,0.4
Estimate Ancestry Total Population Polish,74,39,5.6,2.9
Estimate Ancestry Total Population Portuguese,13,13,1.0,1.0
Estimate Ancestry Total Population Russian,3,4,0.2,0.3
Estimate Ancestry Total Population Scotch-Irish,12,7,0.9,0.5
Estimate Ancestry Total Population Scottish,29,27,2.2,2.1
Estimate Ancestry Total Population Slovak,5,7,0.4,0.5
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.0
Estimate Ancestry Total Population Swedish,14,10,1.1,0.8
Estimate Ancestry Total Population Swiss,0,13,0.0,3.0
Estimate Ancestry Total Population Ukrainian,11,16,0.8,1.2
Estimate Ancestry Total Population Welsh,22,27,1.7,2.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.0
Estimate Computers And Internet Use Total Households,498,63,498,(X)
Estimate Computers And Internet Use Total Households With A Computer,448,61,90.0,5.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,372,60,74.7,7.2
