,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Never Married,5501,768,75.9,4.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",923,216,12.7,3.1
Estimate Marital Status Females 15 Years And Over Separated,135,76,1.9,1.0
Estimate Marital Status Females 15 Years And Over Widowed,180,94,2.5,1.2
Estimate Marital Status Females 15 Years And Over Divorced,505,193,7.0,2.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,97,65,97,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",45,53,46.4,41.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",9,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",18,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",3,7,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",22,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",21,25,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,88,73,88,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,11,14,12.5,25.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,34.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,6,12,6.8,19.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,34.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,5,7,5.7,10.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,11,14,11,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,11,14,100.0,99.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,5,7,45.5,54.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,7801,1157,7801,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",18,21,0.2,0.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,241,275,3.1,3.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),577,161,7.4,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),461,146,5.9,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,6504,1116,83.4,5.0
Estimate Educational Attainment Population 25 Years And Over,6819,689,6819,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,467,155,6.8,2.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",641,222,9.4,2.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1186,224,17.4,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1410,344,20.7,4.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,239,88,3.5,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1790,372,26.3,4.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1086,251,15.9,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5711,592,83.8,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2876,465,42.2,5.1
Estimate Veteran Status Civilian Population 18 Years And Over,13615,1413,13615,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,328,146,2.4,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,14955,1596,14955,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2228,448,14.9,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1454,431,1454,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,155,91,10.7,6.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,12547,1367,12547,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1560,298,12.4,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,954,240,954,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,513,232,53.8,14.0
Estimate Residence 1 Year Ago Population 1 Year And Over,14994,1556,14994,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10468,1298,69.8,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),4526,692,30.2,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3765,646,25.1,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2019,435,13.5,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1746,453,11.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,749,212,5.0,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,997,315,6.6,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,761,210,5.1,1.4
Estimate Place Of Birth Total Population,15082,1569,15082,(X)
Estimate Place Of Birth Total Population Native,11814,1429,78.3,3.0
Estimate Place Of Birth Total Population Native Born In United States,10558,1371,70.0,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5362,816,35.6,3.4
Estimate Place Of Birth Total Population Native Born In United States Different State,5196,831,34.5,3.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1256,287,8.3,1.8
Estimate Place Of Birth Total Population Foreign Born,3268,474,21.7,3.0
Estimate U.S. Citizenship Status Foreign-Born Population,3268,474,3268,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1357,321,41.5,7.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1911,357,58.5,7.5
Estimate Year Of Entry Population Born Outside The United States,4524,587,4524,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1256,287,1256,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,320,110,25.5,7.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,936,240,74.5,7.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3268,474,3268,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1624,334,49.7,7.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1644,319,50.3,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3268,474,3268,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",244,142,7.5,4.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1775,356,54.3,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",321,183,9.8,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",8,17,0.2,0.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",898,247,27.5,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",22,23,0.7,0.7
Estimate Language Spoken At Home Population 5 Years And Over,14754,1562,14754,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8821,1354,59.8,4.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,5933,734,40.2,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2104,382,14.3,2.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2761,540,18.7,3.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1222,329,8.3,2.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1202,346,8.1,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",181,101,1.2,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1641,424,11.1,2.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",631,224,4.3,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,329,146,2.2,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",70,47,0.5,0.3
Estimate Ancestry Total Population,15082,1569,15082,(X)
Estimate Ancestry Total Population American,224,103,1.5,0.7
Estimate Ancestry Total Population Arab,70,54,0.5,0.4
Estimate Ancestry Total Population Czech,13,22,0.1,0.1
Estimate Ancestry Total Population Danish,12,16,0.1,0.1
Estimate Ancestry Total Population Dutch,78,54,0.5,0.4
Estimate Ancestry Total Population English,491,196,3.3,1.3
Estimate Ancestry Total Population French (Except Basque),198,117,1.3,0.8
Estimate Ancestry Total Population French Canadian,290,157,1.9,1.0
Estimate Ancestry Total Population German,745,206,4.9,1.4
Estimate Ancestry Total Population Greek,40,30,0.3,0.2
Estimate Ancestry Total Population Hungarian,16,23,0.1,0.2
Estimate Ancestry Total Population Irish,1429,414,9.5,2.4
Estimate Ancestry Total Population Italian,799,238,5.3,1.4
Estimate Ancestry Total Population Lithuanian,34,37,0.2,0.2
Estimate Ancestry Total Population Norwegian,42,35,0.3,0.2
Estimate Ancestry Total Population Polish,333,124,2.2,0.8
Estimate Ancestry Total Population Portuguese,41,32,0.3,0.2
Estimate Ancestry Total Population Russian,162,92,1.1,0.6
Estimate Ancestry Total Population Scotch-Irish,18,19,0.1,0.1
Estimate Ancestry Total Population Scottish,174,110,1.2,0.7
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,344,172,2.3,1.1
Estimate Ancestry Total Population Swedish,21,19,0.1,0.1
Estimate Ancestry Total Population Swiss,6,9,0.0,0.1
Estimate Ancestry Total Population Ukrainian,17,30,0.1,0.2
Estimate Ancestry Total Population Welsh,21,23,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),186,101,1.2,0.7
Estimate Computers And Internet Use Total Households,4701,362,4701,(X)
Estimate Computers And Internet Use Total Households With A Computer,4296,356,91.4,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3912,362,83.2,3.7
