,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over,2178,217,2178,(X)
Estimate Marital Status Males 15 Years And Over Never Married,848,160,38.9,6.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",990,148,45.5,5.5
Estimate Marital Status Males 15 Years And Over Separated,47,44,2.2,2.0
Estimate Marital Status Males 15 Years And Over Widowed,85,57,3.9,2.6
Estimate Marital Status Males 15 Years And Over Divorced,208,98,9.6,4.3
Estimate Marital Status Females 15 Years And Over,2127,245,2127,(X)
Estimate Marital Status Females 15 Years And Over Never Married,543,137,25.5,5.3
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",945,139,44.4,6.3
Estimate Marital Status Females 15 Years And Over Separated,11,19,0.5,0.9
Estimate Marital Status Females 15 Years And Over Widowed,203,99,9.5,4.2
Estimate Marital Status Females 15 Years And Over Divorced,425,121,20.0,4.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,46,36,46,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",31,31,67.4,39.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",55,54,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",48,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,339,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",98,81,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",16,31,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,15,16,15,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,15,16,100.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,84.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,15,16,100.0,84.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,15,16,15,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,15,16,100.0,84.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,0.0,84.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,808,160,808,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",52,43,6.4,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,38,33,4.7,4.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),383,106,47.4,9.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),191,87,23.6,8.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,144,75,17.8,8.7
Estimate Educational Attainment Population 25 Years And Over,3841,342,3841,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,64,51,1.7,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",209,98,5.4,2.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1569,283,40.8,6.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",698,182,18.2,4.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,308,108,8.0,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,557,145,14.5,3.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,436,136,11.4,3.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3568,330,92.9,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,993,217,25.9,5.1
Estimate Veteran Status Civilian Population 18 Years And Over,4154,355,4154,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,320,106,7.7,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4864,383,4864,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,898,186,18.5,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,814,156,814,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,70,63,8.6,7.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3038,302,3038,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,455,157,15.0,4.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1012,188,1012,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,373,112,36.9,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over,4924,381,4924,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4588,379,93.2,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),336,137,6.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,336,137,6.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,294,126,6.0,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,42,38,0.9,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,40,38,0.8,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,2,5,0.0,0.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,0.8
Estimate Place Of Birth Total Population,4968,384,4968,(X)
Estimate Place Of Birth Total Population Native,4749,392,95.6,2.7
Estimate Place Of Birth Total Population Native Born In United States,4590,399,92.4,3.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3632,359,73.1,4.9
Estimate Place Of Birth Total Population Native Born In United States Different State,958,189,19.3,3.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",159,135,3.2,2.7
Estimate Place Of Birth Total Population Foreign Born,219,133,4.4,2.7
Estimate U.S. Citizenship Status Foreign-Born Population,219,133,219,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,94,87,42.9,31.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,125,104,57.1,31.4
Estimate Year Of Entry Population Born Outside The United States,378,199,378,(X)
Estimate Year Of Entry Population Born Outside The United States Native,159,135,159,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,97,126,61.0,42.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,62,52,39.0,42.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,219,133,219,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,68,96,31.1,36.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,151,103,68.9,36.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",219,133,219,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",100,88,45.7,31.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",18,22,8.2,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,16.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,16.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",101,100,46.1,34.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,16.6
Estimate Language Spoken At Home Population 5 Years And Over,4762,369,4762,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4323,379,90.8,4.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,439,195,9.2,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",166,123,3.5,2.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,286,174,6.0,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",96,100,2.0,2.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,147,99,3.1,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",64,70,1.3,1.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,6,12,0.1,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",6,12,0.1,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,0.8
Estimate Ancestry Total Population,4968,384,4968,(X)
Estimate Ancestry Total Population American,91,44,1.8,0.9
Estimate Ancestry Total Population Arab,7,12,0.1,0.2
Estimate Ancestry Total Population Czech,29,37,0.6,0.7
Estimate Ancestry Total Population Danish,0,13,0.0,0.8
Estimate Ancestry Total Population Dutch,11,17,0.2,0.3
Estimate Ancestry Total Population English,785,235,15.8,4.5
Estimate Ancestry Total Population French (Except Basque),812,235,16.3,5.0
Estimate Ancestry Total Population French Canadian,326,149,6.6,3.0
Estimate Ancestry Total Population German,699,205,14.1,4.5
Estimate Ancestry Total Population Greek,31,49,0.6,1.0
Estimate Ancestry Total Population Hungarian,0,13,0.0,0.8
Estimate Ancestry Total Population Irish,897,224,18.1,4.2
Estimate Ancestry Total Population Italian,249,101,5.0,2.0
Estimate Ancestry Total Population Lithuanian,0,13,0.0,0.8
Estimate Ancestry Total Population Norwegian,9,14,0.2,0.3
Estimate Ancestry Total Population Polish,428,187,8.6,3.5
Estimate Ancestry Total Population Portuguese,13,20,0.3,0.4
Estimate Ancestry Total Population Russian,26,25,0.5,0.5
Estimate Ancestry Total Population Scotch-Irish,109,89,2.2,1.8
Estimate Ancestry Total Population Scottish,220,96,4.4,1.9
Estimate Ancestry Total Population Slovak,7,13,0.1,0.3
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,0.8
Estimate Ancestry Total Population Swedish,46,42,0.9,0.8
Estimate Ancestry Total Population Swiss,0,13,0.0,0.8
Estimate Ancestry Total Population Ukrainian,9,13,0.2,0.3
Estimate Ancestry Total Population Welsh,50,54,1.0,1.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,0.8
Estimate Computers And Internet Use Total Households,2312,247,2312,(X)
Estimate Computers And Internet Use Total Households With A Computer,1911,222,82.7,5.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1811,224,78.3,6.0
