,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over,512,119,512,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,20,32,3.9,6.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",8,8,1.6,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),148,57,28.9,10.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",177,109,34.6,16.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,18,19,3.5,3.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,63,41,12.3,7.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,78,43,15.2,9.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,484,122,94.5,6.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,141,66,27.5,13.1
Estimate Veteran Status Civilian Population 18 Years And Over,597,157,597,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,66,51,11.1,8.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,715,196,715,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,116,63,16.2,8.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,118,66,118,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,17,18,14.4,16.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,459,151,459,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,29,25,6.3,5.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,138,68,138,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,70,61,50.7,30.5
Estimate Residence 1 Year Ago Population 1 Year And Over,715,196,715,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,712,196,99.6,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3,5,0.4,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3,5,0.4,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,0,13,0.0,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,3,5,0.4,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,3,5,0.4,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,5.4
Estimate Place Of Birth Total Population,715,196,715,(X)
Estimate Place Of Birth Total Population Native,665,188,93.0,6.9
Estimate Place Of Birth Total Population Native Born In United States,657,188,91.9,7.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,526,184,73.6,11.2
Estimate Place Of Birth Total Population Native Born In United States Different State,131,72,18.3,10.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",8,15,1.1,2.1
Estimate Place Of Birth Total Population Foreign Born,50,53,7.0,6.9
Estimate U.S. Citizenship Status Foreign-Born Population,50,53,50,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,42,51,84.0,37.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,8,16,16.0,37.2
Estimate Year Of Entry Population Born Outside The United States,58,58,58,(X)
Estimate Year Of Entry Population Born Outside The United States Native,8,15,8,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,8,15,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,50,53,50,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,46.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,50,53,100.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",50,53,50,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",8,16,16.0,37.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,46.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",13,20,26.0,40.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",29,47,58.0,55.8
Estimate Language Spoken At Home Population 5 Years And Over,699,179,699,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,616,177,88.1,12.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,83,88,11.9,12.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,13,0.0,5.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,9,10,1.3,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,5.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,22,37,3.1,5.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,5.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,5.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,5.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,52,75,7.4,10.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,5.6
Estimate Ancestry Total Population,715,196,715,(X)
Estimate Ancestry Total Population American,53,48,7.4,7.0
Estimate Ancestry Total Population Arab,0,13,0.0,5.4
Estimate Ancestry Total Population Czech,0,13,0.0,5.4
Estimate Ancestry Total Population Danish,0,13,0.0,5.4
Estimate Ancestry Total Population Dutch,0,13,0.0,5.4
Estimate Ancestry Total Population English,133,65,18.6,8.5
Estimate Ancestry Total Population French (Except Basque),53,52,7.4,7.3
Estimate Ancestry Total Population French Canadian,46,44,6.4,6.4
Estimate Ancestry Total Population German,55,42,7.7,6.2
Estimate Ancestry Total Population Greek,0,13,0.0,5.4
Estimate Ancestry Total Population Hungarian,0,13,0.0,5.4
Estimate Ancestry Total Population Irish,71,50,9.9,6.8
Estimate Ancestry Total Population Italian,39,42,5.5,5.8
Estimate Ancestry Total Population Lithuanian,26,49,3.6,6.8
Estimate Ancestry Total Population Norwegian,6,10,0.8,1.4
Estimate Ancestry Total Population Polish,100,73,14.0,10.6
Estimate Ancestry Total Population Portuguese,0,13,0.0,5.4
Estimate Ancestry Total Population Russian,0,13,0.0,5.4
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,5.4
Estimate Ancestry Total Population Scottish,23,32,3.2,4.6
Estimate Ancestry Total Population Slovak,0,13,0.0,5.4
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,5.4
Estimate Ancestry Total Population Swedish,10,15,1.4,2.2
Estimate Ancestry Total Population Swiss,0,13,0.0,5.4
Estimate Ancestry Total Population Ukrainian,0,13,0.0,5.4
Estimate Ancestry Total Population Welsh,0,13,0.0,5.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,5.4
Estimate Computers And Internet Use Total Households,327,81,327,(X)
Estimate Computers And Internet Use Total Households With A Computer,308,80,94.2,6.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,266,70,81.3,14.5
