,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Widowed,273,115,10.1,4.1
Estimate Marital Status Females 15 Years And Over Divorced,244,119,9.1,4.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,58,53,58,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,43.2
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,45,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",37,35,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,120,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",103,103,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,58,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,73,90,73,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,58,89,79.5,45.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,38.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,58,89,79.5,45.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,38.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,38.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,58,89,58,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,29,44,50.0,3.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,58,89,100.0,43.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1700,416,1700,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",33,51,1.9,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,14,24,0.8,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),761,256,44.8,10.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),564,191,33.2,11.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,328,193,19.3,7.7
Estimate Educational Attainment Population 25 Years And Over,4047,375,4047,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,48,51,1.2,1.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",120,77,3.0,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1013,276,25.0,7.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",759,250,18.8,5.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,292,146,7.2,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1140,278,28.2,5.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,675,178,16.7,4.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3879,357,95.8,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1815,309,44.8,6.1
Estimate Veteran Status Civilian Population 18 Years And Over,4505,243,4505,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,381,168,8.5,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5968,24,5968,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,802,256,13.4,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1505,244,1505,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,27,25,1.8,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3453,167,3453,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,351,146,10.2,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1010,224,1010,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,424,188,42.0,14.4
Estimate Residence 1 Year Ago Population 1 Year And Over,5952,56,5952,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,5764,123,96.8,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),188,111,3.2,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,162,103,2.7,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,101,76,1.7,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,61,56,1.0,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,22,35,0.4,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,39,43,0.7,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,26,33,0.4,0.6
Estimate Place Of Birth Total Population,6012,16,6012,(X)
Estimate Place Of Birth Total Population Native,5862,95,97.5,1.6
Estimate Place Of Birth Total Population Native Born In United States,5774,135,96.0,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4503,395,74.9,6.5
Estimate Place Of Birth Total Population Native Born In United States Different State,1271,383,21.1,6.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",88,70,1.5,1.2
Estimate Place Of Birth Total Population Foreign Born,150,94,2.5,1.6
Estimate U.S. Citizenship Status Foreign-Born Population,150,94,150,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,108,73,72.0,30.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,42,55,28.0,30.3
Estimate Year Of Entry Population Born Outside The United States,238,133,238,(X)
Estimate Year Of Entry Population Born Outside The United States Native,88,70,88,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,19,27,21.6,29.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,69,62,78.4,29.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,150,94,150,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,35,53,23.3,30.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,115,75,76.7,30.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",150,94,150,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",87,57,58.0,28.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",28,39,18.7,22.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",35,53,23.3,30.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,23.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,19,0.0,23.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,23.1
Estimate Language Spoken At Home Population 5 Years And Over,5847,111,5847,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5587,207,95.6,2.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,260,165,4.4,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",45,45,0.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,70,75,1.2,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",8,16,0.1,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,127,108,2.2,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",30,37,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,28,39,0.5,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",7,13,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,35,53,0.6,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Ancestry Total Population,6012,16,6012,(X)
Estimate Ancestry Total Population American,168,146,2.8,2.4
Estimate Ancestry Total Population Arab,40,71,0.7,1.2
Estimate Ancestry Total Population Czech,48,78,0.8,1.3
Estimate Ancestry Total Population Danish,0,19,0.0,0.7
Estimate Ancestry Total Population Dutch,56,57,0.9,0.9
Estimate Ancestry Total Population English,781,319,13.0,5.3
Estimate Ancestry Total Population French (Except Basque),263,124,4.4,2.1
Estimate Ancestry Total Population French Canadian,379,255,6.3,4.2
Estimate Ancestry Total Population German,296,133,4.9,2.2
Estimate Ancestry Total Population Greek,18,30,0.3,0.5
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.7
Estimate Ancestry Total Population Irish,1590,449,26.4,7.5
Estimate Ancestry Total Population Italian,887,283,14.8,4.7
Estimate Ancestry Total Population Lithuanian,51,52,0.8,0.9
Estimate Ancestry Total Population Norwegian,12,21,0.2,0.4
Estimate Ancestry Total Population Polish,311,169,5.2,2.8
Estimate Ancestry Total Population Portuguese,152,99,2.5,1.6
Estimate Ancestry Total Population Russian,29,34,0.5,0.6
Estimate Ancestry Total Population Scotch-Irish,53,50,0.9,0.8
Estimate Ancestry Total Population Scottish,682,343,11.3,5.7
Estimate Ancestry Total Population Slovak,7,13,0.1,0.2
Estimate Ancestry Total Population Subsaharan African,35,53,0.6,0.9
Estimate Ancestry Total Population Swedish,79,118,1.3,2.0
Estimate Ancestry Total Population Swiss,0,19,0.0,0.7
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.7
Estimate Ancestry Total Population Welsh,0,19,0.0,0.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),71,102,1.2,1.7
Estimate Computers And Internet Use Total Households,2116,245,2116,(X)
Estimate Computers And Internet Use Total Households With A Computer,1946,202,92.0,5.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1883,208,89.0,6.0
