,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,65,57,0.2,0.2
Estimate Place Of Birth Total Population,35600,240,35600,(X)
Estimate Place Of Birth Total Population Native,29450,677,82.7,1.8
Estimate Place Of Birth Total Population Native Born In United States,28622,725,80.4,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,20068,842,56.4,2.3
Estimate Place Of Birth Total Population Native Born In United States Different State,8554,625,24.0,1.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",828,336,2.3,0.9
Estimate Place Of Birth Total Population Foreign Born,6150,660,17.3,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,6150,660,6150,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4109,527,66.8,6.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2041,479,33.2,6.2
Estimate Year Of Entry Population Born Outside The United States,6978,706,6978,(X)
Estimate Year Of Entry Population Born Outside The United States Native,828,336,828,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,164,104,19.8,12.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,664,313,80.2,12.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6150,660,6150,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1060,397,17.2,5.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5090,497,82.8,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6150,660,6150,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",930,274,15.1,4.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",4187,560,68.1,5.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",40,37,0.7,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",34,50,0.6,0.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",817,247,13.3,3.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",142,81,2.3,1.3
Estimate Language Spoken At Home Population 5 Years And Over,33685,376,33685,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,26314,869,78.1,2.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7371,795,21.9,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1741,349,5.2,1.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1514,461,4.5,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",288,116,0.9,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2785,508,8.3,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",437,144,1.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,2817,488,8.4,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",984,309,2.9,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,255,232,0.8,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",32,49,0.1,0.1
Estimate Ancestry Total Population,35600,240,35600,(X)
Estimate Ancestry Total Population American,1053,295,3.0,0.8
Estimate Ancestry Total Population Arab,521,322,1.5,0.9
Estimate Ancestry Total Population Czech,87,64,0.2,0.2
Estimate Ancestry Total Population Danish,79,59,0.2,0.2
Estimate Ancestry Total Population Dutch,165,92,0.5,0.3
Estimate Ancestry Total Population English,4225,527,11.9,1.5
Estimate Ancestry Total Population French (Except Basque),1231,317,3.5,0.9
Estimate Ancestry Total Population French Canadian,1166,288,3.3,0.8
Estimate Ancestry Total Population German,2366,355,6.6,1.0
Estimate Ancestry Total Population Greek,635,532,1.8,1.5
Estimate Ancestry Total Population Hungarian,90,67,0.3,0.2
Estimate Ancestry Total Population Irish,6889,735,19.4,2.1
Estimate Ancestry Total Population Italian,5117,708,14.4,2.0
Estimate Ancestry Total Population Lithuanian,183,116,0.5,0.3
Estimate Ancestry Total Population Norwegian,96,87,0.3,0.2
Estimate Ancestry Total Population Polish,1701,363,4.8,1.0
Estimate Ancestry Total Population Portuguese,639,177,1.8,0.5
Estimate Ancestry Total Population Russian,737,218,2.1,0.6
Estimate Ancestry Total Population Scotch-Irish,263,140,0.7,0.4
Estimate Ancestry Total Population Scottish,701,163,2.0,0.5
Estimate Ancestry Total Population Slovak,31,35,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,228,124,0.6,0.3
Estimate Ancestry Total Population Swedish,660,258,1.9,0.7
Estimate Ancestry Total Population Swiss,73,78,0.2,0.2
Estimate Ancestry Total Population Ukrainian,46,44,0.1,0.1
Estimate Ancestry Total Population Welsh,140,84,0.4,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),185,168,0.5,0.5
Estimate Computers And Internet Use Total Households,13235,371,13235,(X)
Estimate Computers And Internet Use Total Households With A Computer,12944,369,97.8,0.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,12748,376,96.3,1.2
