,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",172,117,1.0,0.7
Estimate Place Of Birth Total Population Foreign Born,1480,475,8.7,2.8
Estimate U.S. Citizenship Status Foreign-Born Population,1480,475,1480,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,770,275,52.0,17.4
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,710,386,48.0,17.4
Estimate Year Of Entry Population Born Outside The United States,1652,489,1652,(X)
Estimate Year Of Entry Population Born Outside The United States Native,172,117,172,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,16,28,9.3,17.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,156,115,90.7,17.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1480,475,1480,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,506,372,34.2,19.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,974,311,65.8,19.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1480,475,1480,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",313,153,21.1,11.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",217,137,14.7,8.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1,2,0.1,0.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,2.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",633,398,42.8,20.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",316,208,21.4,13.3
Estimate Language Spoken At Home Population 5 Years And Over,16057,205,16057,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,14352,680,89.4,3.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1705,567,10.6,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",622,397,3.9,2.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,903,481,5.6,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",424,380,2.6,2.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,599,268,3.7,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",177,108,1.1,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,160,123,1.0,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",21,37,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,43,89,0.3,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.2
Estimate Ancestry Total Population,16934,42,16934,(X)
Estimate Ancestry Total Population American,586,276,3.5,1.6
Estimate Ancestry Total Population Arab,120,113,0.7,0.7
Estimate Ancestry Total Population Czech,0,21,0.0,0.2
Estimate Ancestry Total Population Danish,41,46,0.2,0.3
Estimate Ancestry Total Population Dutch,115,114,0.7,0.7
Estimate Ancestry Total Population English,2161,503,12.8,3.0
Estimate Ancestry Total Population French (Except Basque),2234,562,13.2,3.3
Estimate Ancestry Total Population French Canadian,942,425,5.6,2.5
Estimate Ancestry Total Population German,1278,490,7.5,2.9
Estimate Ancestry Total Population Greek,196,177,1.2,1.0
Estimate Ancestry Total Population Hungarian,292,421,1.7,2.5
Estimate Ancestry Total Population Irish,3626,645,21.4,3.8
Estimate Ancestry Total Population Italian,2537,616,15.0,3.6
Estimate Ancestry Total Population Lithuanian,67,51,0.4,0.3
Estimate Ancestry Total Population Norwegian,67,55,0.4,0.3
Estimate Ancestry Total Population Polish,532,231,3.1,1.4
Estimate Ancestry Total Population Portuguese,709,511,4.2,3.0
Estimate Ancestry Total Population Russian,164,131,1.0,0.8
Estimate Ancestry Total Population Scotch-Irish,62,49,0.4,0.3
Estimate Ancestry Total Population Scottish,335,153,2.0,0.9
Estimate Ancestry Total Population Slovak,20,34,0.1,0.2
Estimate Ancestry Total Population Subsaharan African,665,949,3.9,5.6
Estimate Ancestry Total Population Swedish,402,244,2.4,1.4
Estimate Ancestry Total Population Swiss,29,48,0.2,0.3
Estimate Ancestry Total Population Ukrainian,75,69,0.4,0.4
Estimate Ancestry Total Population Welsh,36,56,0.2,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),1,2,0.0,0.1
Estimate Computers And Internet Use Total Households,6250,409,6250,(X)
Estimate Computers And Internet Use Total Households With A Computer,5990,403,95.8,1.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5924,402,94.8,1.9
