,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,15.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,8,13,3.3,7.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,10,17,4.1,9.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,18,21,18,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,0.0,77.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,8,13,44.4,55.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2643,244,2643,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",319,96,12.1,3.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,205,76,7.8,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),998,202,37.8,7.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),606,172,22.9,6.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,515,207,19.5,7.0
Estimate Educational Attainment Population 25 Years And Over,6961,177,6961,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,36,38,0.5,0.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",157,103,2.3,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1441,404,20.7,5.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",922,175,13.2,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,440,128,6.3,1.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2016,307,29.0,4.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1949,266,28.0,3.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,6768,190,97.2,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3965,401,57.0,5.9
Estimate Veteran Status Civilian Population 18 Years And Over,7656,177,7656,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,361,113,4.7,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,9939,68,9939,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,985,240,9.9,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2407,177,2407,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,49,36,2.0,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5995,286,5995,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,500,209,8.3,3.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1537,215,1537,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,436,124,28.4,8.0
Estimate Residence 1 Year Ago Population 1 Year And Over,10032,40,10032,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9425,202,93.9,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),607,203,6.1,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,575,204,5.7,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,371,164,3.7,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,204,114,2.0,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,115,97,1.1,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,89,68,0.9,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,32,49,0.3,0.5
Estimate Place Of Birth Total Population,10063,22,10063,(X)
Estimate Place Of Birth Total Population Native,9109,290,90.5,2.9
Estimate Place Of Birth Total Population Native Born In United States,9003,293,89.5,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7028,410,69.8,4.1
Estimate Place Of Birth Total Population Native Born In United States Different State,1975,291,19.6,2.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",106,69,1.1,0.7
Estimate Place Of Birth Total Population Foreign Born,954,291,9.5,2.9
Estimate U.S. Citizenship Status Foreign-Born Population,954,291,954,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,499,172,52.3,13.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,455,219,47.7,13.9
Estimate Year Of Entry Population Born Outside The United States,1060,294,1060,(X)
Estimate Year Of Entry Population Born Outside The United States Native,106,69,106,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,24,36,22.6,29.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,82,56,77.4,29.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,954,291,954,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,303,196,31.8,14.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,651,189,68.2,14.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",954,291,954,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",410,211,43.0,14.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",399,157,41.8,12.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",7,12,0.7,1.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",10,18,1.0,2.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",104,75,10.9,7.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,22,2.5,2.5
Estimate Language Spoken At Home Population 5 Years And Over,9464,135,9464,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8640,329,91.3,3.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,824,310,8.7,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",189,120,2.0,1.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,95,85,1.0,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",9,9,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,258,206,2.7,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",61,77,0.6,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,271,124,2.9,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",16,20,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,200,169,2.1,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",103,92,1.1,1.0
Estimate Ancestry Total Population,10063,22,10063,(X)
Estimate Ancestry Total Population American,529,294,5.3,2.9
Estimate Ancestry Total Population Arab,24,31,0.2,0.3
Estimate Ancestry Total Population Czech,6,10,0.1,0.1
Estimate Ancestry Total Population Danish,49,67,0.5,0.7
Estimate Ancestry Total Population Dutch,106,63,1.1,0.6
Estimate Ancestry Total Population English,1621,458,16.1,4.6
Estimate Ancestry Total Population French (Except Basque),698,229,6.9,2.3
Estimate Ancestry Total Population French Canadian,406,153,4.0,1.5
Estimate Ancestry Total Population German,1075,305,10.7,3.0
Estimate Ancestry Total Population Greek,115,81,1.1,0.8
Estimate Ancestry Total Population Hungarian,69,89,0.7,0.9
Estimate Ancestry Total Population Irish,2496,513,24.8,5.1
Estimate Ancestry Total Population Italian,1226,321,12.2,3.2
Estimate Ancestry Total Population Lithuanian,91,93,0.9,0.9
Estimate Ancestry Total Population Norwegian,105,83,1.0,0.8
Estimate Ancestry Total Population Polish,322,125,3.2,1.2
Estimate Ancestry Total Population Portuguese,39,35,0.4,0.3
Estimate Ancestry Total Population Russian,156,81,1.6,0.8
Estimate Ancestry Total Population Scotch-Irish,154,96,1.5,1.0
Estimate Ancestry Total Population Scottish,423,153,4.2,1.5
Estimate Ancestry Total Population Slovak,8,13,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,30,38,0.3,0.4
Estimate Ancestry Total Population Swedish,132,85,1.3,0.8
Estimate Ancestry Total Population Swiss,42,53,0.4,0.5
Estimate Ancestry Total Population Ukrainian,150,129,1.5,1.3
Estimate Ancestry Total Population Welsh,67,68,0.7,0.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),6,11,0.1,0.1
Estimate Computers And Internet Use Total Households,3504,149,3504,(X)
Estimate Computers And Internet Use Total Households With A Computer,3405,151,97.2,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3364,144,96.0,1.4
