,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,292,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,390,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,13,19,13,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,91.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,91.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,91.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,91.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,91.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,184,106,184,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",12,19,6.5,9.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,19.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),85,71,46.2,34.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),0,13,0.0,19.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,87,87,47.3,36.3
Estimate Educational Attainment Population 25 Years And Over,363,112,363,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,10.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",9,16,2.5,4.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),43,35,11.8,8.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",12,18,3.3,4.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,54,50,14.9,13.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,140,74,38.6,14.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,105,57,28.9,14.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,354,108,97.5,4.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,245,89,67.5,13.8
Estimate Veteran Status Civilian Population 18 Years And Over,441,131,441,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,0,13,0.0,8.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,538,176,538,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,8,12,1.5,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,97,78,97,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,32.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,379,136,379,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,0,13,0.0,10.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,62,70,62,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,8,12,12.9,29.1
Estimate Residence 1 Year Ago Population 1 Year And Over,538,176,538,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,449,160,83.5,8.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),89,53,16.5,8.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,89,53,16.5,8.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,61,50,11.3,9.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,28,29,5.2,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,28,29,5.2,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,7.2
Estimate Place Of Birth Total Population,538,176,538,(X)
Estimate Place Of Birth Total Population Native,423,147,78.6,13.7
Estimate Place Of Birth Total Population Native Born In United States,407,153,75.7,14.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,363,154,67.5,16.3
Estimate Place Of Birth Total Population Native Born In United States Different State,44,47,8.2,8.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",16,17,3.0,3.6
Estimate Place Of Birth Total Population Foreign Born,115,89,21.4,13.7
Estimate U.S. Citizenship Status Foreign-Born Population,115,89,115,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,52,59,45.2,36.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,63,62,54.8,36.2
Estimate Year Of Entry Population Born Outside The United States,131,89,131,(X)
Estimate Year Of Entry Population Born Outside The United States Native,16,17,16,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,82.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,16,17,100.0,82.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,115,89,115,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,76,82,66.1,32.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,39,32,33.9,32.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",115,89,115,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,13,0.0,28.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",93,92,80.9,28.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,28.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,28.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",22,26,19.1,28.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,28.6
Estimate Language Spoken At Home Population 5 Years And Over,526,172,526,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,398,144,75.7,15.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,128,95,24.3,15.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",33,32,6.3,5.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,22,26,4.2,5.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,7.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,40,71,7.6,12.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",9,16,1.7,2.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,66,61,12.5,10.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",24,26,4.6,4.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,7.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,7.3
Estimate Ancestry Total Population,538,176,538,(X)
Estimate Ancestry Total Population American,50,46,9.3,8.1
Estimate Ancestry Total Population Arab,0,13,0.0,7.2
Estimate Ancestry Total Population Czech,0,13,0.0,7.2
Estimate Ancestry Total Population Danish,0,13,0.0,7.2
Estimate Ancestry Total Population Dutch,0,13,0.0,7.2
Estimate Ancestry Total Population English,69,63,12.8,10.2
Estimate Ancestry Total Population French (Except Basque),0,13,0.0,7.2
Estimate Ancestry Total Population French Canadian,11,17,2.0,3.4
Estimate Ancestry Total Population German,37,35,6.9,6.9
Estimate Ancestry Total Population Greek,0,13,0.0,7.2
Estimate Ancestry Total Population Hungarian,0,13,0.0,7.2
Estimate Ancestry Total Population Irish,108,117,20.1,18.8
Estimate Ancestry Total Population Italian,80,65,14.9,9.7
Estimate Ancestry Total Population Lithuanian,0,13,0.0,7.2
Estimate Ancestry Total Population Norwegian,12,18,2.2,3.3
Estimate Ancestry Total Population Polish,32,31,5.9,6.1
Estimate Ancestry Total Population Portuguese,0,13,0.0,7.2
Estimate Ancestry Total Population Russian,0,13,0.0,7.2
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,7.2
Estimate Ancestry Total Population Scottish,22,33,4.1,6.2
Estimate Ancestry Total Population Slovak,0,13,0.0,7.2
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,7.2
Estimate Ancestry Total Population Swedish,12,18,2.2,3.3
Estimate Ancestry Total Population Swiss,0,13,0.0,7.2
Estimate Ancestry Total Population Ukrainian,0,13,0.0,7.2
Estimate Ancestry Total Population Welsh,14,22,2.6,4.0
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,7.2
Estimate Computers And Internet Use Total Households,215,56,215,(X)
Estimate Computers And Internet Use Total Households With A Computer,199,56,92.6,8.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,199,56,92.6,8.6
