,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,82,96,55.8,32.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,65,61,44.2,32.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,695,199,695,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,26,43,3.7,6.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,669,197,96.3,6.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",695,199,695,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",361,155,51.9,17.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",103,97,14.8,14.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",185,145,26.6,17.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,5.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",16,25,2.3,3.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",30,48,4.3,6.8
Estimate Language Spoken At Home Population 5 Years And Over,6449,708,6449,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5456,740,84.6,6.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,993,417,15.4,6.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",178,141,2.8,2.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,69,89,1.1,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,769,410,11.9,6.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",178,141,2.8,2.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,45,75,0.7,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,110,84,1.7,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,6867,867,6867,(X)
Estimate Ancestry Total Population American,390,294,5.7,4.1
Estimate Ancestry Total Population Arab,0,19,0.0,0.6
Estimate Ancestry Total Population Czech,0,19,0.0,0.6
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,14,22,0.2,0.3
Estimate Ancestry Total Population English,644,275,9.4,4.1
Estimate Ancestry Total Population French (Except Basque),757,369,11.0,5.2
Estimate Ancestry Total Population French Canadian,276,220,4.0,3.1
Estimate Ancestry Total Population German,203,122,3.0,1.8
Estimate Ancestry Total Population Greek,77,127,1.1,1.9
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.6
Estimate Ancestry Total Population Irish,1413,519,20.6,6.6
Estimate Ancestry Total Population Italian,1025,529,14.9,7.4
Estimate Ancestry Total Population Lithuanian,17,30,0.2,0.4
Estimate Ancestry Total Population Norwegian,25,30,0.4,0.4
Estimate Ancestry Total Population Polish,196,121,2.9,1.8
Estimate Ancestry Total Population Portuguese,760,370,11.1,4.8
Estimate Ancestry Total Population Russian,52,81,0.8,1.2
Estimate Ancestry Total Population Scotch-Irish,15,24,0.2,0.4
Estimate Ancestry Total Population Scottish,49,48,0.7,0.7
Estimate Ancestry Total Population Slovak,0,19,0.0,0.6
Estimate Ancestry Total Population Subsaharan African,530,191,7.7,3.0
Estimate Ancestry Total Population Swedish,369,368,5.4,5.5
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.6
Estimate Ancestry Total Population Welsh,0,19,0.0,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),59,92,0.9,1.3
Estimate Computers And Internet Use Total Households,2444,279,2444,(X)
Estimate Computers And Internet Use Total Households With A Computer,2302,287,94.2,3.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2178,321,89.1,6.2
